Product ID,Barcode,Category,Sub Category,Product,Price,Base Price,Promotion,Offer ends,RRP,POR,VAT,Pack Size
270127,03065890142893,Pet Products,Cat,Whiskas Chicken In Gravy 7+ Pouch 3 For £1.19 100g,£ 6.69,,,,£ 0.4,16.4,20.00,1 x 24
19679,05012144822740,Pet Products,Dog,Webbox Chomping Chews Treats Chicken Pm £1 20's,£ 7.29,,,,£ 1,27.1,20.00,1 x 12
971169,05012144898042,Pet Products,Dog,Webbox Complete Dog Food Chicken Vat Free Pm £1.99 2kg,£ 5.89,,,,£ 1.99,26,0.00,4 x 1
971169,05012144898042,Pet Products,Dog,Webbox Complete Dog Food Chicken Vat Free Pm £1.99 2kg,£ 1.59,,,,£ 1.99,20.1,0.00,1 x 1
114167,05029054216262,Retail Household,Paper Products,Kleenex Original Pmp £1 ,£ 15.89,,,,£ 1,20.6,20.00,4 x 6
114167,05029054216262,Retail Household,Paper Products,Kleenex Original Pmp £1 ,£ 3.99,,,,£ 1,20.2,20.00,1 x 6
999827,05029054229385,Retail Household,Paper Products,Kleenex Balsam Hanks 18s,£ 4.79,,,,£ 0.45,29,20.00,1 x 18
113405,05029054229415,Retail Household,Paper Products,Kleenex Balsam Regular Pm £1.99 ,£ 15.55,,,,£ 1.99,21.9,20.00,3 x 4
113405,05029054229415,Retail Household,Paper Products,Kleenex Balsam Regular Pm £1.99 ,£ 5.19,,,,£ 1.99,21.8,20.00,1 x 4
102158,08711600340046,Retail Household,Fabric Conditioners,Comfort Concentrate Pure Pm £1.99 750ml,£ 5.39,£ 7.49,SAVE 2.1,2022/05/15,£ 1.99,59.4,20.00,1 x 8
114157,15059630000265,Retail Household,Cleaning Products,Go Local Anti Bacterial Wipes Lemon Pm £1 50pk,£ 6.89,,,,£ 1,31.1,20.00,1 x 12
115806,08720182146571,Retail Household,Laundry,Surf Small & Mighty Tropical Pm £2.99 16 Wash 486ml,£ 6.29,£ 6.79,SAVE 0.5,2022/04/23,£ 2.99,36.9,20.00,1 x 4
988727,08001090704757,Retail Household,Laundry,Daz Liquid Regular Pm £2.99 700ml,£ 7.69,,,,£ 2.99,22.8,20.00,1 x 4
116317,08004260595483,Retail Household,Paper Products,Nicky Elite White Pm £1.85 4's,£ 10.49,,,,£ 1.85,32,20.00,1 x 10
156604,05012144898028,Pet Products,Dog,Webbox Working Dog Complete Food Beef Pm £1.99 2kg,£ 5.89,,,,£ 1.99,26,0.00,4 x 1
156604,05012144898028,Pet Products,Dog,Webbox Working Dog Complete Food Beef Pm £1.99 2kg,£ 1.59,,,,£ 1.99,20.1,0.00,1 x 1
975929,01076130329940,Pet Products,Cat,Felix Chicken Pouch Single Pm 3 For £1 100g,£ 4.59,,,,£ 0.35,21.3,20.00,1 x 20
117541,08445290094544,Pet Products,Dog,Bakers Rewards Variety Pm £1.19 100g,£ 5.59,,,,£ 1.19,29.5,20.00,1 x 8
116912,08445290076137,Pet Products,Cat,Felix Goody Bag Original Pm £1.19 60g,£ 4.99,,,,£ 1.19,37.1,20.00,1 x 8
117081,08445290076281,Pet Products,Cat,Felix Agail Meat Pouch Pm £4.49 100g,£ 10.39,£ 11.49,SAVE 1.1,2022/04/23,£ 4.49,30.6,20.00,4 x 1
117081,08445290076281,Pet Products,Cat,Felix Agail Meat Pouch Pm £4.49 100g,£ 2.89,£ 2.89,SAVE 0.0,2022/04/23,£ 4.49,22.8,20.00,1 x 1
114517,4008429137396,Pet Products,Dog,Cesar Chicken & Vegetable In Gravy Pm 85p 150g,£ 7.89,,,,£ 0.85,20.4,20.00,1 x 14
116089,05013919015114,Pet Products,Dog,Harringtons Lamb & Rice Pm £2.49 1kg,£ 5.99,,,,£ 2.49,42.3,20.00,1 x 5
114387,15059630000364,Pet Products,Dog,Ruby Chunks In Jelly Salmon Pm 59p 400g,£ 3.99,,,,£ 0.59,32.4,20.00,1 x 12
114538,4008429130748,Pet Products,Cat,Catsan Hygiene Cat Litter Pm £4.25 5ltr,£ 2.59,,,,£ 4.25,26.9,20.00,1 x 1
151565,08712561295239,Retail Household,Laundry,Surf Lavender Pm £2.49 10wash,£ 6.35,£ 8.99,SAVE 2.6,2022/04/24,£ 2.49,56.3,20.00,1 x 7
113364,08710847940156,Retail Household,Laundry,Persil Capsules Bio 15 Wash Pm £3.49 15w,£ 6.95,,,,£ 3.49,20.3,20.00,1 x 3
151580,05011417773482,Retail Household,Cleaning Products,Dettol Surface Cleanser Pm £1.69 500ml,£ 5.99,,,,£ 1.69,29.1,20.00,1 x 6
115822,05059001505088,Retail Household,Air Fresheners,Mr Sheen Aerosl Original Pm £1.29 250ml,£ 5.09,,,,£ 1.29,21.1,20.00,1 x 6
116944,04006508983971,Non Foods,,Melitta Original Coffee Filters 4's,£ 7.29,,,,£ 1.69,42.5,20.00,1 x 9
147556,03384120181625,Non Foods,Plastics & Housewares,Spontex Essentials Sponge Scourer Pm1.00 10pk,£ 5.29,£ 5.99,SAVE 0.7,2022/04/23,£ 1,47.1,20.00,1 x 12
115433,05013668433511,Non Foods,Plastics & Housewares,Lifestyle Value Stockinette Dishcloths Pm £1.00 5's,£ 5.49,,,,£ 1,34.1,20.00,1 x 10
985745,0501366842526,Non Foods,Plastics & Housewares,Lifestyle Rubber Gloves Medium Pm £1.20 ,£ 6.59,,,,£ 1.2,45.1,20.00,1 x 12
150872,05011251012198,Non Foods,Plastics & Housewares,Clean & Sparkle 5 Galvanised Steel Scourers Pm1.00 5pk,£ 5.89,,,,£ 1,29.3,20.00,1 x 10
677976,5011581005969,Non Foods,Catering Paperware /  Disposables,Robinson Young Retail Cocktail Sticks 0262 ,£ 5.49,,,,£ 0.79,30.5,20.00,1 x 12
921170,92117010,Non Foods,Stationery,Electroland Thermal Till Roll 57x70 ,£ 18.59,,,,£ 0,,20.00,1 x 20
987723,5011251128097,Non Foods,Plastics & Housewares,Clean & Sparkle Cleaning Pads 4pk Pm 1.00 4pk,£ 5.89,,,,£ 1,29.3,20.00,1 x 10
147559,01033841201816,Non Foods,Plastics & Housewares,Spontex Essentials Tough Scourer Pm1.00 ,£ 5.29,£ 5.99,SAVE 0.7,2022/04/23,£ 1,47.1,20.00,1 x 12
146104,5060082931482,Non Foods,Stationery,Pennine Spiral Pad  Pm1.00 ,£ 2.79,,,,£ 1,44.2,20.00,1 x 6
146117,5060082931611,Non Foods,Stationery,Pennine Super Glue 3 Pack  Pm1.00 ,£ 2.79,,,,£ 1,44.2,20.00,1 x 6
102742,05013668405457,Non Foods,Plastics & Housewares,Lifestyle Dishcloths 3's,£ 4.49,,,,£ 1.99,45.8,20.00,1 x 5
272821,05017726416768,Soft Drinks,Soft Drinks Take Home,R Pepper Pm £1.89 2ltr,£ 5.69,£ 6.69,SAVE 1.0,2022/04/24,£ 1.89,39.8,20.00,1 x 6
116854,05054267502154,Soft Drinks,Soft Drinks Single Serve,Lucozade Energy Orange Pm £1.25 380ml,£ 11.79,£ 15.59,SAVE 3.8,2022/04/24,£ 1.25,52.8,20.00,1 x 24
997153,04060800303622,Soft Drinks,Soft Drinks Take Home,Pepsi Cola Regular Pm £1.99 1.5ltr,£ 6.15,£ 6.99,SAVE 0.8,2022/05/15,£ 1.99,38.2,20.00,1 x 6
117128,15059630003662,Soft Drinks,Soft Drinks Single Serve,Zenergy Original Pm 39p 250ml,£ 3.99,£ 4.29,SAVE 0.3,2022/04/22,£ 0.39,48.8,20.00,1 x 24
108836,05010438012501,Soft Drinks,Soft Drinks Single Serve,Vimto Original Fizzy Pm £1 500ml,£ 5.19,£ 6.09,SAVE 0.9,2022/05/15,£ 1,48.1,20.00,1 x 12
115083,05017726424084,Soft Drinks,Soft Drinks Single Serve,Fanta Orange Pm£1.09 500ml,£ 7.25,,,,£ 1.09,33.5,20.00,1 x 12
116855,05054267502161,Soft Drinks,Soft Drinks Single Serve,Lucozade Energy Original Pm £1.25 380ml,£ 11.79,£ 15.59,SAVE 3.8,2022/04/24,£ 1.25,52.8,20.00,1 x 24
117127,15059630003679,Soft Drinks,Soft Drinks Single Serve,Zenergy Sugar Free Pm 39p 250ml,£ 3.99,£ 4.29,SAVE 0.3,2022/04/22,£ 0.39,48.8,20.00,1 x 24
270872,3068320084602,Soft Drinks,Soft Drinks Take Home,Evian Water 1.5ltr,£ 4.49,£ 5.05,SAVE 0.6,2022/04/23,£ 1.1,38.8,20.00,1 x 8
117780,05449000309839,Soft Drinks,Soft Drinks Single Serve,Coke Zero Creations-intergalactic 250ml,£ 8.99,£ 14.99,SAVE 6.0,2022/05/15,£ 1,55.1,20.00,1 x 24
115762,05060039220126,Soft Drinks,Soft Drinks Single Serve,Desfruitas Lemon & Mint Juice Drink 500ml,£ 4.99,,,,£ 1,50.1,20.00,1 x 12
115764,05060039220157,Soft Drinks,Soft Drinks Single Serve,Desfruitas Pineapple & Coconut Juice Drink 500ml,£ 4.99,,,,£ 1,50.1,20.00,1 x 12
735728,09312088002311,Wine,Wine,Wolf Blass Yellow Label Shiraz 75cl,£ 32.49,£ 33.49,SAVE 1.0,2022/04/23,£ 8.99,27.7,20.00,6 x 1
735728,09312088002311,Wine,Wine,Wolf Blass Yellow Label Shiraz 75cl,£ 5.69,£ 5.69,SAVE 0.0,2022/04/23,£ 8.99,24,20.00,1 x 1
102003,05010103924740,Wine,Wine,Blossom Hill Rose 187ml,£ 15.29,,,,£ 2.49,38.6,20.00,1 x 12
996548,08500002286,Wine,Wine,Apothic Dark 75cl,£ 33.99,£ 37.49,SAVE 3.5,2022/04/23,£ 9.99,32,20.00,6 x 1
996548,08500002286,Wine,Wine,Apothic Dark 75cl,£ 6.39,£ 6.39,SAVE 0.0,2022/04/23,£ 9.99,23.2,20.00,1 x 1
116500,08002793000511,Wine,Wine,Piccini Chianti Orange 75cl,£ 25.99,£ 28.99,SAVE 3.0,2022/04/23,£ 7.49,30.6,20.00,6 x 1
116500,08002793000511,Wine,Wine,Piccini Chianti Orange 75cl,£ 4.89,£ 4.89,SAVE 0.0,2022/04/23,£ 7.49,21.7,20.00,1 x 1
111577,05060215330328,Wine,Wine,I Heart Pinot Grigio 75cl,£ 25.99,,,,£ 6.79,23.4,20.00,6 x 1
111577,05060215330328,Wine,Wine,I Heart Pinot Grigio 75cl,£ 4.39,,,,£ 6.79,22.4,20.00,1 x 1
583431,0085000067833,Wine,Wine,Gallo Family Vineyards White Zinfandel 75cl,£ 24.99,£ 27.99,SAVE 3.0,2022/05/15,£ 7.49,33.3,20.00,6 x 1
583431,0085000067833,Wine,Wine,Gallo Family Vineyards White Zinfandel 75cl,£ 4.17,£ 4.79,SAVE 0.6,2022/05/15,£ 7.49,33.2,20.00,1 x 1
153682,09322214011541,Wine,Wine,Yellow Tail Sauvignon Blanc 75cl,£ 24.99,£ 27.99,SAVE 3.0,2022/04/24,£ 7.49,33.3,20.00,6 x 1
153682,09322214011541,Wine,Wine,Yellow Tail Sauvignon Blanc 75cl,£ 4.17,£ 4.79,SAVE 0.6,2022/04/24,£ 7.49,33.2,20.00,1 x 1
110920,05010658315208,Wine,Wine,The Straw Hat Rose 75cl,£ 19.99,,,,£ 5.49,27.2,20.00,6 x 1
110920,05010658315208,Wine,Wine,The Straw Hat Rose 75cl,£ 3.39,,,,£ 5.49,25.9,20.00,1 x 1
662077,05010186108884,Wine,Wine,Echo Falls Rose  75cl,£ 24.99,,,,£ 6.79,26.4,20.00,6 x 1
662077,05010186108884,Wine,Wine,Echo Falls Rose  75cl,£ 4.29,,,,£ 6.79,24.2,20.00,1 x 1
102576,05010186113192,Wine,Wine,Hardys Vr Sauvignon Blanc 75cl,£ 26.99,,,,£ 6.99,22.8,20.00,6 x 1
102576,05010186113192,Wine,Wine,Hardys Vr Sauvignon Blanc 75cl,£ 4.59,,,,£ 6.99,21.2,20.00,1 x 1
3267,018341751024,Wine,Wine,Barefoot Sauvignon Blanc 75cl,£ 27.99,£ 29.49,SAVE 1.5,2022/04/23,£ 7.49,25.3,20.00,6 x 1
3267,018341751024,Wine,Wine,Barefoot Sauvignon Blanc 75cl,£ 4.99,£ 4.99,SAVE 0.0,2022/04/23,£ 7.49,20.1,20.00,1 x 1
117149,9322214015511,Wine,Wine,Pepper Box Shiraz 75cl,£ 33.99,£ 35.99,SAVE 2.0,2022/04/23,£ 9.99,32,20.00,6 x 1
117149,9322214015511,Wine,Wine,Pepper Box Shiraz 75cl,£ 6.09,£ 6.09,SAVE 0.0,2022/04/23,£ 9.99,26.8,20.00,1 x 1
117421,8006540584071,Health & Beauty,Fem Care,Always Ultra Quattro Long Plus Pm £2.29 11's,£ 41.89,,,,£ 2.29,23.8,0.00,6 x 4
117421,8006540584071,Health & Beauty,Fem Care,Always Ultra Quattro Long Plus Pm £2.29 11's,£ 6.99,,,,£ 2.29,23.7,0.00,1 x 4
116689,05000101508752,Health & Beauty,Soaps & Sundries,Carex Handwash Original Pm £1.29 250ml,£ 4.99,,,,£ 1.29,22.6,20.00,1 x 6
951646,08710908236785,Health & Beauty,Soaps & Sundries,Radox Shower Refresh Pm £1 250ml,£ 3.99,,,,£ 1,20.2,20.00,1 x 6
156060,05017353104458,Health & Beauty,Medicines,Galpharm Paracetamol 500mg Capsules 16's,£ 4.19,,,,£ 0.69,27.1,20.00,1 x 10
958747,05055028345300,Health & Beauty,Toiletries,Balsam Conditioner Raspberry Pm £1 350ml,£ 3.99,,,,£ 1,20.2,20.00,1 x 6
958732,05055028345126,Health & Beauty,Toiletries,Balsam Shampoo Apple Pm £1 350ml,£ 3.99,,,,£ 1,20.2,20.00,1 x 6
67801,05055028301283,Health & Beauty,Toiletries,Colgate Advanced White Sensation Pm £1 50ml,£ 7.69,,,,£ 1,23.1,20.00,1 x 12
271068,08710847871122,Health & Beauty,Deodorants,Lynx Body Spray Africa Pm £2.99 200ml,£ 10.99,,,,£ 2.99,26.5,20.00,1 x 6
271284,5011581065130,Health & Beauty,Fem Care,Bodyform Maxi Pm £1.49 14s,£ 4.39,,,,£ 1.49,26.3,0.00,1 x 4
862529,05013668006746,Health & Beauty,Medicines,Lifestyle Paracetamol Capsules Blister Pack 16's,£ 4.99,,,,£ 0.79,36.8,20.00,1 x 12
12218,05029054587812,Health & Beauty,Fem Care,Kotex Maxi Super Pm £1.15 14's,£ 3.39,,,,£ 1.15,26.3,0.00,1 x 4
21467,05012334005472,Health & Beauty,Toiletries,Insette Extra Hairspray 200ml,£ 5.99,,,,£ 0.99,39.5,20.00,1 x 12
113734,05024993861573,Spirits,Alcholic-Ready-To- Drinks,Wkd Mixd Peach & Passionfruit Pm £1.69 250ml,£ 12.99,,,,£ 1.69,23.1,20.00,1 x 12
113372,05024993861306,Spirits,Alcholic-Ready-To- Drinks,Wkd Lemon Pm £2.99 70cl,£ 11.79,£ 11.99,SAVE 0.2,2022/05/15,£ 2.99,21.1,20.00,6 x 1
113372,05024993861306,Spirits,Alcholic-Ready-To- Drinks,Wkd Lemon Pm £2.99 70cl,£ 1.97,£ 2.09,SAVE 0.1,2022/05/15,£ 2.99,20.9,20.00,1 x 1
113735,05024993861597,Spirits,Alcholic-Ready-To- Drinks,Wkd Mixd Raspberry & Rhubarb Pm £1.69 250ml,£ 12.99,,,,£ 1.69,23.1,20.00,1 x 12
116352,10811538019573,Spirits,Whisky,Proper No.12 Irish Whiskey 70cl,£ 106.99,,,,£ 26.99,20.7,20.00,6 x 1
116352,10811538019573,Spirits,Whisky,Proper No.12 Irish Whiskey 70cl,£ 17.89,,,,£ 26.99,20.5,20.00,1 x 1
146473,04062400028714,Spirits,Liqueurs/Speciality,Sierra Tequila Silver 35cl,£ 62.49,£ 65.49,SAVE 3.0,2022/04/23,£ 16.49,24.2,20.00,6 x 1
146473,04062400028714,Spirits,Liqueurs/Speciality,Sierra Tequila Silver 35cl,£ 10.99,£ 10.99,SAVE 0.0,2022/04/23,£ 16.49,20,20.00,1 x 1
115416,05010296012422,Spirits,Gin,Greenalls Black Cherry Gin 70cl,£ 61.99,£ 65.49,SAVE 3.5,2022/04/23,£ 15.99,22.5,20.00,6 x 1
115416,05010296012422,Spirits,Gin,Greenalls Black Cherry Gin 70cl,£ 10.99,£ 10.99,SAVE 0.0,2022/04/23,£ 15.99,17.5,20.00,1 x 1
271298,5000289931496,Spirits,Gin,Gordons Gin Pm £5.49 20cl,£ 21.79,,,,£ 5.49,20.6,20.00,6 x 1
271298,5000289931496,Spirits,Gin,Gordons Gin Pm £5.49 20cl,£ 3.69,,,,£ 5.49,19.3,20.00,1 x 1
271298,5000289931496,Spirits,Gin,Gordons Gin Pm £5.49 20cl,£ 173.99,,,,£ 5.49,20.8,20.00,48 x 1
986441,05000289111027,Spirits,Rum,Bacardi Carta Blanca Pm £9.49 35cl,£ 37.69,,,,£ 9.49,20.6,20.00,6 x 1
986441,05000289111027,Spirits,Rum,Bacardi Carta Blanca Pm £9.49 35cl,£ 6.29,,,,£ 9.49,20.5,20.00,1 x 1
540340,05013668008306,Spirits,Whisky,Prince Consort Whisky 35cl,£ 31.99,,,,£ 7.99,19.9,20.00,6 x 1
540340,05013668008306,Spirits,Whisky,Prince Consort Whisky 35cl,£ 5.39,,,,£ 7.99,19,20.00,1 x 1
540340,05013668008306,Spirits,Whisky,Prince Consort Whisky 35cl,£ 127.49,,,,£ 7.99,20.2,20.00,24 x 1
271297,05000281057675,Spirits,Rum,Captain Morgan Dark Rum Pm £15.79 70cl,£ 59.99,£ 64.99,SAVE 5.0,2022/04/23,£ 15.79,24,20.00,6 x 1
271297,05000281057675,Spirits,Rum,Captain Morgan Dark Rum Pm £15.79 70cl,£ 10.89,£ 10.89,SAVE 0.0,2022/04/23,£ 15.79,17.2,20.00,1 x 1
540933,05013668007729,Spirits,Whisky,Prince Consort Whisky 20cl,£ 19.49,,,,£ 4.99,21.9,20.00,6 x 1
540933,05013668007729,Spirits,Whisky,Prince Consort Whisky 20cl,£ 3.39,,,,£ 4.99,18.5,20.00,1 x 1
540933,05013668007729,Spirits,Whisky,Prince Consort Whisky 20cl,£ 155.49,,,,£ 4.99,22.1,20.00,48 x 1
152890,05000108280170,Retail Grocery,Breakfast Cereals,Oat So Simple Express Tray Golden Syrup Pm 99p 50g,£ 5.99,,,,£ 0.99,24.4,0.00,1 x 8
269172,05000108105237,Retail Grocery,Breakfast Cereals,Oat So Simple Golden Syrup Porridge Pm2.29 36g,£ 6.99,£ 9.49,SAVE 2.5,2022/04/23,£ 2.29,49.1,0.00,1 x 6
114482,05000108259688,Retail Grocery,Breakfast Cereals,Quaker Golden Syrup Porridge To Go Squares Pm 75p 55g,£ 7.19,,,,£ 0.75,20.1,0.00,1 x 12
269173,05000108105145,Retail Grocery,Breakfast Cereals,Oat So Simple Original Porridge Pm2.29 27g,£ 6.99,£ 9.49,SAVE 2.5,2022/04/23,£ 2.29,49.1,0.00,1 x 6
114263,05000108240969,Retail Grocery,Breakfast Cereals,Quaker Oats Pm £1.99 1kg,£ 9.49,,,,£ 1.99,20.5,0.00,1 x 6
152889,05000108279433,Retail Grocery,Breakfast Cereals,Oat So Simple Express Tray Original Pm 99p 45g,£ 5.99,,,,£ 0.99,24.4,0.00,1 x 8
108250,5023751112162,Retail Grocery,Beans / Pasta / Snack Meals,Ko-lee Go Cup Noodles Roast Chicken 65g,£ 3.59,£ 4.29,SAVE 0.7,2022/04/23,£ 0.99,39.6,0.00,1 x 6
116773,25059630000774,Retail Grocery,,Go Local Original Pancake Mix Pm £1 175g,£ 3.99,,,,£ 1,33.5,0.00,1 x 6
268952,05000168210599,Retail Grocery,Biscuits,Mcvities Bourbon Creams Pm1.00 300g,£ 6.89,£ 8.29,SAVE 1.4,2022/05/15,£ 1,42.6,0.00,1 x 12
992557,05000168024530,Retail Grocery,Biscuits,Mcvities Chocolate Caramel Digestive Pm1.65 250g,£ 12.79,,,,£ 1.65,38,20.00,1 x 15
115621,05000168027807,Retail Grocery,Biscuits,Jacobs Cream Crackers Pm £1.49 300g,£ 11.79,,,,£ 1.49,34.1,0.00,1 x 12
271027,05000117917968,Retail Grocery,Rice / Pulses / Cereals / Pasta / Vegetables,Batchelors Pasta N Sauce Chicken & Mushroom Pm1.09 108g,£ 4.09,£ 5.29,SAVE 1.2,2022/04/24,£ 1.09,46.4,0.00,1 x 7
155860,3049197110151,Spirits,Brandy & Cognac,Courvoisier Vs 35cl,£ 50.49,,,,£ 18.99,20.2,20.00,4 x 1
155860,3049197110151,Spirits,Brandy & Cognac,Courvoisier Vs 35cl,£ 12.69,,,,£ 18.99,19.8,20.00,1 x 1
155860,3049197110151,Spirits,Brandy & Cognac,Courvoisier Vs 35cl,£ 150.99,,,,£ 18.99,20.5,20.00,12 x 1
116190,05000328301389,Crisps & Snacks,Sharing Bags,Doritos Stax Ultimate Cheese Pm 1.50 170gm,£ 2.49,,,,£ 1.5,72.3,0.00,1 x 6
992587,05010049173691,Crisps & Snacks,Single Serve Snacks,Burtons Fish&chips Salt&vinegar Pm39p 40g,£ 7.99,,,,£ 0.39,31.7,0.00,1 x 30
268632,05000237129197,Crisps & Snacks,£1 Bags,Kp Nik Naks Nice 'n' Spicy Pm1.00 ,£ 9.29,,,,£ 1,30.3,20.00,1 x 16
117762,050000237137628,Crisps & Snacks,£1 Bags,Kp Nik Naks Nice 'n' Spicy Pm £1.00 ,£ 11.59,,,,£ 1,30.5,20.00,1 x 20
957082,05000328559001,Crisps & Snacks,Single Serve Crisps,Walkers Prawn Cocktail Crisps  32.5g,£ 11.99,£ 12.99,SAVE 1.0,2022/04/23,£ 0.69,34.8,20.00,1 x 32
115335,05010052068076,Crisps & Snacks,£1 Bags,Golden Wonder Transform A Snack Chees & Onion £1 80g,£ 8.65,,,,£ 1,30.8,20.00,1 x 15
997323,05010052112960,Crisps & Snacks,Single Serve Snacks,Tayto Transform A Snack Spicy 39p 30g,£ 5.99,,,,£ 0.39,38.6,20.00,1 x 30
109512,05000328241166,Crisps & Snacks,£1 Bags,Walkers Baked Cheese & Onion Pm £1 75g,£ 9.59,,,,£ 1,23.3,20.00,1 x 15
997324,05010052112946,Crisps & Snacks,Single Serve Snacks,Tayto Transform A Snack Bbq 39p 30g,£ 5.99,,,,£ 0.39,38.6,20.00,1 x 30
672135,05000328149042,Crisps & Snacks,Carded Nuts & Snacks,Smiths Scampi Fries 27g ,£ 7.99,,,,£ 0.69,42.1,20.00,1 x 24
272096,05000328176116,Crisps & Snacks,£1 Bags,Walkers Sensations Roast Chicken & Thyme Pm £1.00 65g,£ 6.69,£ 9.59,SAVE 2.9,2022/04/24,£ 1,46.5,20.00,1 x 15
957079,05000328558394,Crisps & Snacks,Single Serve Crisps,Walkers Ready Salted Crisps  32.5g,£ 11.99,£ 12.99,SAVE 1.0,2022/04/23,£ 0.69,34.8,20.00,1 x 32
117117,05410438043084,Fresh & Chilled / Bread & Cakes,Milks & Creams,Yazoo Chocolate Milk Pm £1.79 1ltr,£ 6.39,,,,£ 1.79,40.5,0.00,1 x 6
117119,05410438043060,Fresh & Chilled / Bread & Cakes,Milks & Creams,Yazoo Banana Pm £1.79 1ltr,£ 6.39,,,,£ 1.79,40.5,0.00,1 x 6
117121,05410438043046,Fresh & Chilled / Bread & Cakes,Milks & Creams,Yazoo Strawberry Pm £1.79 1ltr,£ 6.39,,,,£ 1.79,40.5,0.00,1 x 6
797599,5010044000305,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Warburton Danish White 400g,£ 0.89,,,,£ 1.19,25.2,0.00,1 x 1
143963,5010044003955,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Warburton Gf Artisan Tiger Bloomer 600g,£ 1.35,,,,£ 1.99,32.2,0.00,1 x 1
506241,5010044000039,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Warburton Blue Wrapper 800g,£ 1.15,,,,£ 1.59,27.7,0.00,1 x 1
797577,5010044000404,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Warburton Wholemeal Medium 400g,£ 0.85,,,,£ 1.09,22,0.00,1 x 1
271239,05060402908330,Fresh & Chilled / Bread & Cakes,Milks & Creams,Twix Milk Drink Pm £1.29 350ml,£ 7.19,,,,£ 1.29,30.3,0.00,1 x 8
269051,05016860000482,Fresh & Chilled / Bread & Cakes,Milks & Creams,Delamere Iced Coffee Latte 500ml,£ 9.45,,,,£ 1.09,27.8,0.00,12 x 1
269051,05016860000482,Fresh & Chilled / Bread & Cakes,Milks & Creams,Delamere Iced Coffee Latte 500ml,£ 0.79,,,,£ 1.09,27.5,0.00,1 x 1
146240,5050360004175,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Perfection Assorted Muffins 4s,£ 0.99,£ 1.15,SAVE 0.2,2022/05/15,£ 1.59,37.7,0.00,1 x 1
117428,509982300938395,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Cottage Bakery Assorted Buns Pm £1.09 ,£ 0.85,,,,£ 1.09,22,0.00,1 x 1
115454,5059630001210,Fresh & Chilled / Bread & Cakes,Bread And Cakes,Go Local Part Baked Baguettes 85p 2's,£ 0.59,,,,£ 0.85,30.6,0.00,1 x 1
154746,5410126106282,Catering Grocery,Biscuits,Lotus Biscoff 300's,£ 9.29,,,,£ 0,,0.00,1 x 1
272725,15410126026969,Catering Grocery,Desserts / Canned Fruit,Lotus Topping Sauce 1kg,£ 47.59,,,,£ 0,,0.00,8 x 1
272725,15410126026969,Catering Grocery,Desserts / Canned Fruit,Lotus Topping Sauce 1kg,£ 5.99,,,,£ 0,,0.00,1 x 1
155616,05013668421129,Catering Grocery,Dishwashing,Lifestyle Value 6 Sponge Scourers Pm £1 10's,£ 49.49,,,,£ 1,40.6,20.00,10 x 10
155616,05013668421129,Catering Grocery,Dishwashing,Lifestyle Value 6 Sponge Scourers Pm £1 10's,£ 4.99,,,,£ 1,40.1,20.00,1 x 10
151951,5060060387157,Catering Grocery,Table Top Sauces / Condiments / Pickles,Crucial Sauce Salad Cream 1ltr,£ 1.89,,,,£ 0,,0.00,1 x 1
615347,05000111616232,Catering Grocery,Beans / Pasta / Snack Meals,Heinz Baked Beans 2.62kg,£ 15.99,,,,£ 0,,0.00,6 x 1
615347,05000111616232,Catering Grocery,Beans / Pasta / Snack Meals,Heinz Baked Beans 2.62kg,£ 2.89,,,,£ 0,,0.00,1 x 1
866901,5000157065568,Catering Grocery,Table Top Sauces / Condiments / Pickles,Heinz Tomato Ketchup 4ltr,£ 12.19,,,,£ 0,,0.00,1 x 1
115781,05060113913968,Catering Grocery,Soft Drinks,Freshers No Added Sugar Blackcurrant Cordial 5ltr,£ 6.29,,,,£ 0,,20.00,2 x 1
115781,05060113913968,Catering Grocery,Soft Drinks,Freshers No Added Sugar Blackcurrant Cordial 5ltr,£ 3.19,,,,£ 0,,20.00,1 x 1
590312,05000183388341,Catering Grocery,Beverages,Cadburys Hot Chocolate Instant Stick Pack 28g,£ 13.99,,,,£ 0,,0.00,1 x 50
677646,5011157030401,Catering Grocery,Rice / Pulses / Cereals / Pasta / Vegetables,Tilda Basmati Rice 5kg,£ 11.39,,,,£ 0,,0.00,1 x 1
679727,5000111014502,Catering Grocery,Table Top Sauces / Condiments / Pickles,Hp Sauce 2ltr,£ 7.49,,,,£ 0,,0.00,1 x 1
933892,05000117901257,Catering Grocery,Table Top Sauces / Condiments / Pickles,Sarsons Malt Vinegar Bottle 300ml,£ 9.99,,,,£ 1.19,30,0.00,1 x 12
778435,5013668020346,Catering Grocery,Kichenwares,Caterers Kitchen Cling Film Extra Wide 450mmx300mm ,£ 4.99,,,,£ 0,,20.00,1 x 1
149650,5011053012259,Confectionery,Confectionery Single Serve,Topps Ring Pop ,£ 6.99,,,,£ 0.5,30.1,20.00,1 x 24
995066,5011053023262,Confectionery,Confectionery Single Serve,Push Pops Duo Pm50p 26g,£ 5.89,,,,£ 0.5,29.3,20.00,1 x 20
