ProdCode,Description,WS Size,Pack Size,Price,RRP,POR,Min Shelf Life (days),Marked as Promo,In Stock,Inner Barcode,Outer Barcode,Product Group,Category
910889,Mash Direct Roast Potatoes,6,400g,£8.00,£1.89,29.45,6,Y,NA,5060072991212	,05060072993933	,Chilled Foods," Chilled, Fresh & Frozen"
913496,Mash Direct Salt And Chilli Wedges,6,350g,£8.00,£2.00,33.33,8,Y,NA,5060072992660	,05060072992677	,Chilled Foods," Chilled, Fresh & Frozen"
103895,Mash Direct Mashed Potato,6,200g,£4.00,£1.00,33.33,7,N,NA,5060072990512	,5060072993513	,Chilled Foods," Chilled, Fresh & Frozen"
103920,Mash Direct Mashed Potato,6,400g,£7.00,£1.50,22.22,7,Y,NA,5060072990017	,5060072999010	,Chilled Foods," Chilled, Fresh & Frozen"
103921,Mash Direct Mashed Turnip,6,400g,£7.00,£1.50,22.22,7,Y,NA,5060072990079	,5060072999072	,Chilled Foods," Chilled, Fresh & Frozen"
903625,Mash Direct Potato Cheese&onion Croquettes,6,300g,£9.00,£1.89,20.63,6,Y,NA,5060072990369	,5060072993414	,Chilled Foods," Chilled, Fresh & Frozen"
913813,Mash Direct Curry Chips,6,400g,£8.00,£1.90,29.82,6,Y,NA,5060072994251	,05060072994268	,Chilled Foods," Chilled, Fresh & Frozen"
103902,Mash Direct Green Cabbage,6,280g,£8.00,£1.79,25.51,7,Y,NA,5060072990109	,5060072993117	,Chilled Foods," Chilled, Fresh & Frozen"
103905,Mash Direct Potato Croquettes,6,300g,£9.00,£1.89,20.63,6,Y,NA,5060072990390	,5060072993445	,Chilled Foods," Chilled, Fresh & Frozen"
910243,Mash Direct Potato Rosti,6,180g,£7.50,£1.69,26.04,7,Y,NA,5060072990871	,05060072993551	,Chilled Foods," Chilled, Fresh & Frozen"
103914,Mash Direct Champ,6,400g,£7.00,£1.50,22.22,7,Y,NA,5060072990024	,5060072999027	,Chilled Foods," Chilled, Fresh & Frozen"
103913,Mash Direct Chilli Baby Bakes,6,370g,£9.50,£2.00,20.83,7,Y,NA,5060072990192	,5060072993193	,Chilled Foods," Chilled, Fresh & Frozen"
103917,Mash Direct Colcannon,6,400g,£7.00,£1.50,22.22,7,Y,NA,5060072990062	,5060072993063	,Chilled Foods," Chilled, Fresh & Frozen"
103919,Mash Direct Creamy Garlic Potato,6,400g,£9.00,£1.89,20.63,6,Y,NA,5060072990130	,5060072993131	,Chilled Foods," Chilled, Fresh & Frozen"
913591,Pennygate Frozen Salt N Chilli Chicken Goujons,5,1kg,£25.50,£5.99,14.86,0,N,NA,5060733920032	,01506733920039	,Frozen Retail," Chilled, Fresh & Frozen"
902982,Pennygate Frozen Southern Fried Chicken Goujons,6,850g,£30.00,£5.99,16.53,0,Y,NA,5060733920094	,01506073392008	,Frozen Retail," Chilled, Fresh & Frozen"
912195,Seafeast Cooked Coldwater Prawns,12,280g,£36.00,£4.00,25.00,0,Y,NA,5391511149865	,05391511149872	,Frozen Retail," Chilled, Fresh & Frozen"
103891,Mash Direct Champ,6,200g,£4.00,£1.00,33.33,7,N,NA,5060072990529	,5060072993520	,Chilled Foods," Chilled, Fresh & Frozen"
913457,Mr Kings Eclairs 6pk,12,160g,£18.00,£1.79,16.20,0,Y,NA,5014733005923	,05014733005862	,Frozen Retail," Chilled, Fresh & Frozen"
913458,Mr Kings Profiteroles With Chocolate Sauce,12,236g,£17.00,£1.69,16.17,0,Y,NA,5014733004919	,05014733004926	,Frozen Retail," Chilled, Fresh & Frozen"
913730,Pennygate Crispy Shredded Chicken,10,700g,£46.00,£5.99,23.21,0,Y,NA,5060291790177	,01506029179017	,Frozen Retail," Chilled, Fresh & Frozen"
912022,Mini Milk Ice Cream 12 Pk Vanilla/strawberry/choc,6,420 Ml,£11.00,£3.49,36.96,0,Y,NA,8000920461747	,08000920461754	,Frozen Retail," Chilled, Fresh & Frozen"
103940,Mccains Crinkle Cut Frozen Home Chips,8,1.6kg,£27.00,£3.99,15.41,0,Y,NA,5010228005317	,05010228505312	,Frozen Retail," Chilled, Fresh & Frozen"
905642,Mccain Ready Baked Jacket Potato 4pk,8,800g,£22.00,£3.20,14.06,0,Y,NA,5010228000145	,05010228500898	,Frozen Retail," Chilled, Fresh & Frozen"
103939,Mccain Naked Oven Chips,15,900g,£31.00,£3.00,31.11,0,Y,NA,5010228005195	,05010228505190	,Frozen Retail," Chilled, Fresh & Frozen"
914074,Pennygate Frozen Breaded Goujons,6,850g,£30.00,£5.99,16.53,0,Y,NA,5060733920087	,15060733920081	,Frozen Retail," Chilled, Fresh & Frozen"
103828,Magnum White Choc 4 Pack,10,400ml,£24.00,£4.20,31.43,0,Y,NA,8712566328406	,8000920966761	,Frozen Retail," Chilled, Fresh & Frozen"
914000,Magnum Remix Classic 3pk,10,85ml,£22.00,£3.60,26.67,0,Y,NA,8711327538030	,08711327538047	,Frozen Retail," Chilled, Fresh & Frozen"
910946,Yoplait Fruit Yogurt Strawberry 4 Pack,6,4x125g,£8.00,£1.99,33.00,11,Y,NA,5391515140448	,05391515145528	,Dairy Products," Chilled, Fresh & Frozen"
910621,Magnum White Chocolate Ice Cream Tub (pint),8,440ml,£22.32,£3.85,13.04,0,N,NA,8714100290408	,8714100563274	,Frozen Retail," Chilled, Fresh & Frozen"
912039,Mccain Micro Quick Chips Crinkle Gluten Free,12,4x100g,£26.00,£2.69,19.45,0,Y,NA,5010228012506	,5010228412504	,Frozen Retail," Chilled, Fresh & Frozen"
908850,Mccain Micro Quick Chips Gluten Free,12,4x100g,£26.00,£2.69,19.45,0,Y,NA,5010228012223	,5010228412221	,Frozen Retail," Chilled, Fresh & Frozen"
103941,Mccain Home Chips Straight Cut,8,1.6kg,£27.00,£3.99,15.41,0,Y,NA,5010228005287	,05010228505282	,Frozen Retail," Chilled, Fresh & Frozen"
913800,Mccain Home Chips Straight Cut,12,1kg,£24.00,£2.50,20.00,0,Y,NA,5010228001081	,05010228501086	,Frozen Retail," Chilled, Fresh & Frozen"
913925,Spicy Cheddar Wheeler,16,90g,£15.80,£1.29,23.45,48,Y,NA,5014442020774	,05014442020781	,Dairy Products," Chilled, Fresh & Frozen"
910948,Yoplait Fruit Yogurt Apricot & Nectarine 4 Pk,6,4x125g,£8.00,£1.99,33.00,11,Y,NA,3329770047815	,03329771099806	,Dairy Products," Chilled, Fresh & Frozen"
103539,Yollies Yogurt Lolly Strawberry Flavour 4 X 25g,8,4x25g,£19.40,£3.07,21.01,19,Y,NA,5010252108084	,05010252108091	,Dairy Products," Chilled, Fresh & Frozen"
103813,Stork Baking Block Margarine,20,250g,£24.00,£1.25,4.00,12,Y,NA,8719200088986	,8719200088993	,Dairy Products," Chilled, Fresh & Frozen"
103594,Spelga Crumbles  (apple/strawberry/rhubarb),4,3x150g,£6.75,£2.20,23.30,16,N,NA,50408825	,5010386562004	,Dairy Products," Chilled, Fresh & Frozen"
103602,Spelga Strawberry,12,125g,£5.25,£0.70,37.50,16,Y,NA,50408719	,5010386501003	,Dairy Products," Chilled, Fresh & Frozen"
910945,Yoplait Fruit Yogurt Hazelnut 4 Pack,6,4x125g,£8.00,£1.99,33.00,8,Y,NA,5391515140455	,05391515145535	,Dairy Products," Chilled, Fresh & Frozen"
103591,Spelga Crumble Strawberry,12,150g,£6.80,£0.75,24.44,16,N,NA,50408207	,5010386642003	,Dairy Products," Chilled, Fresh & Frozen"
103592,Spelga Crumble Rhubarb,12,150g,£6.80,£0.75,24.44,16,N,NA,50408214	,5010386643000	,Dairy Products," Chilled, Fresh & Frozen"
103587,Spelga Assorted 6 Pack,4,6x125g,£10.00,£2.99,16.39,16,N,NA,5010386101005	,5010386515000	,Dairy Products," Chilled, Fresh & Frozen"
913924,Smoky Cheddar Wheeler,16,90g,£15.80,£1.29,23.45,0,Y,NA,5014442020514	,05014442020521	,Dairy Products," Chilled, Fresh & Frozen"
905698,Spelga Assorted Yogurts 3xstraw/rasp/peach/rhubarb,12,125g,£5.25,£0.70,37.50,12,Y,NA,50408740	,05010386999008	,Dairy Products," Chilled, Fresh & Frozen"
103588,Spelga Assorted Yogurt 4pk,6,4x125g,£8.00,£2.25,40.74,16,Y,NA,50408801	,5010386653009	,Dairy Products," Chilled, Fresh & Frozen"
903637,Philadelphia Regular,10,165g,£19.00,£2.50,24.00,13,Y,NA,7622210307460	,07622210307477	,Dairy Products," Chilled, Fresh & Frozen"
903638,Philadelphia Light,10,165g,£19.00,£2.50,24.00,13,Y,NA,7622210307514	,7622210307521	,Dairy Products," Chilled, Fresh & Frozen"
103724,Onken Fat Free Natural Stirred Biopot Yogurt,6,450,£7.00,£1.71,31.77,12,N,NA,7610900037087	,07610900037209	,Dairy Products," Chilled, Fresh & Frozen"
103725,Onken Mango  Papaya  Passion Fruit Yogurt,6,450,£8.00,£1.80,25.93,12,Y,NA,7610900037360	,07610900037094	,Dairy Products," Chilled, Fresh & Frozen"
103981,Peppa Pigs Fromage Frais Pmp £1.00,8,8 S,£6.36,£1.00,20.50,11,N,NA,3329770043633	,03329771085854	,Dairy Products," Chilled, Fresh & Frozen"
103975,Petits Filous Big Pots Raspberry & Strawberry,6,4x85g,£7.00,£1.89,38.27,11,Y,NA,3329770051584	,03329771117326	,Dairy Products," Chilled, Fresh & Frozen"
118358,Vaporlinq 20mg Strawberry Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585844	,05050565585868	,Cigs And Tobacco," Chilled, Fresh & Frozen"
103726,Onken 0% Fat Free Vanilla Yogurt,6,450g,£8.00,£1.80,25.93,12,Y,NA,7610900037414	,07610900037186	,Dairy Products," Chilled, Fresh & Frozen"
910042,Petits Filous Strawberry & Raspberry 6pk,8,6x47g,£10.00,£1.59,21.38,8,Y,NA,3329770051539	,910042	,Dairy Products," Chilled, Fresh & Frozen"
910947,Yoplait Fruit Yogurt Raspberry Blueberry 4pk,6,4x125g,£8.00,£1.99,33.00,11,Y,NA,3329770047792	,03329771099769	,Dairy Products," Chilled, Fresh & Frozen"
118355,Vaporlinq 20mg Pineapple & Coconut Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565586025	,05050565586049	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118364,Vaporlinq 20mg Peach  Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565586087	,05050565586100	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118360,Vaporlinq 20mg Menthol Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565587817	,05050565587831	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118366,Vaporlinq 20mg Grape Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565586056	,05050565586070	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118365,Vaporlinq 20mg Lush Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585998	,05050565586018	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118362,Vaporlinq 20mg Mango Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585967	,05050565585981	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118356,Vaporlinq 20mg Pink Lemonade Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565587787	,05050565587800	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118354,Vaporlinq 20mg Blue Razz Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585875	,05050565585899	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118359,Vaporlinq 20mg Double Apple Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585905	,05050565585929	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118361,Vaporlinq 20mg Cola Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565587756	,05050565587770	,Cigs And Tobacco," Chilled, Fresh & Frozen"
107265,Sterling Sk Orignal Red,10,20,£89.65,£11.30,4.80,0,N,In Stock,5000143938425	,5000143990553	,Cigs And Tobacco," Chilled, Fresh & Frozen"
117197,Sterling Superkings Green,10,20,£89.65,£11.30,4.80,0,N,In Stock,5000143927337	,05000143915648	,Cigs And Tobacco," Chilled, Fresh & Frozen"
107711,Sterling Ryo 50g Pouch Eutpd,5,50g,£96.09,£24.05,4.11,0,N,In Stock,5000143956627	,5000143956764	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118357,Vaporlinq 20mg Energy Drink Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585936	,05050565585950	,Cigs And Tobacco," Chilled, Fresh & Frozen"
110580,Sterling Rolling Tobacco Essential,5,50gm,£88.35,£22.45,5.55,0,N,In Stock,5000143910636	,5000143978964	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118363,Vaporlinq 20mg Banana Ice Uk,10,2ml,£23.00,£5.00,44.80,0,Y,In Stock,5050565585813	,05050565585837	,Cigs And Tobacco," Chilled, Fresh & Frozen"
905643,Mash Direct Carrot Parsnip & Turnip,6,400g,£6.70,£1.59,29.77,7,N,NA,5060072990031	,5060072993032	,Chilled Foods," Chilled, Fresh & Frozen"
107261,Sterling Sk 20 S Blue Eutpd,10,20,£89.65,£11.30,4.80,0,N,In Stock,5000143938326	,5000143948554	,Cigs And Tobacco," Chilled, Fresh & Frozen"
103909,Mash Direct Cauliflower Cheese Gratin,6,350g,£9.00,£2.00,25.00,6,Y,NA,5060072990208	,5060072993209	,Chilled Foods," Chilled, Fresh & Frozen"
110564,Sterling Ryo 30g Pouch Eutpd,5,30g,£58.39,£14.70,4.67,0,N,In Stock,5000143956610	,05000143956061	,Cigs And Tobacco," Chilled, Fresh & Frozen"
117711,Sterling Rolling Tocacco 30g 3 In 1,5,30g,£58.55,£14.80,5.05,0,N,In Stock,5000143971224	,05000143957242	,Cigs And Tobacco," Chilled, Fresh & Frozen"
118115,Sterling Rolling Tobacco Essential 30g,5,30g,£54.15,£13.75,5.48,0,N,In Stock,5000143906936	,5000143951240	,Cigs And Tobacco," Chilled, Fresh & Frozen"
103903,Mash Direct Broccoli In Cheese Sauce,6,300g,£9.00,£1.89,20.63,6,N,NA,5060072990123	,5060072993124	,Chilled Foods," Chilled, Fresh & Frozen"
901713,Mash Direct Beer Battered Chips,6,400g,£8.00,£2.00,33.33,5,Y,NA,5060072991342	,5060072991359	,Chilled Foods," Chilled, Fresh & Frozen"
912249,Mallons Sausages 16 S,10,454g,£21.60,£2.59,16.60,6,Y,NA,5098900001000	,05098900009914	,Chilled Foods," Chilled, Fresh & Frozen"
103893,Mash Direct Carrot & Parsnip,6,200g,£4.00,£1.00,33.33,7,N,NA,5060072990543	,5060072993544	,Chilled Foods," Chilled, Fresh & Frozen"
909653,Manor Farm Gb Fresh Whole Chicken,1,1600g,£6.20,£7.39,16.10,4,N,NA,5099833308181	,05099833308181	,Chilled Foods," Chilled, Fresh & Frozen"
905619,Kinder Pingui Milk And Chocolate 4 Pack X 30g,9,4x30g,£9.50,£1.75,39.68,16,Y,NA,4008400290423	,04008400290409	,Chilled Foods," Chilled, Fresh & Frozen"
913618,Kinder Choco Fresh 5pk,10,129g,£17.00,£2.60,21.54,18,Y,NA,8000500309469	,08000500309476	,Chilled Foods," Chilled, Fresh & Frozen"
905618,Kinder Maxi King Milk Nuts And Caramel 3 Pack,12,3x35g,£11.50,£1.75,34.29,16,Y,NA,4008400551920	,04008400551906	,Chilled Foods," Chilled, Fresh & Frozen"
905617,Kinder Milk-slice Milk And Honey 5 Pack X 28g,8,5x28g,£9.00,£1.75,35.71,10,Y,NA,40084794	,4008400190501	,Chilled Foods," Chilled, Fresh & Frozen"
103916,Mash Direct Carrot & Parsnip,6,400g,£6.70,£1.00,-11.67,7,Y,NA,5060072990048	,5060072999041	,Chilled Foods," Chilled, Fresh & Frozen"
117196,Sterling New Dual Ks,10,20,£92.75,£11.40,2.37,0,N,In Stock,5000143923025	,5000143927559	,Cigs And Tobacco," Chilled, Fresh & Frozen"
913998,Jack Links Teriyaki Jerky,12,25g,£13.60,£1.69,32.94,18,Y,NA,4251097402970	,04251097404967	,Chilled Foods," Chilled, Fresh & Frozen"
913999,Jack Links Original Biltong,12,25g,£13.60,£1.69,32.94,18,Y,NA,4251097407234	,04251097407180	,Chilled Foods," Chilled, Fresh & Frozen"
103384,Islands Foods Luxury Lemon Cheesecake,6,200g,£6.50,£1.50,27.78,12,Y,NA,5099452066639	,05099452880464	,Chilled Foods," Chilled, Fresh & Frozen"
910906,Jack Links Beef Jerky Original,12,25g,£13.60,£1.69,32.94,18,Y,NA,4251097402888	,04251097404875	,Chilled Foods," Chilled, Fresh & Frozen"
910907,Jack Links Beef Jerky Sweet And Hot,12,25g,£13.60,£1.69,32.94,20,Y,NA,4251097402918	,04251097404905	,Chilled Foods," Chilled, Fresh & Frozen"
912250,Mallons Sausages 8 S,20,227g,£22.10,£1.39,20.50,8,Y,NA,5098900002007	,05098900009921	,Chilled Foods," Chilled, Fresh & Frozen"
913547,Island Salads Mint Cheesecake,6,150g,£6.50,£1.50,27.78,10,Y,NA,5099832096133	,15060569490003	,Chilled Foods," Chilled, Fresh & Frozen"
103354,Island Salads Potato Salad,6,300g,£7.50,£1.49,16.11,12,Y,NA,5099452000336	,5099452880235	,Chilled Foods," Chilled, Fresh & Frozen"
103359,Island Salads Chicken & Bacon Pasta Bowl,4,250g,£7.80,£2.49,21.69,6,Y,NA,5099452006680	,05099452880280	,Chilled Foods," Chilled, Fresh & Frozen"
913877,Island Salads Chicken And Chorizo Pasta,4,250g,£8.00,£2.49,19.68,5,Y,NA,5060569490044	,02506056949003	,Chilled Foods," Chilled, Fresh & Frozen"
103355,Island Salads Chicken Tikka Pasta Bowl,4,250g,£7.80,£2.49,21.69,6,Y,NA,5099452006673	,05099452880297	,Chilled Foods," Chilled, Fresh & Frozen"
103305,Island Salads Coleslaw Salad,6,400g,£7.00,£1.49,21.70,12,Y,NA,5099452000015	,05099452880211	,Chilled Foods," Chilled, Fresh & Frozen"
103306,Island Salads Coleslaw Salad,6,200g,£5.00,£0.99,15.82,12,Y,NA,5099452000022	,5099452880228	,Chilled Foods," Chilled, Fresh & Frozen"
103368,Island Salads Gourmet Stuffing,6,300g,£9.00,£1.89,20.63,14,Y,NA,5099452001012	,05099452880846	,Chilled Foods," Chilled, Fresh & Frozen"
103386,Island Foods Luxury Sherry Trifle,2,800g,£5.00,£3.29,24.01,8,Y,NA,5099452000985	,05099452880457	,Chilled Foods," Chilled, Fresh & Frozen"
913878,Island Salads Cajun Chicken Pasta,4,250g,£8.00,£2.49,19.68,5,Y,NA,5060569490037	,03506056940038	,Chilled Foods," Chilled, Fresh & Frozen"
103381,Island Foods Luxury Fruit Trifle,6,180g,£5.30,£1.15,23.19,8,Y,NA,5099452066615	,05099452880099	,Chilled Foods," Chilled, Fresh & Frozen"
103380,Island Foods Luxury Fruit Trifle,4,500g,£7.00,£2.19,20.09,8,Y,NA,5099452002101	,05099452880310	,Chilled Foods," Chilled, Fresh & Frozen"
103388,Island Foods Strawberry Cheesecake,2,500g,£4.40,£2.79,21.15,12,Y,NA,5099452066653	,05099452880532	,Chilled Foods," Chilled, Fresh & Frozen"
103377,Island Foods Lux Strawberry Cheesecake,6,100g,£4.20,£0.89,21.35,12,Y,NA,5099452009988	,05099452880853	,Chilled Foods," Chilled, Fresh & Frozen"
913068,Island Foods Luxury Black Forest Trifle,6,180g,£5.30,£1.15,23.19,9,Y,NA,5099452002217	,05099452880785	,Chilled Foods," Chilled, Fresh & Frozen"
913069,Island Foods Luxury Black Forest Trifle,4,500g,£7.00,£2.19,20.09,9,Y,NA,5099452002118	,05099452880808	,Chilled Foods," Chilled, Fresh & Frozen"
103387,Island Foods Strawberry Cheesecake,6,200g,£6.50,£1.50,27.78,12,Y,NA,5099452066622	,05099452880105	,Chilled Foods," Chilled, Fresh & Frozen"
913070,Island Foods Luxury Sherry Trifle,6,180g,£5.30,£1.15,23.19,9,Y,NA,5390005502933	,05099452880778	,Chilled Foods," Chilled, Fresh & Frozen"
103375,Island Foods Taco Dip,6,200g,£8.50,£1.89,25.04,58,Y,NA,5099452005546	,5099452880501	,Chilled Foods," Chilled, Fresh & Frozen"
103376,Island Foods Vegetable Soup,6,450g,£7.30,£1.59,23.48,18,Y,NA,5099452007700	,05099452880662	,Chilled Foods," Chilled, Fresh & Frozen"
103379,Island Salads Baileys Irish Cream Cheesecake,2,500g,£4.50,£2.79,19.35,16,Y,NA,5099452066660	,05099452880556	,Chilled Foods," Chilled, Fresh & Frozen"
103382,Island Foods Jelly Wobbler Strawberry,4,500g,£4.50,£1.39,19.06,58,Y,NA,5099452000824	,05099452880419	,Chilled Foods," Chilled, Fresh & Frozen"
103383,Island Foods Jelly Wobbler,6,180g,£3.85,£0.79,18.78,58,Y,NA,5099452066608	,05099452880112	,Chilled Foods," Chilled, Fresh & Frozen"
103365,Island Foods Chicken & Vegetable Soup,6,450g,£7.30,£1.59,23.48,18,Y,NA,5099452007717	,05099452880693	,Chilled Foods," Chilled, Fresh & Frozen"
103378,Island Foods Baileys Irish Cream Cheesecake,6,200g,£6.50,£1.50,27.78,12,Y,NA,5099452009933	,05099452880471	,Chilled Foods," Chilled, Fresh & Frozen"
103371,Island Foods 10 Garlic Bread Toasties,3,280g,£4.77,£1.99,20.10,16,Y,NA,5099452011127	,05099452880365	,Chilled Foods," Chilled, Fresh & Frozen"
103370,Island Foods Garlic Bread,5,300g,£7.89,£1.99,20.70,16,Y,NA,5099452011110	,05099452880358	,Chilled Foods," Chilled, Fresh & Frozen"
103369,Island Foods Garlic Mayo Dip Sauce,6,200g,£8.50,£1.89,25.04,58,Y,NA,5099452005515	,5099452880334	,Chilled Foods," Chilled, Fresh & Frozen"
909779,Ice King Whirlz 5 Pack Ice Cream Lollies,10,250ml,£11.50,£1.89,26.98,0,Y,NA,5014733001949	,05014733001956	,Frozen Retail," Chilled, Fresh & Frozen"
103936,Ice King Vanilla Ice Cream,12,2ltr,£20.00,£2.50,20.00,0,Y,NA,5014733000140	,15014733000157	,Frozen Retail," Chilled, Fresh & Frozen"
907940,Innocent Mango/pasionfruit Smoothie,6,750ml,£12.50,£2.99,16.39,13,Y,NA,5038862304504	,5038862304511	,Chilled Foods," Chilled, Fresh & Frozen"
913824,Ice King Strawberry & Vanilla Ice Cream Cones 6 Pk,12,110ml,£15.50,£2.00,22.50,0,Y,NA,8716448105079	,08716448114941	,Frozen Retail," Chilled, Fresh & Frozen"
912120,Ice King Screwballs (6 Pack) Ice Cream,10,6pk,£12.50,£2.00,25.00,0,Y,NA,8716448101002	,8716448118130	,Frozen Retail," Chilled, Fresh & Frozen"
103385,Island Foods Lemon Cheesecake,2,500g,£4.40,£2.79,21.15,12,Y,NA,5099452066646	,05099452880549	,Chilled Foods," Chilled, Fresh & Frozen"
103937,Ice King Strawberry Ice Cream,12,2ltr,£20.00,£2.50,20.00,0,Y,NA,5014733000102	,15014733000119	,Frozen Retail," Chilled, Fresh & Frozen"
913827,Ice King Ice Blitz Ice Lollies 5 Pack,12,300ml,£11.00,£1.49,26.17,0,Y,NA,5014733001529	,05014733001536	,Frozen Retail," Chilled, Fresh & Frozen"
913826,Ice King Milk Lollies 8 Pack,12,340ml,£12.00,£1.69,28.99,0,Y,NA,5014733001505	,05014733001512	,Frozen Retail," Chilled, Fresh & Frozen"
913823,Ice King Rocket Ice Lollies (8 Pack),10,440ml,£11.50,£1.89,26.98,0,Y,NA,5014733021220	,8716448117072	,Frozen Retail," Chilled, Fresh & Frozen"
912147,Ice King Fruit Splits Assorted Lollies 8 Pack,12,8pk,£14.00,£2.00,30.00,0,Y,NA,5014733000829	,5014733000836	,Frozen Retail," Chilled, Fresh & Frozen"
910231,Ice Cubes 2kg,8,2kg,£7.20,£1.50,40.00,0,Y,NA,5060341440090	,05051799004002	,Frozen Retail," Chilled, Fresh & Frozen"
913829,Ice King 6 Ice Cream Sandwiches (6x50g),9,600ml,£17.00,£2.50,9.33,0,Y,NA,5014733021282	,05014733021299	,Frozen Retail," Chilled, Fresh & Frozen"
912114,Greenbank Quarter Pound Beef Burgers 4pk,12,454g,£22.00,£2.50,26.67,0,Y,NA,5011106891596	,5060385711583	,Frozen Retail," Chilled, Fresh & Frozen"
902999,Jus Rol Puff Pastry Block,6,500g,£9.00,£1.79,16.20,0,Y,NA,5010084102816	,5010084102861	,Frozen Retail," Chilled, Fresh & Frozen"
913825,Ice King Chocolate & Nut Ice Cream Cones (6 Pack),12,110ml,£15.50,£2.00,22.50,0,Y,NA,8716448105093	,08716448114958	,Frozen Retail," Chilled, Fresh & Frozen"
913500,Green Isle Skinny Chips,10,1.5kg,£28.10,£3.50,19.71,0,Y,NA,5397199001068	,05397199001051	,Frozen Retail," Chilled, Fresh & Frozen"
912895,Haagen Dazs Strawberries & Cream Ice Cream,8,460ml,£18.00,£3.50,22.86,0,Y,NA,3415581105926	,13415581105923	,Frozen Retail," Chilled, Fresh & Frozen"
908891,Green Isle Straight Cut Oven Chips,10,1.5kg,£29.00,£3.75,22.67,0,Y,NA,5011003009629	,05011003020303	,Frozen Retail," Chilled, Fresh & Frozen"
902587,Green Isle Spicy Wedges,20,600g,£45.00,£3.00,25.00,0,Y,NA,5011003019420	,05011003019437	,Frozen Retail," Chilled, Fresh & Frozen"
913019,Haagen Dazs Cookies & Cream,8,460ml,£18.00,£3.50,22.86,0,Y,NA,3415581152920	,13415581152927	,Frozen Retail," Chilled, Fresh & Frozen"
908890,Green Isle Straight Cut Frying Chips,10,1.5kg,£31.00,£4.00,22.50,0,Y,NA,5391520181146	,5391520181139	,Frozen Retail," Chilled, Fresh & Frozen"
912893,Haagen Dazs Vanilla,8,460ml,£18.00,£3.50,22.86,0,Y,NA,3415581101928	,13415581101925	,Frozen Retail," Chilled, Fresh & Frozen"
913906,Green Isle Onion Rings 50% Extra Free,10,675g,£16.00,£2.00,20.00,0,N,NA,5011003011189	,05011003055657	,Frozen Retail," Chilled, Fresh & Frozen"
902585,Green Isle Steak Cut Fries Thick Cut,10,1.5kg,£30.00,£4.00,25.00,0,Y,NA,5391520181160	,05391520181153	,Frozen Retail," Chilled, Fresh & Frozen"
913907,Green Isle Roast Potatoes,10,1200g,£18.00,£3.00,40.00,0,Y,NA,5011003007151	,05011003015439	,Frozen Retail," Chilled, Fresh & Frozen"
