Station,Postcode,Latitude,Longitude,Owner
Abbey Wood,SE2 9RH,51.49106056,0.121394025,TfL Rail
Aber,CF83 1AQ,51.57496911,-3.229829051,TfW Rail
Abercynon,CF45 4SE,51.6447124,-3.326988552,TfW Rail
Aberdare,CF44 0PU,51.71506183,-3.443084095,TfW Rail
Aberdeen,AB11 6LX,57.14370583,-2.098685386,ScotRail
Aberdour,KY3 0SN,56.05459557,-3.300560615,ScotRail
Aberdovey,LL35 0NR,52.5439615,-4.057067962,TfW Rail
Abererch,LL53 6PJ,52.89858847,-4.374176474,TfW Rail
Abergavenny,NP7 5HS,51.81669304,-3.0096473,TfW Rail
Abergele and Pensarn,LL22 7PR,53.29457716,-3.582622688,TfW Rail
Aberystwyth,SY23 1LH,52.41404989,-4.081894427,TfW Rail
Accrington,BB5 1LJ,53.75297338,-2.369548102,Northern Trains
Achanalt,IV23 2QD,57.60960187,-4.913852563,ScotRail
Achnasheen,IV22 2EJ,57.57929592,-5.072333529,ScotRail
Achnashellach,IV54 8YH,57.4820809,-5.333056788,ScotRail
Acklington,NE65 4DE,55.30709932,-1.651834796,Northern Trains
Acle,NR13 3BZ,52.63467776,1.543914976,Greater Anglia
Acocks Green,B27 6EB,52.44932407,-1.818975622,West Midlands Trains (West Midlands Railway)
Acton Bridge (Cheshire),CW8 2RE,53.26650976,-2.603126907,West Midlands Trains (London Northwestern Railway)
Acton Central,W3 6BH,51.50871501,-0.262970693,London Overground
Acton Main Line,W3 9EH,51.51717888,-0.26675644,TfL Rail
Adderley Park,B9 4TG,52.48308729,-1.855944637,West Midlands Trains (West Midlands Railway)
Addiewell,EH55 8NQ,55.84341308,-3.606527122,ScotRail
Addlestone,KT15 2PB,51.37304475,-0.484456797,South Western Railway
Adisham,CT3 3JE,51.2411978,1.199089047,Southeastern
Adlington (Cheshire),SK10 4NA,53.31955579,-2.133562744,Northern Trains
Adlington (Lancashire),PR6 9RS,53.61324685,-2.603071196,Northern Trains
Adwick,DN6 7AJ,53.57232101,-1.18035633,Northern Trains
Aigburth,L17 6AG,53.36456801,-2.927155401,Merseyrail
Ainsdale,PR8 3HJ,53.60203553,-3.042652521,Merseyrail
Aintree,L9 5BE,53.47391276,-2.956280799,Merseyrail
Airbles,ML1 2SX,55.78283784,-3.994193307,ScotRail
Airdrie,ML6 9EX,55.86398351,-3.982912925,ScotRail
Albany Park,DA5 3HP,51.43545074,0.125737066,Southeastern
Albrighton,WV7 3DS,52.63794427,-2.268900245,West Midlands Trains (West Midlands Railway)
Alderley Edge,SK9 7QA,53.3037821,-2.236799363,Northern Trains
Aldermaston,RG7 4LB,51.40196186,-1.137423927,Great Western Railway
Aldershot,GU11 1HN,51.24641791,-0.759859888,South Western Railway
Aldrington,BN3 5AE,50.83638241,-0.183821513,Govia Thameslink Railway (Southern)
Alexandra Palace,N22 7ST,51.59792249,-0.12023522,Govia Thameslink Railway (Great Northern)
Alexandra Parade,G31 3JN,55.86317598,-4.210648969,ScotRail
Alexandria,G83 0UL,55.98508877,-4.57748537,ScotRail
Alfreton,DE55 7JQ,53.1004323,-1.369696216,East Midlands Railway
Allens West,TS16 0PF,54.52462337,-1.361116835,Northern Trains
Alloa,FK10 1BA,56.1177936,-3.790056403,ScotRail
Alness,IV17 0SE,57.69439917,-4.249717265,ScotRail
Alnmouth,NE66 3QF,55.39277864,-1.636637839,Northern Trains
Alresford (Essex),CO7 8AA,51.85399744,0.997436403,Greater Anglia
Alsager,ST7 2XW,53.09300541,-2.299057841,East Midlands Railway
Althorne (Essex),CM3 6DG,51.64786753,0.752483415,Greater Anglia
Althorpe,DN17 3HL,53.58550035,-0.733182291,Northern Trains
Altnabreac,KW12 6UR,58.3881525,-3.706280968,ScotRail
Alton,GU34 2PZ,51.15196866,-0.966913303,South Western Railway
Altrincham,WA14 1EN,53.38771872,-2.346889104,Northern Trains
Alvechurch,B48 7SE,52.34607212,-1.967660732,West Midlands Trains (West Midlands Railway)
Ambergate,DE56 2EN,53.06051708,-1.480697582,East Midlands Railway
Amberley,BN18 9LT,50.89667919,-0.541992408,Govia Thameslink Railway (Southern)
Amersham,HP6 5AZ,51.6742051,-0.607596139,London Underground
Ammanford,SA18 2DD,51.79597955,-3.996735756,TfW Rail
Ancaster,NG32 3RA,52.98768658,-0.535623734,East Midlands Railway
Anderston,G3 8RR,55.85990212,-4.270980032,ScotRail
Andover,SP10 3HW,51.21154761,-1.492233072,South Western Railway
Anerley,SE20 8PY,51.41215139,-0.065885922,London Overground
Angel Road,N18 3AY,51.61240331,-0.048791423,Greater Anglia
Angmering,BN16 3RE,50.81657439,-0.489394019,Govia Thameslink Railway (Southern)
Annan,DG12 6AS,54.98383888,-3.262581042,ScotRail
Anniesland,G12 0AY,55.88935551,-4.321957842,ScotRail
Ansdell and Fairhaven,FY8 1AG,53.74146547,-2.993034447,Northern Trains
Apperley Bridge,BD10 0FD,53.84175011,-1.705828671,Northern Trains
Appleby,CA16 6TT,54.58034882,-2.486692584,Northern Trains
Appledore (Kent),TN26 2DG,51.0332342,0.816341504,Govia Thameslink Railway (Southern)
Appleford,OX14 4PJ,51.63964155,-1.242141532,Great Western Railway
Appley Bridge,WN6 9AE,53.5786735,-2.719252513,Northern Trains
Apsley,HP3 9SX,51.73252082,-0.462934812,West Midlands Trains (London Northwestern Railway)
Arbroath,DD11 1RQ,56.5595763,-2.588931774,ScotRail
Ardgay,IV24 3AQ,57.88145761,-4.362090238,ScotRail
Ardlui,G83 7DT,56.30197237,-4.721658582,ScotRail
Ardrossan Harbour,KA22 8BH,55.63987823,-4.821111633,ScotRail
Ardrossan South Beach,KA22 8AU,55.64142214,-4.801212641,ScotRail
Ardrossan Town,KA22 8AU,55.63971246,-4.812676452,ScotRail
Ardwick,M12 6LY,53.47134582,-2.213884175,Northern Trains
Argyle Street,G2 8DL,55.85730906,-4.250694863,ScotRail
Arisaig,PH39 4NJ,56.91255374,-5.839079499,ScotRail
Arlesey,SG15 6XA,52.02603001,-0.266319838,Govia Thameslink Railway (Great Northern)
Armadale (West Lothian),EH48 3LP,55.88571403,-3.695413343,ScotRail
Armathwaite,CA4 9PL,54.80946798,-2.772071473,Northern Trains
Arnside,LA5 0HQ,54.2027315,-2.828241892,Northern Trains
Arram,HU17 7NR,53.88434277,-0.426570132,Northern Trains
Arrochar and Tarbet,G83 7DB,56.20397662,-4.722771247,ScotRail
Arundel,BN18 9PH,50.848214,-0.546174298,Govia Thameslink Railway (Southern)
Ascot (Berks),SL5 9EG,51.40624305,-0.675833255,South Western Railway
Ascott-Under-Wychwood,OX3 5LP,51.86734165,-1.564052809,Great Western Railway
Ash,GU12 6JW,51.24959677,-0.712805474,South Western Railway
Ash Vale,GU12 5LP,51.27224641,-0.721648596,South Western Railway
Ashburys,M12 5BY,53.47163972,-2.194436615,Northern Trains
Ashchurch for Tewkesbury,GL20 8TU,51.99890579,-2.108760209,Great Western Railway
Ashfield,G22 6LR,55.88892693,-4.249215094,ScotRail
Ashford (Surrey),TW15 2QN,51.43650626,-0.468070995,South Western Railway
Ashford International,TN23 1EZ,51.14370267,0.876197214,Southeastern
Ashley,WA14 3QE,53.35572581,-2.341460743,Northern Trains
Ashtead,KT21 2DR,51.31787259,-0.307571764,Govia Thameslink Railway (Southern)
Ashton-Under-Lyne,OL6 6JP,53.49127464,-2.094312534,Northern Trains
Ashurst (Kent),TN3 9TL,51.12866083,0.152652112,Govia Thameslink Railway (Southern)
Ashurst New Forest,SO40 7AA,50.88985116,-1.526630857,South Western Railway
Ashwell and Morden,SG7 5RT,52.03077064,-0.109788918,Govia Thameslink Railway (Great Northern)
Askam,LA16 7EN,54.18893316,-3.204511755,Northern Trains
Aslockton,NG13 9AA,52.95154957,-0.898097622,East Midlands Railway
Aspatria,CA7 2AW,54.75895991,-3.331874211,Northern Trains
Aspley Guise,MK17 8XF,52.0212362,-0.632334507,West Midlands Trains (London Northwestern Railway)
Aston,B6 7PR,52.50423203,-1.871933758,West Midlands Trains (West Midlands Railway)
Atherstone,CV9 1BH,52.57897206,-1.552811476,West Midlands Trains (London Northwestern Railway)
Atherton,M46 9RH,53.52914625,-2.478972344,Northern Trains
Attadale,IV54 8YX,57.39504337,-5.455578653,ScotRail
Attenborough,NG9 6AL,52.9062133,-1.231415608,East Midlands Railway
Attleborough,NR17 2AS,52.51454459,1.022347555,Greater Anglia
Auchinleck,KA18 2BH,55.47027847,-4.295350187,ScotRail
Audley End,CB11 4LB,52.00444054,0.207160028,Greater Anglia
Aughton Park,L39 5BT,53.55425045,-2.89522128,Merseyrail
Aviemore,PH22 1PD,57.18851625,-3.828867976,ScotRail
Avoncliff,BA15 2HD,51.33965287,-2.281325582,Great Western Railway
Avonmouth,BS11 9JB,51.50036487,-2.699466518,Great Western Railway
Axminster,EX13 5PF,50.77927441,-3.004723598,South Western Railway
Aylesbury,HP20 1RU,51.81389022,-0.815095998,Chiltern Railways
Aylesbury Vale Parkway,HP18 0PS,51.83115873,-0.860182438,Chiltern Railways
Aylesford,ME20 7LL,51.30131536,0.466170568,Southeastern
Aylesham,CT3 3AS,51.22725054,1.209452683,Southeastern
Ayr,KA7 1TH,55.45814774,-4.625876772,ScotRail
Bache,CH2 1BS,53.20878869,-2.891670511,Merseyrail
Baglan,SA12 8ES,51.61554527,-3.811136545,TfW Rail
Bagshot,GU19 5AS,51.36436694,-0.688661997,South Western Railway
Baildon,BD17 6HS,53.8502255,-1.753636388,Northern Trains
Baillieston,G69 7RN,55.84450591,-4.113699318,ScotRail
Balcombe,RH17 6JQ,51.05552016,-0.136933758,Govia Thameslink Railway (Southern)
Baldock,SG7 5BU,51.99286983,-0.187563754,Govia Thameslink Railway (Great Northern)
Balham,SW12 9SG,51.44322342,-0.152424496,Govia Thameslink Railway (Southern)
Balloch,G83 8SS,56.0029393,-4.583486543,ScotRail
Balmossie,DD5 4QH,56.47456856,-2.838956225,ScotRail
Bamber Bridge,PR5 6EA,53.72686917,-2.660775376,Northern Trains
Bamford,S32 1EG,53.33900084,-1.689081915,Northern Trains
Banavie,PH33 7JF,56.84331461,-5.095426987,ScotRail
Banbury,OX16 5AB,52.06030867,-1.328132895,Chiltern Railways
Bangor (Gwynedd),LL57 1LZ,53.22228759,-4.13588086,TfW Rail
Bank Hall,L20 8BX,53.43749655,-2.987511896,Merseyrail
Banstead,SM7 1PZ,51.32934748,-0.213158931,Govia Thameslink Railway (Southern)
Barassie,KA10 6SA,55.56106445,-4.651139668,ScotRail
Bardon Mill,NE47 7HY,54.97449579,-2.346504755,Northern Trains
Bare Lane,LA4 6LL,54.07454434,-2.835330867,Northern Trains
Bargeddie,G69 7TS,55.85129615,-4.073808253,ScotRail
Bargoed,CF81 9AL,51.69231276,-3.229680131,TfW Rail
Barking,IG11 8TU,51.53949288,0.080902426,c2c
Barming,ME16 9NS,51.28489269,0.478958087,Southeastern
Barmouth,LL42 1LS,52.72289547,-4.056596643,TfW Rail
Barnehurst,DA7 6HQ,51.46495716,0.159646216,Southeastern
Barnes,SW13 0HT,51.46708478,-0.24216429,South Western Railway
Barnes Bridge,SW13 0NP,51.47200723,-0.252630234,South Western Railway
Barnetby,DN38 6DG,53.57512005,-0.409679706,TransPennine Express
Barnham,PO22 0ER,50.83090585,-0.639679954,Govia Thameslink Railway (Southern)
Barnhill,G21 4NB,55.87749489,-4.223005844,ScotRail
Barnsley,S71 1BP,53.55430155,-1.47716484,Northern Trains
Barnstaple,EX31 2AU,51.07397447,-4.063117751,Great Western Railway
Barnt Green,B45 8PA,52.36108984,-1.992466738,West Midlands Trains (West Midlands Railway)
Barrhead,G78 1AA,55.80375834,-4.397284314,ScotRail
Barrhill,KA26 0QF,55.09701061,-4.781782291,ScotRail
Barrow Haven,DN19 7ET,53.69741995,-0.392955239,Northern Trains
Barrow-In-Furness,LA14 5QZ,54.1190037,-3.226120907,Northern Trains
Barrow-Upon-Soar,LE12 8US,52.74933586,-1.144843059,East Midlands Railway
Barry,CF62 8AF,51.39678627,-3.284984959,TfW Rail
Barry Docks,CF63 4LE,51.40244528,-3.260703932,TfW Rail
Barry Island,CF62 5TH,51.39241707,-3.273364009,TfW Rail
Barry Links,DD11 1PR,56.49315168,-2.745442147,ScotRail
Barton-On-Humber,DN18 5SJ,53.68891774,-0.443436736,Northern Trains
Basildon,SS16 5XY,51.56810403,0.456788851,c2c
Basingstoke,RG21 5NB,51.26835699,-1.087263832,South Western Railway
Bat and Ball,TN14 5AP,51.28975875,0.19422748,Southeastern
Bath Spa,BA1 1SU,51.37768839,-2.357018471,Great Western Railway
Bathgate,EH48 1BA,55.89715638,-3.636096792,ScotRail
Batley,WF17 5TA,53.70994234,-1.622952632,Northern Trains
Battersby,TS9 6LT,54.45768017,-1.092971863,Northern Trains
Battersea Park,SW8 4BH,51.47695829,-0.14753352,Govia Thameslink Railway (Southern)
Battle,TN33 0DE,50.91291302,0.494702777,Southeastern
Battlesbridge,SS11 7RG,51.62482277,0.565285509,Greater Anglia
Bayford,SG13 8PH,51.75771489,-0.095610021,Govia Thameslink Railway (Great Northern)
Beaconsfield,HP9 2PJ,51.61129059,-0.643822282,Chiltern Railways
Bearley,CV37 0EU,52.24441159,-1.75025548,West Midlands Trains (West Midlands Railway)
Bearsden,G61 4AN,55.91713458,-4.332021145,ScotRail
Bearsted,ME14 4PH,51.27581879,0.577580356,Southeastern
Beasdale,PH39 4NR,56.89956107,-5.76380325,ScotRail
Beaulieu Road,SO42 7YQ,50.85504934,-1.504749627,South Western Railway
Beauly,IV4 7EF,57.47828794,-4.46986686,ScotRail
Bebington,CH63 7LA,53.35765707,-3.003635172,Merseyrail
Beccles,NR34 9QJ,52.45851819,1.569493262,Greater Anglia
Beckenham Hill,SE6 3RE,51.42458087,-0.015951114,Govia Thameslink Railway (Thameslink)
Beckenham Junction,BR3 1HY,51.41117187,-0.026022564,Southeastern
Bedford,MK40 1DS,52.13618647,-0.47944238,Govia Thameslink Railway (Thameslink)
Bedford St Johns,MK42 9AN,52.12947724,-0.467501028,West Midlands Trains (London Northwestern Railway)
Bedhampton,PO9 1LL,50.85395664,-0.995828435,South Western Railway
Bedminster,BS3 4LU,51.44009042,-2.594149326,Great Western Railway
Bedworth,CV12 8JG,52.47929742,-1.467392233,West Midlands Trains (West Midlands Railway)
Bedwyn,SN8 5RD,51.37964094,-1.59878627,Great Western Railway
Beeston,NG9 2AB,52.92075512,-1.207658014,East Midlands Railway
Bekesbourne,CT4 5EP,51.26135393,1.136707632,Southeastern
Belle Vue,M18 1AA,53.46237649,-2.180507241,Northern Trains
Bellgrove,G31 1SG,55.85670931,-4.2243749,ScotRail
Bellingham,SE6 3BT,51.43291138,-0.019330808,Govia Thameslink Railway (Thameslink)
Bellshill,ML4 1RJ,55.81706824,-4.024499963,ScotRail
Belmont,SM2 6BH,51.34381342,-0.198855124,Govia Thameslink Railway (Southern)
Belper,DE56 1DA,53.02375915,-1.4825105,East Midlands Railway
Beltring,TN12 6QH,51.20470634,0.403495487,Southeastern
Belvedere,DA17 6JJ,51.49211624,0.152286099,Southeastern
Bempton,YO15 1HN,54.12765806,-0.180456844,Northern Trains
Ben Rhydding,LS29 8ET,53.92571533,-1.797430263,Northern Trains
Benfleet,SS7 1NF,51.54394243,0.561713346,c2c
Bentham,LA2 7LF,54.1155197,-2.51067651,Northern Trains
Bentley (Hampshire),GU10 5JZ,51.18123279,-0.8681269,South Western Railway
Bentley (South Yorkshire),DN5 0BE,53.54393664,-1.150948595,Northern Trains
Bere Alston,PL20 7EP,50.4855988,-4.200355437,Great Western Railway
Bere Ferrers,PL20 7JS,50.45128208,-4.18143518,Great Western Railway
Berkhamsted,HP4 2AR,51.76313308,-0.562012982,West Midlands Trains (London Northwestern Railway)
Berkswell,CV7 7EF,52.39588193,-1.642840475,West Midlands Trains (West Midlands Railway)
Bermuda Park,CV10 7JS,52.50143436,-1.472177755,West Midlands Trains (West Midlands Railway)
Berney Arms,NR30 1SB,52.58978275,1.630375333,Greater Anglia
Berry Brow,HD4 7LP,53.62104197,-1.793432283,Northern Trains
Berrylands,KT5 8LS,51.39904394,-0.280713668,South Western Railway
Berwick (Sussex),BN26 6TB,50.84037629,0.166017609,Govia Thameslink Railway (Southern)
Berwick-Upon-Tweed,TD15 1NF,55.7743389,-2.010973574,London North Eastern Railway
Bescar Lane,L40 9QP,53.62385533,-2.914611002,Northern Trains
Bescot Stadium,WS1 4NH,52.56309471,-1.991105719,West Midlands Trains (West Midlands Railway)
Betchworth,RH3 7BZ,51.24818793,-0.266973015,Great Western Railway
Bethnal Green Rail,E2 6JL,51.52391566,-0.059568046,London Overground
Betws-y-Coed,LL24 0AE,53.09207094,-3.800862122,TfW Rail
Beverley,HU17 0AS,53.84227259,-0.422980127,Northern Trains
Bexhill,TN40 1EB,50.8410399,0.477016592,Govia Thameslink Railway (Southern)
Bexley,DA5 1AQ,51.44021753,0.147902495,Southeastern
Bexleyheath,DA7 4AA,51.46349822,0.133734871,Southeastern
Bicester North,OX26 6EF,51.90348295,-1.150383522,Chiltern Railways
Bicester Village,OX26 6HU,51.89302361,-1.148764252,Chiltern Railways
Bickley,BR1 2EB,51.40010243,0.045240541,Southeastern
Bidston,CH43 7RF,53.40913986,-3.078561102,Merseyrail
Biggleswade,SG18 8AL,52.0846786,-0.261187193,Govia Thameslink Railway (Great Northern)
Bilbrook,WV8 1LE,52.62371972,-2.186088018,West Midlands Trains (West Midlands Railway)
Billericay,CM12 0BP,51.62888127,0.41862961,Greater Anglia
Billingham,TS23 3TG,54.60560658,-1.279719686,Northern Trains
Billingshurst,RH14 9SE,51.0152035,-0.450302233,Govia Thameslink Railway (Southern)
Bingham,NG13 8TF,52.95419056,-0.951543354,East Midlands Railway
Bingley,BD16 2NA,53.84861544,-1.837322499,Northern Trains
Birchgrove,CF14 4SY,51.52155972,-3.201853798,TfW Rail
Birchington-On-Sea,CT7 9RD,51.37748869,1.301408355,Southeastern
Birchwood,WA3 7PU,53.41272059,-2.525308247,Northern Trains
Birkbeck,BR3 4TA,51.40388998,-0.055738741,Govia Thameslink Railway (Southern)
Birkdale,PR8 4AF,53.63405281,-3.014450111,Merseyrail
Birkenhead Central,CH41 9DB,53.38831663,-3.020821158,Merseyrail
Birkenhead Hamilton Square,CH41 1AL,53.39469673,-3.013680166,Merseyrail
Birkenhead North,CH41 7AZ,53.40443794,-3.057533659,Merseyrail
Birkenhead Park,CH41 8BT,53.39740859,-3.039101289,Merseyrail
Birmingham International,B40 1PA,52.45080811,-1.72585686,Avanti West Coast
Birmingham Moor Street,B4 7UL,52.47908062,-1.892472731,Chiltern Railways
Birmingham New Street,B2 4QA,52.47781981,-1.900205571,Network Rail
Birmingham Snow Hill,B3 2BJ,52.48335668,-1.899088683,West Midlands Trains (West Midlands Railway)
Bishop Auckland,DL14 7EJ,54.65719638,-1.677715097,Northern Trains
Bishopbriggs,G64 1PE,55.90388318,-4.224915717,ScotRail
Bishops Stortford,CM23 3BL,51.86668942,0.164894103,Greater Anglia
Bishopstone (Sussex),BN25 2RB,50.78014166,0.082756921,Govia Thameslink Railway (Southern)
Bishopton (Renfrewshire),PA7 5AD,55.90226949,-4.500487563,ScotRail
Bitterne,SO18 1GG,50.91822136,-1.376999614,South Western Railway
Blackburn,BB1 1EX,53.74651845,-2.479122403,Northern Trains
Blackfriars,EC4V 4DY,51.51180819,-0.103332073,Govia Thameslink Railway (Thameslink)
Blackheath,SE3 9LE,51.46579452,0.008871871,Southeastern
Blackhorse Road,E17 6NH,51.58660385,-0.041235743,London Underground
Blackpool North,FY1 2AB,53.82191809,-3.049275167,Northern Trains
Blackpool Pleasure Beach,FY4 1NY,53.78795552,-3.05387647,Northern Trains
Blackpool South,FY4 2FA,53.79870403,-3.048938326,Northern Trains
Blackridge,EH48 3BW,55.88425575,-3.750797434,ScotRail
Blackrod,BL6 5JH,53.59152449,-2.569524317,Northern Trains
Blackwater,GU17 9AB,51.33158115,-0.776741026,Great Western Railway
Blaenau Ffestiniog,LL41 3HE,52.99455308,-3.938595772,TfW Rail
Blair Atholl,PH18 5SL,56.76555047,-3.850228766,ScotRail
Blairhill,ML5 1NP,55.86645562,-4.0432912,ScotRail
Blake Street,B74 4EB,52.60488607,-1.844914597,West Midlands Trains (West Midlands Railway)
Blakedown,DY10 3LF,52.40640266,-2.176865661,West Midlands Trains (West Midlands Railway)
Blantyre,G72 9BB,55.79733048,-4.08697165,ScotRail
Blaydon,NE21 4JB,54.96578969,-1.712580889,Northern Trains
Bleasby,NG14 7GD,53.04136495,-0.943687538,East Midlands Railway
Bletchley,MK3 6DZ,51.99533397,-0.736320507,West Midlands Trains (London Northwestern Railway)
Bloxwich,WS3 2NY,52.61820188,-2.011478072,West Midlands Trains (West Midlands Railway)
Bloxwich North,WS3 2NR,52.62543785,-2.017684611,West Midlands Trains (West Midlands Railway)
Blundellsands and Crosby,L23 8SE,53.4876867,-3.039860286,Merseyrail
Blythe Bridge,ST11 9JF,52.96814397,-2.066961365,East Midlands Railway
Bodmin Parkway,PL30 4BB,50.44586866,-4.662929531,Great Western Railway
Bodorgan,LL62 5BL,53.2043074,-4.418004246,TfW Rail
Bognor Regis,PO21 1BA,50.78655844,-0.676178286,Govia Thameslink Railway (Southern)
Bogston,PA15 2TF,55.93704739,-4.711402177,ScotRail
Bolton,BL2 1BE,53.57414554,-2.425824976,Northern Trains
Bolton-Upon-Dearne,S63 8NY,53.51894703,-1.31154616,Northern Trains
Bookham,KT23 3JG,51.28873758,-0.384020685,South Western Railway
Bootle (Cumbria),LA19 5TA,54.29130583,-3.393862272,Northern Trains
Bootle New Strand,L20 5BW,53.45339177,-2.99474774,Merseyrail
Bootle Oriel Road,L20 7AD,53.44662392,-2.995733892,Merseyrail
Bordesley,B9 4HF,52.47187438,-1.877768855,West Midlands Trains (West Midlands Railway)
Borough Green and Wrotham,TN15 8BG,51.29321702,0.30624496,Southeastern
Borth,SY24 5HT,52.49103189,-4.050177082,TfW Rail
Bosham,PO18 8NG,50.84274729,-0.847431236,Govia Thameslink Railway (Southern)
Boston,PE21 3RN,52.97808835,-0.031003237,East Midlands Railway
Botley,SO30 2DY,50.91645462,-1.259236505,South Western Railway
Bottesford,NG13 0GT,52.94461417,-0.794842712,East Midlands Railway
Bourne End,SL8 5QH,51.57711736,-0.710473547,Great Western Railway
Bournemouth,BH8 8HX,50.72727466,-1.864503165,South Western Railway
Bournville,B30 1LG,52.42696458,-1.926424059,West Midlands Trains (West Midlands Railway)
Bow Brickhill,MK17 9JN,52.00430018,-0.696077834,West Midlands Trains (London Northwestern Railway)
Bowes Park,N22 4NT,51.60701038,-0.120581955,Govia Thameslink Railway (Great Northern)
Bowling,G60 5AH,55.9310849,-4.493842619,ScotRail
Box Hill and Westhumble,RH5 6BT,51.25401068,-0.328489953,Govia Thameslink Railway (Southern)
Bracknell,RG12 1HX,51.41309141,-0.75170365,South Western Railway
Bradford Forster Square,BD1 4HY,53.79692562,-1.752961738,Northern Trains
Bradford Interchange,BD1 1TU,53.79107645,-1.7495959,Northern Trains
Bradford-On-Avon,BA15 1DF,51.34491616,-2.252326939,Great Western Railway
Brading,PO36 0EB,50.67837207,-1.13872245,South Western Railway (Island Line)
Braintree,CM7 3QL,51.87538907,0.556686983,Greater Anglia
Braintree Freeport,CM77 8YH,51.86941351,0.568434688,Greater Anglia
Bramhall,SK7 2DU,53.36061452,-2.163592881,Northern Trains
Bramley (Hampshire),RG26 5AG,51.33029327,-1.061002784,Great Western Railway
Bramley (West Yorkshire),LS13 4DU,53.80534976,-1.637206354,Northern Trains
Brampton (Cumbria),CA8 1HW,54.93239301,-2.702947603,Northern Trains
Brampton (Suffolk),NR34 8EF,52.39543077,1.543810467,Greater Anglia
Branchton,PA16 9HA,55.9406016,-4.803549359,ScotRail
Brandon,IP27 0BA,52.45400473,0.624731735,Greater Anglia
Branksome,BH12 1DF,50.72696603,-1.919758428,South Western Railway
Braystones,CA21 2YW,54.43936405,-3.541826439,Northern Trains
Bredbury,SK6 2AA,53.4231551,-2.110488303,Northern Trains
Breich,EH55 8JH,55.82731648,-3.668125869,ScotRail
Brentford,TW8 8DT,51.48754571,-0.309650996,South Western Railway
Brentwood,CM14 4EW,51.61360305,0.299585779,TfL Rail
Bricket Wood,AL2 3LN,51.70542678,-0.35911504,West Midlands Trains (London Northwestern Railway)
Bridge Of Allan,FK9 4PH,56.1566398,-3.957229362,ScotRail
Bridge Of Orchy,PA36 4AD,56.51587286,-4.762994007,ScotRail
Bridgend,CF31 1BN,51.50697765,-3.575276381,TfW Rail
Bridgeton,G40 1BN,55.84896768,-4.226057247,ScotRail
Bridgwater,TA6 5HB,51.12785953,-2.990405973,Great Western Railway
Bridlington,YO15 3EP,54.08413,-0.198720391,Northern Trains
Brierfield,BB9 5PU,53.82398238,-2.236490206,Northern Trains
Brigg,DN20 8HX,53.54914427,-0.486124758,Northern Trains
Brighouse,HD6 1LE,53.69819854,-1.77943904,Northern Trains
Brighton,BN1 3XP,50.82900327,-0.141280363,Govia Thameslink Railway (Southern)
Brimsdown,EN3 7SH,51.65558172,-0.030817433,Greater Anglia
Brinnington,SK5 8JE,53.43211828,-2.13512015,Northern Trains
Bristol Parkway,BS34 8PU,51.51380367,-2.542163431,Great Western Railway
Bristol Temple Meads,BS1 6QF,51.44914642,-2.581315627,Network Rail
Brithdir,NP24 6XY,51.71030606,-3.228720779,TfW Rail
Briton Ferry,SA11 2NE,51.6379005,-3.81925304,TfW Rail
Brixton,SW9 8JB,51.46329741,-0.114183479,Southeastern
Broad Green,L14 3NG,53.40650632,-2.893484378,Northern Trains
Broadbottom,SK14 6AX,53.44097539,-2.016521017,Northern Trains
Broadstairs,CT10 1HZ,51.36067061,1.433560428,Southeastern
Brockenhurst,SO42 7TW,50.81684181,-1.573531173,South Western Railway
Brockholes,HD9 7EB,53.59697304,-1.76969142,Northern Trains
Brockley,SE4 2RW,51.4646472,-0.037536693,London Overground
Bromborough,CH63 0JG,53.32184954,-2.986895855,Merseyrail
Bromborough Rake,CH62 7AL,53.32990938,-2.989469421,Merseyrail
Bromley Cross (Lancs),BL7 9AG,53.61404301,-2.410899114,Northern Trains
Bromley North,BR1 3NN,51.40832599,0.016992636,Southeastern
Bromley South,BR1 1LX,51.39997458,0.017344028,Southeastern
Bromsgrove,B60 2LX,52.32228798,-2.047345242,West Midlands Trains (West Midlands Railway)
Brondesbury,NW6 7QB,51.54516432,-0.202308734,London Overground
Brondesbury Park,NW6 6RP,51.54069776,-0.210127665,London Overground
Brookmans Park,AL9 7SS,51.7210604,-0.204548729,Govia Thameslink Railway (Great Northern)
Brookwood,GU24 0ER,51.30375726,-0.6357479,South Western Railway
Broome,SY7 0NT,52.4227746,-2.885207962,TfW Rail
Broomfleet,HU15 1RQ,53.7402077,-0.6718284,Northern Trains
Brora,KW9 6PY,58.01295468,-3.852283674,ScotRail
Brough,HU15 1DZ,53.72695974,-0.578724237,TransPennine Express
Broughty Ferry,DD5 2DX,56.46716324,-2.873152757,ScotRail
Broxbourne,EN10 7AW,51.74690872,-0.011086724,Greater Anglia
Bruce Grove,N17 6QA,51.59395754,-0.06986707,London Overground
Brundall,NR13 5LA,52.61947944,1.439298687,Greater Anglia
Brundall Gardens,NR13 5RG,52.62343928,1.418416123,Greater Anglia
Brunstane,EH15 2NG,55.94251409,-3.10098654,ScotRail
Brunswick,L8 6XP,53.38324354,-2.976077358,Merseyrail
Bruton,BA10 0EH,51.11164122,-2.447073814,Great Western Railway
Bryn,WN4 0AR,53.49986917,-2.647213995,Northern Trains
Buckenham,NR13 4HW,52.59773429,1.470325225,Greater Anglia
Buckley,CH7 3AY,53.16303909,-3.055926191,TfW Rail
Bucknell,SY7 0AD,52.35738204,-2.947378319,TfW Rail
