Product ID,UPC ID,Category,Department,Product,Price,Sale Price,Unit Price,Unit,Home Bargains,Promotion
17558466,5.05085E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA British Fluffy & Golden Baking Potatoes,£1.25,£1.25,50.0p/kg,Each,NO,
24932,23013575,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA British Fluffy & Golden Large Baking Potatoes,£0.45,£0.45,11.2p/each,Each,NO,
9.1E+11,5.05141E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special Marabel Baking Potatoes,£1.25,£1.25,31.2p/each,Each,NO,
1.00033E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Garlic Butter Mini Jacket Potatoes,£1.35,£1.35,£3.91/kg,Each,NO,
1.00023E+12,5.02201E+12,Home & Entertainment,Kitchen,Scoville Neverstick Medium Roaster,£14.00,£14.00,£14.00/each,Each,NO,
1.00037E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Sugarloaf Pineapple,£2.00,£2.00,£6.67/kg,Each,NO,
458915,23050419,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Watermelon,£2.29,£2.29,£2.29/each,Each,NO,
15832688,27307250,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Honeydew Melon,£1.29,£1.29,£1.29/each,Each,NO,
479953,5.05085E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Galia Melon,£1.29,£1.29,£1.29/each,Each,NO,
9.10002E+11,23009066,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Pineapple,£0.90,£0.90,90.0p/each,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Watermelon Slices,£0.40,£0.40,£4.21/kg,Each,NO,3 for £1.00
77023191,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Pineapple Fingers,£1.00,£1.00,£5.00/kg,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Melon Snack Pack,£0.40,£0.40,£5.00/kg,Each,NO,3 for £1.00
20326,27394052,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Giant Pineapple,£1.70,£1.70,£1.70/each,Each,NO,
1.00029E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Watermelon Chunks,£1.80,£1.80,£7.20/kg,Each,NO,
9.10002E+11,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Pineapple Chunks,£1.75,£1.75,£4.38/kg,Each,NO,
30798,23032194,"Fruit, Veg & Flowers",Fruit,ASDA Melon Slices,£1.75,£1.75,£4.38/kg,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Pineapple Lolly,£0.40,£0.40,£5.00/kg,Each,NO,3 for £1.00
1.00002E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Melon Medley,£2.00,£2.00,£5.26/kg,Each,NO,
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Melon & Grapes,£1.00,£1.00,£6.25/kg,Each,NO,
1.00012E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,"ASDA Pineapple, Grapes & Apple",£1.25,£1.25,£5.56/kg,Each,NO,
9.1E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Mango Melon & Pineapple Mini Platter,£1.75,£1.75,£7.29/kg,Each,NO,
1.00029E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Mango & Watermelon,£2.00,£2.00,£8.00/kg,Each,NO,
1E+12,5.05085E+12,"Fruit, Veg & Flowers",Fruit,ASDA Melon & Grapes,£1.75,£1.75,£4.38/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Lemons,£0.50,£0.50,12.5p/each,Each,NO,
24662,6194,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Loose Lemon,£0.30,£0.30,30.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Zingy & Zesty Limes,£0.70,£0.70,17.5p/each,Each,NO,
1.00024E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tangy & Zesty Lemons,£0.90,£0.90,22.5p/each,Each,NO,
24663,7139,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Loose Lime,£0.18,£0.18,18.0p/each,Each,NO,
1.00009E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Unwaxed Lemons,£1.00,£1.00,33.3p/each,Each,NO,
28718,42888,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Loose Red Grapefruit,£0.50,£0.50,50.0p/each,Each,NO,
9.1E+11,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Tart Grapefruits,£1.29,£1.29,43.0p/each,Each,NO,
1.00024E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Lemons,£1.20,£1.20,60.0p/each,Each,NO,
1.00036E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Juicy Fruit Platter,£3.29,£3.29,£3.87/kg,Each,NO,
1.00037E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,"ASDA Sweet & Juicy Apple, Strawberry, Mango and Raspberry",£2.00,£2.00,£9.52/kg,Each,NO,
1.00037E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Limited Edition Hand Picked Summer Berry Selection,£3.29,£3.29,£11.75/kg,Each,NO,
1.00038E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special Jersey Royal New Potatoes,£1.30,£1.30,£1.73/kg,Each,NO,
37988,23064652,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Firm & Flavoursome Baby Potatoes,£0.90,£0.90,90.0p/kg,Each,NO,
1.00015E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special British Baby Potatoes,£0.60,£0.60,£1.20/kg,Each,NO,
1.00006E+12,5.05478E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special Baby Potatoes,£1.10,£1.10,£1.10/kg,Each,NO,2 for £2
1.00038E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special Jersey Royal New Potatoes,£1.00,£1.00,£2.22/kg,Each,NO,
1.00013E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Extra Special Baby Potatoes with Fresh Mint & Parsley,£1.00,£1.00,£2.78/kg,Each,NO,
24335,23057142,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Herby Baby Potatoes with Butter,£0.90,£0.90,£2.50/kg,Each,NO,
1.00013E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Fairtrade Bananas,£1.00,£1.00,20.0p/each,Each,NO,
463072,23036741,"Fruit, Veg & Flowers",Salads & Stir Fry,ASDA Grower's Selection Organic Cucumber,£1.00,£1.00,£1.00/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Carrots,£0.70,£0.70,£1.40/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Spinach,£2.00,£2.00,£6.67/kg,Each,NO,
1.00006E+12,5.05478E+12,"Fruit, Veg & Flowers",Salads & Stir Fry,ASDA Grower's Selection Organic Broccoli,£1.00,£1.00,£3.33/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Brown Onions,£0.80,£0.80,£1.60/kg,Each,NO,
1.00009E+12,5.05717E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic White Mushrooms,£0.90,£0.90,£3.60/kg,Each,NO,
41770,23064232,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Vine Tomatoes,£1.85,£1.85,£1.85/each,Each,NO,
38005,27240908,"Fruit, Veg & Flowers",Salads & Stir Fry,ASDA Grower's Selection Organic Peppers (Colour may vary),£1.55,£1.55,77.5p/each,Each,NO,
1.00023E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Avocado,£1.00,£1.00,£1.00/each,Each,NO,
1.00004E+12,5.05478E+12,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Vine Ripened Cherry Tomatoes,£1.60,£1.60,£8.00/kg,Each,NO,
34561,23060357,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Potatoes,£1.45,£1.45,96.7p/kg,Each,NO,
38819,27251713,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Red Onions,£0.95,£0.95,£1.90/kg,Each,NO,
38007,23064171,"Fruit, Veg & Flowers",Salads & Stir Fry,ASDA Grower's Selection Organic Lettuce (Variety may vary),£1.25,£1.25,£1.25/each,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Apple Slices & Grapes,£0.40,£0.40,£5.00/kg,Each,NO,3 for £1.00
9.1E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Mango Fingers,£1.40,£1.40,£10.00/kg,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Apple Slices,£0.40,£0.40,£5.00/kg,Each,NO,3 for £1.00
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,"ASDA Strawberry, Apple & Grapes",£1.00,£1.00,£7.69/kg,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grapes,£0.40,£0.40,£5.00/kg,Each,NO,3 for £1.00
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Pomegranate Seeds,£1.00,£1.00,£12.50/kg,Each,NO,
9.1E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Apple Grapes & Cheese,£1.40,£1.40,£9.33/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Mango Chunks,£2.20,£2.20,£8.00/kg,Each,NO,
1.00021E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Coconut Chunks,£1.00,£1.00,£12.50/kg,Each,NO,
1.00005E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Berry Medley,£2.00,£2.00,£9.09/kg,Each,NO,
1.00026E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Fruit Salad,£2.00,£2.00,40.0p/100g,Each,NO,
1.00001E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Pomegranate Seeds,£1.75,£1.75,£8.75/kg,Each,NO,
31786,23060005,"Fruit, Veg & Flowers",Salads & Stir Fry,ASDA Grower's Selection Organic Garlic 40mm+,£0.75,£0.75,25.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Blueberries,£2.00,£2.00,£16.00/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Apples,£2.00,£2.00,33.3p/each,Each,NO,
833050,27330678,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Leeks,£1.60,£1.60,£4.00/kg,Each,NO,
41695,23064096,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Seasonal Organic Cabbage (Colour and Variety may vary),£1.30,£1.30,£1.30/each,Each,NO,
1.00023E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Organic Kiwi,£1.50,£1.50,37.5p/each,Each,NO,
34162,23037021,"Fruit, Veg & Flowers",Vegetables & Potatoes,ASDA Grower's Selection Organic Cauliflower,£1.80,£1.80,£1.80/each,Each,NO,
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Season's Best Nectarines,£2.00,£2.00,50.0p/each,Each,NO,2 for £3
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Season's Best Peaches,£2.00,£2.00,50.0p/each,Each,NO,2 for £3
1.00023E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Plums,£1.79,£1.79,£4.47/kg,Each,NO,2 for £3
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Flat Nectarines,£1.79,£1.79,44.8p/each,Each,NO,
1.00038E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Apricots,£1.25,£1.25,62.5p/100g,Each,NO,
1.00005E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Flat Peaches,£1.49,£1.49,37.2p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Plums,£0.68,£0.68,£1.70/kg,Each,NO,
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA 4 Juicy & Sweet Nectarines,£1.29,£1.29,32.2p/each,Each,NO,2 for £2
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Smooth & Sweet Peaches,£1.29,£1.29,32.2p/each,Each,NO,
1.00038E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special 4 White Flesh Nectarine,£2.00,£2.00,50.0p/each,Each,NO,2 for £3
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Season's Best Apricots,£1.79,£1.79,£5.59/kg,Each,NO,2 for £3
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tart & Sweet Plums,£1.29,£1.29,£3.23/kg,Each,NO,
1.00038E+12,5.05717E+12,"Fruit, Veg & Flowers",Nuts Seeds & Dried Fruit,ASDA Goji Berries,£1.25,£1.25,£1.25/100g,Each,NO,
2140792,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Large Mango (Typically 350g),£0.85,£0.85,85.0p/each,Each,NO,
1.00034E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Ripe & Ready Giant Avocado,£2.00,£2.00,£2.00/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Kiwis,£0.88,£0.88,14.7p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special 4 Hand Picked Golden Kiwi,£2.00,£2.00,50.0p/each,Each,NO,
32811,23066755,"Fruit, Veg & Flowers",Fruit,ASDA Creamy & Nutty Avocados,£1.29,£1.29,64.5p/each,Each,NO,
9.10002E+11,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sharp & Sweet Passion Fruit,£1.00,£1.00,33.3p/each,Each,NO,
2141895,27618868,"Fruit, Veg & Flowers",Fruit,ASDA Soft & Sweet Kiwi Fruit,£1.50,£1.50,37.5p/each,Each,NO,
1.00013E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Avocados,£1.25,£1.25,31.2p/each,Each,NO,
9.1E+11,5.05085E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tropical & Sweet Mangoes (Each Mango Typically 300g),£1.60,£1.60,80.0p/each,Each,NO,
9.10001E+11,5.05085E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Pomegranate,£1.00,£1.00,£1.00/each,Each,NO,
32834,27430392,"Fruit, Veg & Flowers",Fruit,ASDA Delicate & Smooth Papaya (Typically 250g),£1.75,£1.75,£1.75/each,Each,NO,
1069617,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Physalis,£0.79,£0.79,£7.90/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Large Avocado,£0.79,£0.79,79.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Sharon Fruit,£1.20,£1.20,40.0p/each,Each,NO,
9.10001E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Figs,£2.00,£2.00,£14.29/kg,Each,NO,
30694,7313,"Fruit, Veg & Flowers",Fruit,ASDA Refreshing & Crunchy Coconut,£0.75,£0.75,75.0p/each,Each,NO,
9.10001E+11,5.01177E+12,Home & Entertainment,Kitchen,Breville Blend Active Blender,£25.00,£25.00,£25.00/each,Each,NO,
9.10003E+11,5.05407E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tangy & Juicy Sweetclems,£1.29,£1.29,£2.15/kg,Each,NO,2 for £2
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Oranges,£0.60,£0.60,12.0p/each,Each,NO,
1.00014E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Garden Gang Super Easy Peelers,£1.00,£1.00,£2.00/kg,Each,NO,
1.00029E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Easy Peelers,£0.75,£0.75,£1.25/kg,Each,NO,
1.00027E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tangy & Fragrant Tangerines,£1.29,£1.29,£2.15/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Satsumas,£1.19,£1.19,£1.98/kg,Each,NO,
1.00023E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special 4 Large Oranges,£1.80,£1.80,45.0p/each,Each,NO,
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Medium Oranges,£1.39,£1.39,27.8p/each,Each,NO,
9.1E+11,27618912,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Succulent Juicing Oranges,£2.40,£2.40,24.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Pears (Colour and Variety may vary),£0.45,£0.45,90.0p/kg,Each,NO,
1.00021E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Delicate Conference Pears ,£1.80,£1.80,45.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Delicate Conference Pears (Ripen at Home),£1.60,£1.60,40.0p/each,Each,NO,
1.00017E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Garden Gang Incredible Pears,£1.00,£1.00,20.0p/each,Each,NO,
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Pears (Colour and Variety may vary),£2.00,£2.00,£1.67/kg,Each,NO,
442414,5.05141E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tangy & Crunchy Rhubarb ,£1.20,£1.20,£3.00/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Seasonal Selection Pears (Colour and Variety may vary),£2.00,£2.00,50.0p/each,Each,NO,
1.0002E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection 7 Bananas,£1.00,£1.00,14.3p/each,Each,NO,
1.00014E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Garden Gang Brilliant Bananas,£1.00,£1.00,12.5p/each,Each,NO,
1E+13,,Food Cupboard,Cereals & Cereal Bars,Quaker Baked Oats Bundle,£6.93,£6.93,,,NO,2 for £3.00
1.00031E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,Pink Lady Apples,£2.00,£2.00,33.3p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Apples (Colour and Variety may vary),£0.65,£0.65,£1.30/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Royal Gala Apples,£1.50,£1.50,25.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Soft & Sweet Golden Delicious Apples,£1.50,£1.50,25.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tangy & Crisp Jazz Apples,£2.00,£2.00,50.0p/each,Each,NO,
1.00014E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Garden Gang Amazing Apples (Colour may vary),£1.00,£1.00,16.7p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Tart & Juicy Granny Smith Apples,£1.50,£1.50,25.0p/each,Each,NO,
1.00029E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Gala Apples,£0.90,£0.90,15.0p/each,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Zingy & Crisp Braeburn Apples,£1.50,£1.50,25.0p/each,Each,NO,
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Apples (Colour and Variety may vary),£2.00,£2.00,£1.67/kg,Each,NO,
9.10001E+11,5.05245E+12,"Fruit, Veg & Flowers",Fruit,Pink Lady Apples,£1.80,£1.80,45.0p/each,Each,NO,
1.00038E+12,5.06001E+12,"Fruit, Veg & Flowers",Fruit,Parrs Jubilee Candy Apple with Sugar Strands,£0.69,£0.69,69.0p/each,Each,NO,
1.0002E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Juicy Seedless Mixed Grapes (Colours may vary),£1.30,£1.30,£3.25/kg,Each,NO,
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Sable Seedless Grapes,£2.00,£2.00,£5.00/kg,Each,NO,
1.00037E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Snowball Melon & Black Sable Grape,£2.50,£2.50,£8.33/kg,Each,NO,
1.00008E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Refreshing & Sweet Seedless Red Grapes,£1.20,£1.20,£3.00/kg,Each,NO,2 for £2
1.00008E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Crisp & Juicy Seedless Green Grapes,£1.20,£1.20,£3.00/kg,Each,NO,2 for £2
1.00008E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Crisp Seedless Black Grapes,£1.20,£1.20,£3.00/kg,Each,NO,2 for £2
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Seedless Grapes,£1.27,£1.27,£2.54/kg,Each,NO,
1.0003E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Season's Best Grapes,£2.50,£2.50,£6.25/kg,Each,NO,
998058,27422915,"Fruit, Veg & Flowers",Fruit,ASDA Ripe & Sweet Strawberries,£2.00,£2.00,£5.00/kg,Each,NO,
1.00006E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Strawberries,£2.89,£2.89,£4.82/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Blueberries,£0.89,£0.89,£7.12/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Cherries,£1.19,£1.19,£5.95/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Ripe & Sweet Strawberries,£1.39,£1.39,£6.12/kg,Each,NO,
1.00014E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Raspberries,£1.49,£1.49,£9.93/kg,Each,NO,
1.00001E+12,5.05478E+12,"Fruit, Veg & Flowers",Fruit,JUST ESSENTIALS by ASDA Strawberries,£1.19,£1.19,£5.24/kg,Each,NO,
20384,23024861,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Plump Raspberries,£1.69,£1.69,£11.27/kg,Each,NO,
9.10003E+11,5.05478E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Bursting Blueberries,£1.39,£1.39,£11.12/kg,Each,NO,
1.00031E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Strawberries,£3.00,£3.00,£7.50/kg,Each,NO,2 for £5.00
1.00031E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Cherries,£3.00,£3.00,£10.00/kg,Each,NO,2 for £5.00
81159233,23006263,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Juicy Blackberries,£1.50,£1.50,£10.00/kg,Each,NO,
9.1E+11,5.06011E+12,"Fruit, Veg & Flowers",Fruit,Scotty Brand Scottish Strawberries,£1.65,£1.65,£5.50/kg,Each,NO,
1.00016E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Plump Raspberries,£3.00,£3.00,£10.00/kg,Each,NO,
1.00031E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Blueberries,£3.00,£3.00,£12.00/kg,Each,NO,2 for £5.00
1.00016E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Sweet & Bursting Blueberries,£4.00,£4.00,£8.00/kg,Each,NO,
1.00023E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Grower's Selection Blueberries,£3.00,£3.00,£10.00/kg,Each,NO,
1.00033E+12,5.05717E+12,"Fruit, Veg & Flowers",Fruit,ASDA Extra Special Raspberries,£3.00,£3.00,£15.00/kg,Each,NO,2 for £5.00
1.00038E+12,5.0607E+12,"Fruit, Veg & Flowers",Fruit,Annabel's Best of British Strawberries,£3.30,£3.30,£6.60/kg,Each,NO,
79663098,5.01012E+12,Health & Wellness,Children's Health & Wellness,Calpol Infant Paracetamol Suspension 2+ Months Sugar Free Strawberry Flavour,£3.29,£3.29,£3.29/100ml,Each,YES,
9.1E+11,3.57466E+12,"Baby, Toddler & Kids",Baby Toiletries & Healthcare,Calpol SixPlus Paracetamol Suspension Colour & Sugar Free Strawberry Flavour,£3.29,£3.29,£4.11/100ml,Each,YES,
1.00011E+12,3.57467E+12,"Baby, Toddler & Kids",Baby Toiletries & Healthcare,Johnson's Bedtime Powder,£1.99,£1.99,39.8p/100g,Each,YES,
1.00011E+12,3.57467E+12,"Baby, Toddler & Kids",Baby Toiletries & Healthcare,Johnson's Bedtime Shampoo,£1.99,£1.99,39.8p/100ml,Each,YES,
9.10002E+11,3.57466E+12,Health & Wellness,"Cough, Cold & Flu",Sudafed Sinus Max Strength Capsules,£2.69,£2.69,16.8p/each,Each,YES,
15123908,5.02905E+12,"Baby, Toddler & Kids",Baby Nappies,Huggies DryNites Pyjama Pants Boy 8-15 Years,£3.99,£3.99,44.3p/each,Each,YES,
15123906,5.02905E+12,"Baby, Toddler & Kids",Baby Nappies,Huggies DryNites Pyjama Pants Boy 4-7 Years,£3.99,£3.99,39.9p/each,Each,YES,
15123909,5.02905E+12,"Baby, Toddler & Kids",Baby Nappies,Huggies DryNites Pyjama Pants Girl 8-15 Years,£3.99,£3.99,44.3p/each,Each,YES,
