Product ID,UPC ID,Category,Department,Product,Price,Sale Price,Unit Price,Unit,Home Bargains,Promotion
1.00025E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,Carlube Triple R 5W-30 Peugeot & Citroen. 1L,£11.00,£11.00,£11.00/lt,Each,NO,
1.0003E+12,5.05717E+12,Home & Entertainment,DIY & Car Care,"Auto Drive Fully Synth 5W30 Oil - VW, Audi, Seat & Skoda",£23.00,£23.00,£11.50/lt,Each,NO,
1.00028E+12,4.00818E+12,Home & Entertainment,DIY & Car Care,Castrol EDGE 5W-40,£16.00,£16.00,£16.00/lt,Each,NO,
1.0003E+12,5.05717E+12,Home & Entertainment,DIY & Car Care,"Auto Drive Fully Synth 5W30 Oil - Vauxhall, BMW , Mercedes & Chevroloet",£17.00,£17.00,£8.50/lt,Each,NO,
1.0003E+12,5.05717E+12,Home & Entertainment,DIY & Car Care,Auto Drive Maintenance Spray,£2.50,£2.50,£6.25/lt,Each,NO,
1.00028E+12,50056002,Home & Entertainment,DIY & Car Care,Diesel Injector Cleaner,£4.00,£4.00,£13.33/lt,Each,NO,
1.00025E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,5W30 Fully Synthetic 4L,£20.00,£20.00,£5.00/lt,Each,NO,
1.00025E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,Carlube Triple R 5W30 Fully Synthetic Bmw 4L,£20.00,£20.00,£5.00/lt,Each,NO,
1.00003E+12,5.03223E+12,Home & Entertainment,DIY & Car Care,WD-40 Bike All Weather Lubricant,£6.50,£6.50,£2.60/100ml,Each,NO,
1.00025E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,Carlube Triple R 5W30 Fully Synthetic Bmw 1L,£11.00,£11.00,£11.00/lt,Each,NO,
1.00028E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,5W-30 Fully Synthetic Ford 4L,£22.50,£22.50,£5.62/lt,Each,NO,
1.0001E+12,5.01435E+12,Home & Entertainment,DIY & Car Care,ASDA Standard Funnel,£1.75,£1.75,£1.75/each,Each,NO,
1.0003E+12,5.05717E+12,Home & Entertainment,DIY & Car Care,Auto Drive Fully Synth 5W40 Oil,£15.00,£15.00,£7.50/lt,Each,NO,
1.0003E+12,5.05717E+12,Home & Entertainment,DIY & Car Care,Auto Drive Fully Synth 5W30 Oil,£17.00,£17.00,£8.50/lt,Each,NO,
1.00025E+12,5.01037E+12,Home & Entertainment,DIY & Car Care,Carlube Triple R 10W40 Semi Synthetic 4Ltr,£20.00,£20.00,£5.00/lt,Each,NO,
