GTIN,Category,Sub Category,Product,Brand,Price,Unit Price,Unit,Offer
3700426235358,Toiletries & Beauty,"Bath, Shower & Soap",Keia Soothing Shower Oil Lavender,Keia,5.0,2.5,per 100ml,
5010251986102,Toiletries & Beauty,Dental Care,Morrisons 20 Small Interspace Brushes,Morrisons,2.0,0.0,each,
5010251543602,Baby & Toddler,Maternity & New Baby,Morrisons Normal Pantyliners,Morrisons,0.95,0.032,each,
5010251960577,Toiletries & Beauty,"Bath, Shower & Soap",Nutmeg Aloe Hand Gel ,Nutmeg,0.9,0.18,per 10ml,
5012008469500,Toiletries & Beauty,Hair Care,Provoke Touch Of Silver Colour Care Conditioner,Provoke,4.0,1.0,per 100ml,
0079625019018,Toiletries & Beauty,Make Up & Nails,Real Techniques Easy As 123 Foundation Brush,Real Techniques,8.0,0.0,each,
8720181211546,Toiletries & Beauty,Men's Toiletries,Sure For Men Anti Perspirant Clean Scent Maximum Protection,Sure,5.0,3.33,per 100ml,
7322541056708,Toiletries & Beauty,Incontinence,Tena Silhouette Pants Black L,Tena,8.0,0.889,each,
8720182117311,Toiletries & Beauty,Hair Care,Tresemme Pro Pure Damage Recovery Conditioner,TRESemme,4.5,1.18,per 100ml,
8720182117274,Toiletries & Beauty,Hair Care,Tresemme Pro Pure Damage Recovery Shampoo,TRESemme,4.5,1.18,per 100ml,
8714789798196,Toiletries & Beauty,Dental Care,Colgate Max White Mouthwash,Colgate,5.0,1.0,per 100ml,
5011417569726,Toiletries & Beauty,Skin Care,E45 Daily Fast Absorption Moisturiser Lotion,E45,6.0,1.5,per 100ml,
3600523214839,Toiletries & Beauty,Hair Care,Elvive Extraordinary Clay Shampoo ,L'Oreal Elvive,5.5,1.1,per 100ml,
8006540097113,Toiletries & Beauty,Hair Care,Herbal Essences Bio Renew Argan Oil Repair Conditioner,Herbal Essences,4.5,1.64,per 100ml,
5051389013346,Toiletries & Beauty,Men's Toiletries,Mitchum Endurance Men Ice Fresh Anti-Perspirant & Deodorant,Mitchum,3.0,1.5,per 100ml,
5012716192004,Toiletries & Beauty,Hair Care,Neutrogena T/Gel Therapeutic Shampoo,Neutrogena,8.5,3.4,per 100ml,
8710908799228,Toiletries & Beauty,Deodorants & Body Sprays,Sure Motion Sense Bright Bouquet Deodorant ,Sure,1.6,1.07,per 100ml,
5010251633600,Toiletries & Beauty,Men's Toiletries,Morrisons Sport Deodorant,Morrisons,1.0,0.4,per 100ml,
8712561847247,Toiletries & Beauty,"Bath, Shower & Soap",Simple Moisturising Hand Wash With Chamomile Oil ,Dove,2.0,0.8,per 100ml,
5060209110011,Toiletries & Beauty,"Bath, Shower & Soap",Westlab Soothing Dead Sea Bath Salt,Westlab,2.5,0.25,per 100g,
5010724527375,Toiletries & Beauty,Hair Care,Batiste Dry Blush Shampoo ,Batiste,3.0,1.5,per 100ml,
8717163762042,Toiletries & Beauty,"Bath, Shower & Soap",Dove Silk Glow Body Wash,Dove,3.0,0.667,per 100ml,
3600522680178,Toiletries & Beauty,Hair Care,Elvive Fibrology Conditioner,L'Oreal Elvive,5.5,1.1,per 100ml,
5015833320183,Toiletries & Beauty,Hair Care,Creightons Argan Smooth Soothing Deep Treatment Masque,Creightons,2.5,2.5,per 100ml,
5015833327809,Toiletries & Beauty,Skin Care,Creightons Salicylic Acid Foaming Clay Cleanser ,Creightons,2.0,1.6,per 100ml,
8717163858219,Toiletries & Beauty,Skin Care,Dove Night Time Lotion,Dove,4.0,1.0,per 100ml,
5011417577325,Toiletries & Beauty,Skin Care,E45 Psoriasis Cream,E45,18.0,36.0,per 100ml,
3600523966271,Toiletries & Beauty,Hair Care,Elvive Dream Lengths Blowdry Cream,L'Oreal Elvive,5.99,3.99,per 100ml,
5011522039244,Toiletries & Beauty,Make Up & Nails,Eylure Volume Lashes No. 101 Light Volume,Eylure,5.0,0.0,each,
4013162019311,Toiletries & Beauty,"Bath, Shower & Soap",Fenjal Classic Creme Bath Oil,Fenjal,7.75,6.2,per 100ml,
5060630100001,ECO Shop,Toiletries & Beauty,Flo Bamboo Liners 24 Wrapped Ultra - Thin,Flo,2.5,0.104,each,
3600541309661,Toiletries & Beauty,Holiday Shop,Garnier Ambre Solaire Kids Sensitive Advanced S P F 50+ ,Ambre Solaire,8.0,4.0,per 100ml,
5021044008413,Toiletries & Beauty,Hair Care,Garnier Belle Color Color-Ease Cream 5 Natural Brown,Garnier,5.0,0.0,each,
3600542154666,Toiletries & Beauty,Pamper At Home,Garnier Pure Active Anti-Blackhead Nose Strips,Garnier,6.0,1.5,each,
5021044065577,Toiletries & Beauty,Skin Care,Garnier Ultralift Cream Day Cream ,Garnier,10.0,20.0,per 100ml,
5060528328784,Toiletries & Beauty,Skin Care,Get Fruity Pretty As A Peach Cooling Eye Mask,Get Fruity,3.0,0.0,each,
7702018469567,Toiletries & Beauty,Men's Toiletries,Gillette Fusion5 ProGlide Starter Pack Handle + 4 Razor Blades,Gillette,21.5,0.0,each,
7702018584192,Toiletries & Beauty,Men's Toiletries,Gillette Mach3 Razor for Men Big Pack-Handle + 11 Refill Razor Bladess,Gillette,23.0,0.0,each,
7702018980864,Toiletries & Beauty,Men's Toiletries,Gillette Series Shaving Foam For Sensitive Skin,Gillette,2.5,1.0,per 100ml,
7702018591398,Toiletries & Beauty,Shaving & Hair Removal,Gillette Venus Snap Extra Smooth Razor (Pink Case),Gillette Venus,10.0,0.0,each,
9337303106407,Toiletries & Beauty,Hair Care,Hair Hoops Scrunchy Black,Glow,2.5,0.0,each,
0855380004878,Toiletries & Beauty,Men's Toiletries,Harry's Face Wash With Peppermint,Harry's,6.0,4.0,per 100ml,
0855380004304,Toiletries & Beauty,Men's Toiletries,Harry's Post Shave Balm With Aloe,Harry's,7.0,7.0,per 100ml,
8720181073496,Toiletries & Beauty,Deodorants & Body Sprays,Impulse Tropic Twist Deodorant,Impulse,2.0,2.0,per 100ml,
5012008591300,Toiletries & Beauty,Hair Care,Inecto Naturals Argan Hair Oil,Inecto,3.0,3.0,per 100ml,
5037156271607,Toiletries & Beauty,Hair Care,John Frieda Dream Curls Creme Oil,John Frieda,6.99,6.99,per 100ml,
3574661432724,Toiletries & Beauty,Hair Care,Johnson's Strength Drops Kids Conditioner,Johnson's,3.0,0.6,per 100ml,
5010934004765,Toiletries & Beauty,Men's Toiletries,Just For Men Control Gx Grey Reducing Shampoo With Aloe Vera,Just For Men,9.0,7.63,per 100ml,
7702018541683,Toiletries & Beauty,Men's Toiletries,King C Gillette Double Edge Razors Blades 10 Pack,Gillette,5.0,0.0,each,
5022545129331,Toiletries & Beauty,"Bath, Shower & Soap",Lol Surprise Bath Soap Goo,LOL,3.5,1.75,per 100ml,
3600523609963,Toiletries & Beauty,Hair Care,L'Oreal Elvive Extraordinary Oil Coco Nourishing Conditioner,L'Oreal Elvive,5.5,1.1,per 100ml,
5060427350244,Toiletries & Beauty,Skin Care,St. Moriz Tanning Mousse Medium,St.Moriz,5.0,2.5,per 100ml,
4005808274703,Toiletries & Beauty,Skin Care,Atrixo Enriched Moisturising Cream,Atrixo,2.65,2.65,per 100ml,
0017854104884,Toiletries & Beauty,"Bath, Shower & Soap",Baylis & Harding Elements Pink Blossom & Lotus Flower Body Wash,Baylis & Harding,3.0,0.6,per 100ml,
5060178100341,Toiletries & Beauty,Dental Care,Brush-Baby Baby Sonic Electric Toothbrush 0-3 Years,Brush-Baby,9.0,0.0,each,
8714789589985,Toiletries & Beauty,Dental Care,Colgate Max White Expert Whitening Sonic Power Toothbrush,Colgate,7.0,0.0,each,
5015833307269,Toiletries & Beauty,Hair Care,Creightons Frizz No More Instant Curls Revitalising Spray ,Creightons,2.0,1.33,per 100ml,
5015833327908,Toiletries & Beauty,Skin Care,Creightons Vitamin C Superfruits 2% Ultra Glow Serum,Creightons,3.0,10.0,per 100ml,
8710847962783,Toiletries & Beauty,Skin Care,Dove Gradual Self Tan Mousse Medium To Dark,Dove,5.0,3.33,per 100ml,
5011522531106,Toiletries & Beauty,Make Up & Nails,Eylure Dybrow Eyebrow Dye Kit Dark Brown,Eylure,7.5,0.0,each,
3600541022065,Toiletries & Beauty,Skin Care,Garnier Body Intensive 7 Days Hydrating Lotion Normal Skin,Garnier,5.0,1.25,per 100ml,
7702018573387,Toiletries & Beauty,Shaving & Hair Removal,Gillette Venus Extra Smooth Sensitive Blades 3 Blades,Gillette Venus,12.0,4.0,each,
9337303003263,Toiletries & Beauty,Hair Care,Glow Hair Hoops Clear 4 Pack,Glow,2.5,0.0,each,
5060638590835,Toiletries & Beauty,Men's Toiletries,Harry's 5 Blade Catridges,Harry's,8.0,2.0,each,
8001841266930,Toiletries & Beauty,Hair Care,Pantene Pro-V Volume & Body Hair Conditioner For Flat Hair ,Pantene,2.0,0.556,per 100ml,
4008666701800,Toiletries & Beauty,Hair Care,Plantur 39 Shampoo,Plantur,9.25,3.7,per 100ml,
5011417549247,Toiletries & Beauty,Shaving & Hair Removal,Veet In Shower Hair Removal Cream Body & Legs for Sensitive Skin,Veet,8.0,5.33,per 100ml,
0083800004690,Toiletries & Beauty,Pamper At Home,7th Heaven Cucumber Peel Off Mask ,Montagne Jeunesse,1.0,10.0,per 100ml,
8001090439055,Toiletries & Beauty,Incontinence,Always Discreet Underwear Boutique Incontinence Pants Plus Large 8 pack,Always,8.5,1.06,each,
5010724526798,Toiletries & Beauty,Hair Care,Batiste Dry Cherry Shampoo ,Batiste,3.0,1.5,per 100ml,
5000101508608,Toiletries & Beauty,"Bath, Shower & Soap",Carex Hand Gel Aloe Vera,Carex,3.5,1.17,per 100ml,
8712561571333,Toiletries & Beauty,Hair Care,Dove Intense Repair Conditioner  ,Dove,3.97,1.13,per 100ml,
3600522230991,Toiletries & Beauty,Hair Care,Elvive Full Restore 5 Conditioner ,L'Oreal Elvive,5.5,1.1,per 100ml,
3600522230717,Toiletries & Beauty,Hair Care,Elvive Nutri Gloss Shampoo,L'Oreal Elvive,5.5,1.1,per 100ml,
5010724525951,Toiletries & Beauty,Feminine Care,Femfresh Intimate Skin Care Soothing Wash,Femfresh,2.75,1.1,per 100ml,
8001841795584,Toiletries & Beauty,Dental Care,Fixodent Professional Adhesive Denture Cream ,Fixodent,4.5,11.25,per 100g,
7610113017333,"Beer, Wines & Spirits",Spirits & Liqueurs,Tails Cocktails Passion Fruit Martini Cocktail ,Tails Cocktails,15.0,30.0,per litre,
5060750580455,"Beer, Wines & Spirits",Beer,Theakston Best Bitter,Theakston,4.75,2.7,per litre,
8719214520618,"Beer, Wines & Spirits",Cigarettes & Tobacco,Blu Liquid Cherry 0.8%,Blu,3.95,0.0,each,
7610113017562,"Beer, Wines & Spirits",Spirits & Liqueurs,Tails Cocktails Whisky Sour ,Tails Cocktails,15.0,30.0,per litre,
5060038025302,"Beer, Wines & Spirits",Gifts,Brew House World Lager Collection With Glass,Brewhouse,7.0,0.707,per 100ml,
5056499910943,"Beer, Wines & Spirits",Gifts,Carlsberg 330Ml & Chalice Glass,Carlsberg,6.0,0.0,each,
7640171033730,"Beer, Wines & Spirits",Whisky Shop - Sponsored,Dewar's Caribbean Smooth Blended Scotch Whisky,Dewar's,28.0,40.0,per litre,
5056499910936,"Beer, Wines & Spirits",Gifts,Fevertree & Dark Rum Set,Fever Tree,10.0,0.0,each,
5011166066248,"Beer, Wines & Spirits",Spirits & Liqueurs,J.J Whitley Blue Raspberry,J J Whitley,20.0,28.57,per litre,
5028267004000,"Beer, Wines & Spirits",Wine & Champagne,Kiwi Cuvee Sauvignon Blanc   ,Black Cuvee,5.0,5.0,per 75cl,
8719964007322,"Beer, Wines & Spirits",Cigarettes & Tobacco,Myblu Intense Starter Kit,myblu,19.99,0.0,each,
5056499910912,"Beer, Wines & Spirits",Gifts,Old Speckled Hen 355ml & Glass,Old Speckled Hen,6.0,0.0,each,
5056499910011,"Beer, Wines & Spirits",Gifts,Queen Craft Lager Tin,Queen Lager,12.0,0.0,each,
5060657343009,"Beer, Wines & Spirits",Cigarettes & Tobacco,Edge Strawberry & Lime E-Liquid 12Mg,Edge,2.5,0.0,each,
5060657342996,"Beer, Wines & Spirits",Cigarettes & Tobacco,Edge Strawberry & Lime E-Liquid 6Mg,Edge,2.5,0.0,each,
5060657343061,"Beer, Wines & Spirits",Cigarettes & Tobacco,Edge Virginia Tobacco E-Liquid 12Mg,Edge,2.5,0.0,each,
5000393145758,"Beer, Wines & Spirits",Cigarettes & Tobacco,Erinmore Mixture Pipe Tobacco,Erinmore,17.65,35.3,per 100g,
5060038029621,"Beer, Wines & Spirits",Gifts,Fathers Day Ale ,Fathers Day,3.0,0.909,per 100ml,
5060670890023,"Beer, Wines & Spirits",Wine & Champagne,Ginking Botanical Italia ,Ginking,4.8,4.8,per 75cl,
0070177225490,Drinks,Tea & Hot Drinks,Twinings Passion Fruit Mango & Orange Cold Infuse 12s,Twinings,3.8,12.67,per 100g,
5010525151724,Drinks,Tea & Hot Drinks,Morrisons Bedtime Tea 20 Pack,Morrisons,1.5,5.0,per 100g,
5011898005119,World Foods,Asian,Rubicon Sparkling Mango Juice Drink ,Rubicon,1.35,0.27,per 100ml,
5033060005864,Drinks,Coffee,Pret A Manger Organic Espresso Blend Dark Roast Whole Beans,Pret A Manger,4.0,2.0,per 100g,
0070177227296,Drinks,Tea & Hot Drinks,Twinings Superblends Heartea 20 Bags,Twinnings,2.7,6.75,per 100g,
5027492003109,Drinks,Energy & Sports,HIGH5 Aqua Berry Energy Gel,HIGH5,2.25,3.41,per 100g,
0000050107353,Drinks,Fizzy Drinks,IRN-BRU,Irn-Bru,1.35,0.135,per 100ml,
5013635830800,Drinks,Water,KTC Kewra Water      ,KTC,1.0,0.526,per 100ml,
0070177229412,Drinks,Tea & Hot Drinks,"Twinings Bioblends Lemon, Ginger & Turmeric 18 Tea Bags",Twinnings,4.0,14.81,per 100g,
5000225015464,Food Cupboard,Cooking Ingredients,Schwartz Hollandaise Sauce Mix,Schwartz,0.9,3.6,per 100g,Buy 3 for £2
5000234050302,Food Cupboard,Morrison's Bakes It,Whitworths Bake Chopped Apricots,Whitworths,2.0,1.43,per 100g,Buy 2 for £3
5029728010004,Food Cupboard,Rice Pudding & Desserts,Askeys Cornets,Askeys,1.1,0.052,each,Buy 2 for £2
5010034011403,Food Cupboard,Cooking Sauces & Kits,Ben's Original Vegetable Pilau Microwave Rice,Ben's,1.15,0.46,per 100g,Buy 3 for £3
0000050761180,Food Cupboard,"Table Sauces, Condiments & Dressings",Encona Thai Sweet Chilli Sauce ,Enco,1.0,0.704,per 100ml,"Offer price £1, was £1.25"
5010034011472,Food Cupboard,"Rice, Pasta, Noodles & Pulses",Ben's Original Caribbean Microwave Rice,Ben's,1.15,0.46,per 100g,Buy 3 for £3
7622201149611,Food Cupboard,Chocolate & Sweets,Cadbury Dairy Milk Fruit & Nut Chocolate Bar,Cadbury,1.5,0.8325,per 100g,"Offer price £1.50, was £2"
5000157064950,Food Cupboard,"Tins, Cans & Packets",Heinz Classic Vegetable Soup 4 Pack,Heinz,2.5,0.1567,per 100g,"Offer price £2.50, was £3"
5000168031118,Food Cupboard,Biscuits & Crackers,Mcvitie's Jaffa Cakes Lemon & Lime 10 Cakes,McVitie's,0.8,0.656,per 100g,"Offer price 80p, was £1"
5010525166568,Value Shop,Multi-saves,Morrisons Cinnamon Sticks,Morrisons,0.95,0.731,per 10g,Buy 2 for £1.50
5060367181281,Food Cupboard,"Jams, Honey & Spreads",Pip & Nut Smooth Almond Butter,Pip And Nut,2.6,1.528,per 100g,"Offer price £2.60, was £3.25"
5010793375754,Food Cupboard,"Tins, Cans & Packets",La Doria Ratatouille,La Doria,1.0,2.56,per kg,
5000354919275,Food Cupboard,Rice Pudding & Desserts,Angel Delight Space Dessert Kit,Angel Delight,1.6,1.7,per 100g,
5000354911859,Food Cupboard,Morrison's Bakes It,Be-Ro Plain Flour,Be-Ro,1.75,0.159,per 100g,
3045320094152,Food Cupboard,"Jams, Honey & Spreads",Bonne Maman Tangy Shred Marmalade,Bonne Maman,2.6,0.703,per 100g,
5030101031042,Vegan,Food Cupboard ,Bosh! Vegan Rub Smoky BBQ,Bosh!,1.8,2.77,per 100g,
5030101031035,Vegan,Food Cupboard ,Bosh! Vegan Rub Smoky Paprika,Bosh!,1.8,2.77,per 100g,
011179626625,Food Cupboard,Morrison's Bakes It,Bunny and Carrot Cupcake Kit,Unique Party,1.7,0.071,each,
5060040110010,Food Cupboard,Morrison's Bakes It,Clarks Original Maple Syrup blended with Carob Fruit Syrup,Clarks,2.0,1.11,per 100ml,
5013803000097,Free From,Wheat Free,Eat Natural High Fibre Bars,Eat Natural,0.5,0.37,per 100g,
0753854500102,Food Cupboard,Chocolate & Sweets,Hershey's Milk Chocolate ,Hershey's,0.8,2.0,per 100g,
5013635483259,World Foods,Asian,Ktc Jasmine Oil,KTC,1.5,0.6,per 100ml,
5020580370091,World Foods,Asian,Laila Chilli & Garlic Sauce,Laila,1.7,0.17,per 100ml,
5020580008567,World Foods,Asian,Laila Sweet Chilli Sauce,Laila,1.7,0.17,per 100ml,
0632169111145,World Foods,African Caribbean,Ors Olive Oil Glossing Hair Polisher With Pequi Oil ,Ors,6.4,3.62,per 100ml,
5060613124659,World Foods,Asian,Peacocks Ramadan Party Banner,Peacocks,4.0,0.0,each,
8712429350209,World Foods,Far Eastern,Nissin Demae Ramen Beef Noodles ,Enco,0.55,5.5,per kg,
5017079006104,Frozen,World Foods,Taj Diced Garlic,Taj,1.05,5.25,per kg,
5028051222221,Frozen,World Foods,Taj Crushed Ginger,Taj,0.85,0.213,per 100g,
5010003000292,Vegan,Food Cupboard ,Hovis Granary Wholemeal Bread,Hovis,1.75,0.219,per 100g,
5060194820919,World Foods,Asian,Desi Doll My 1st Arabic Alphabet Book,The Desi Doll Company,3.0,0.0,each,
5010436500017,World Foods,African Caribbean,Exeter Halal Corned Beef,Exeter,2.75,0.809,per 100g,
5010525103488,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Blue Hammered Effect Acrylic Pitcher,Morrisons,7.0,0.0,each,
5010525100883,Home & Garden,Bathroom,Morrisons Blue Stripe Bath Sheet,Morrisons,14.0,0.0,each,
5010251978121,Home & Garden,Dining,Morrisons Brown Faux Leather Table Mats,Morrisons,8.0,2.0,each,
5010525110370,Home & Garden,Home Office,Morrisons Bunny Design Fluffy Notebook A5,Morrisons,4.65,0.0,each,
5010525110356,Home & Garden,Home Office,Morrisons Bunny Design Fluffy Pencil Case,Morrisons,3.5,0.0,each,
5010525110363,Home & Garden,Home Office,Morrisons Bunny Design Sketch Book,Morrisons,3.5,0.0,each,
5010525083230,Home & Garden,Dining,Morrisons Cat Coaster Set,Morrisons,9.5,2.38,each,
5010525028828,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Cement Owl Candle,Morrisons,5.0,0.0,each,
5010251770893,Home & Garden,Bathroom, Morrisons Ceramic Toilet Brush Holder,Morrisons,10.0,0.0,each,
5010251887935,Home & Garden,Dining,Morrisons Charleshill Square Dinner Set 12 Piece Set,Morrisons,33.0,0.0,each,
5010525096001,Home & Garden,Bedroom,Morrisons Checked Grey Brushed Cotton Double Duvet Set,Morrisons,20.0,0.0,each,
5010525026039,Home & Garden,Kitchen,Morrisons Coffee Capsule Holder,Morrisons,5.5,0.0,each,
8690146128342,World Foods,Asian,Bebeto Assorted Fruit Twists ,Bebeto,1.0,0.455,per 100g,
5026489501888,World Foods,Asian,Cofresh Peri Peri Corn Crackers ,Cofresh,0.7,1.17,per 100g,
5026489500287,World Foods,Asian,Cofresh Peri Peri Grills,Cofresh,0.7,0.875,per 100g,
0888109000110,World Foods,Irish & American,Hostess Twinkies 10 Cakes ,World of Sweets,5.0,1.3,per 100g,
5020580050023,World Foods,African Caribbean,Island Sun Easy Cook Rice,Island Sun,5.75,1.15,per kg,
0077544505100,World Foods,Kosher,Osem Falafel Mix,Osem,1.45,0.806,per 100g,
5901135021883,World Foods,Eastern European,Prymat Onion,Prymat,2.9,0.097,per 10g,
5015093120172,World Foods,Asian,Royal Rassomalai Angoori Desert No Added Sugar ,Royal Rassomalai,3.5,0.7,per 100g,
0084685400010,World Foods,Kosher,Telma Matzo Ball Mix   ,Telma,1.4,16.67,per kg,
5014276230028,World Foods,Far Eastern,Yutaka Bamboo Sushi Rolling Mat,Yutaka,1.3,0.0,each,
5901696000051,World Foods,Eastern European,Profi Poultry Tomato Pate,Profi,0.65,0.496,per 100g,
5901135000437,World Foods,Eastern European,Prymat Ground Sweet Paprika Seasoning,Prymat,0.35,0.175,per 10g,
5060388318208,World Foods,Halal,Shazan Select HMC Peri Peri Baby Wholebird .8-1.2 KG,Shazan,3.75,3.75,per kg,
5016805007750,World Foods,Asian,Vee Tee Mega Extra Long Basmati Rice ,Veetee,9.0,1.8,per kg,
5026489480510,World Foods,Asian,Cofresh Hot Chilli Spirals,Cofresh,0.7,0.875,per 100g,
4066398010201,World Foods,Mediterranean,Halal Chicken Salami   ,Gama,1.8,0.36,per 100g,
5901067400831,World Foods,Eastern European,Kubus Banana and Apple Mousse,Polish Specialities,0.6,0.6,per 100g,
5060188692560,World Foods,Halal,Najma Bear Halal Delicious Turkey Slices ,Najma,1.25,1.39,per 100g,
5060035761654,World Foods,African Caribbean,Port Royal Cookin' Rice & Peas,Port Royal,2.5,1.0,per 100g,
5900783000424,World Foods,Eastern European,Pudliszki Ketchup,Pudliszki,1.15,0.24,per 100g,
5060388314521,World Foods,Halal,Shazan Select HMC Chicken Drums And Thighs,Shazan,4.5,4.5,per kg,
9421027190009,Fresh,Chilled Juice & Smoothies,"SodaStream Kombucha Original, 500ml",SodaStream,9.1,9.1,each,
3277390000553,Fresh,Yogurts,The Collective For Kids Strawberry Suckies,The Collective,3.8,0.633,per 100g,
5010251602842,Fresh,Desserts,Morrisons Dairy Spray Cream ,None,1.2,0.48,per 100g,
5010525062266,Value Shop,Savers,Morrisons  Savers Fromage Frais,Morrisons,0.85,0.129,per 100g,
5010525145181,Fresh,"Dips, Salads & Fillers",Morrisons The Best Pesto & Parm Houmous,Morrisons The Best,1.75,0.0,each,
0000009016149,Vegan,Fresh,Morrisons Red Pepper Houmous,Morrisons,1.25,0.625,per 100g,
7630486400730,Food Cupboard,Sugar & Sweeteners,Canderel Bake Caster Sugar Alternative,Canderel,4.0,10.81,per kg,
6006507005764,Food Cupboard,Cooking Ingredients,Cape Herb & Spice Rub Asian Stir Fry Seasoning,Cape Herb & Spice,3.0,3.0,per 100g,
5000254020958,Food Cupboard,Morrison's Bakes It,Dr. Oetker Number 0 Candle,Dr Oetker,1.0,0.0,each,
5000254021023,Food Cupboard,Morrison's Bakes It,Dr. Oetker Number 7 Candle,Dr Oetker,1.0,0.0,each,
5000157144270,Food Cupboard,"Table Sauces, Condiments & Dressings",Heinz Raspberry & Balsamic Salad Dressing Spray ,Heinz,2.0,1.0,per 100ml,
5000157025050,Food Cupboard,"Tins, Cans & Packets",Heinz Spaghetti Bolognese,Heinz,1.4,3.5,per kg,
5022775000943,Food Cupboard,Chocolate & Sweets,Just Wholefoods Vege Hogs,Just Wholefoods,2.0,2.86,per 100g,
1230000037068,Vegan,Food Cupboard ,Loma Linda Thai Green Curry ,Loma Linda,2.8,0.986,per 100g,
5020499000263,Food Cupboard,Chocolate & Sweets,Mega Bonfire Lollies 10PK,Mega,2.0,1.0,per 100g,
5010525151892,Food Cupboard,Morrison's Bakes It,Morrisons Baking Caramel,Morrisons,2.5,0.625,per 100g,
5010251521761,Food Cupboard,Morrison's Bakes It,Morrisons Bright White Piping Tube,Morrisons,1.5,1.25,per 100g,
5908260255817,World Foods,Eastern European,Oshee Vitamin Cocktail,Oshee,0.6,0.24,per 100ml,
5035251000085,World Foods,Asian,Pakeeza Mango Lassi,Pakeeza,3.0,0.3,per 100g,
5027906010952,World Foods,Mediterranean,Greenfields Mixed Herbs,Greenfields,1.0,0.2,per 10g,
5027906011706,World Foods,Asian,Greenfields Himalayan Salt,Greenfields,0.75,0.038,per 10g,
5023751000919,World Foods,Far Eastern,Ko - Lee Instant Noodles Chicken Flavour 5 Pack,Ko -Lee,1.15,3.29,per kg,
5013635389520,World Foods,Asian,KTC Minced Paste Garlic ,KTC,1.1,0.524,per 100g,
8801073110502,World Foods,Far Eastern,Samyang Hot Chicken Flavor Ramen ,Samyang,1.0,7.14,per kg,
5025042027469,World Foods,Mediterranean,Sunflower Seeds                   ,Fudco,1.35,0.54,per 100g,
5740900815308,World Foods,Kosher,Lurpak Lighter Spreadable,Lurpak,2.5,10.0,per kg,
5010801009237,World Foods,Eastern European,Morliny Polish Smoked Farmer's Sausage Wiejska,Morliny,1.1,1.1,per 100g,
5013635312146,World Foods,Asian,KTC Plum Peeled Tomatoes,KTC,0.45,0.113,per 100g,
5029266250054,Fresh,Pies & Quiches,Island Delight Curried Lamb Pattie,Island Delight,0.95,0.679,per 100g,
5013635410941,World Foods,Asian,KTC Lemon Juice,KTC,0.65,0.26,per 100ml,
5060060387188,World Foods,Asian,Crucials Garlic Flavoured Mayo Dip,Crucial Sauce Co,1.0,0.2,per 100ml,
8710522806593,Food Cupboard,"Rice, Pasta, Noodles & Pulses",King Pot Pasta Bolognese,Pot Noodle,1.0,1.37,per 100g,
8722700043119,Food Cupboard,"Tins, Cans & Packets",Knorr  Minestrone Dry Packet Soup,Knorr,0.9,1.45,per 100g,
5010251461050,Vegan,Food Cupboard ,Morrisons Cannelloni,Morrisons,0.8,3.2,per kg,
5010525010106,Food Cupboard,Breakfast Cereals Shop,Morrisons Triple Chocolate Clusters ,Morrisons,2.0,0.4,per 100g,
5015821145088,World Foods,Asian,Rajah Dhaniya Ground Coriander,Rajah,0.75,0.075,per 10g,
7613036483063,Food Cupboard,Cooking Ingredients,Maggi So Juicy Mixed Herbs Chicken Recipe Mix,Maggi,1.0,3.33,per 100g,
5010251494768,Food Cupboard,"Tins, Cans & Packets",Morrisons Premium Ham ,Morrisons,2.9,0.853,per 100g,
5050665037069,Food Cupboard,"Rice, Pasta, Noodles & Pulses",Naked Noodle Egg Noodles Thai Green Curry ,Naked Noodle,1.2,15.38,per kg,
8001060012578,Food Cupboard,Cooking Sauces & Kits,Sacla Fiery Chilli Pesto,Sacla,2.75,1.45,per 100g,
5000225018816,Food Cupboard,Schwartz Shop - Sponsored ,Schwartz Mild Curry Powder Drum,Schwartz,1.65,0.194,per 10g,
5000175409023,Food Cupboard,"Tins, Cans & Packets",Batchelors Cup a Soup Chicken Noodle 4 Sachets,Batchelors,1.2,1.28,per 100g,
5023746473285,Food Cupboard,Pickled Foods,Garner's Pickled Shallots (300g),Garner's,3.25,2.03,per 100g,
0072417187612,Food Cupboard,Biscuits & Crackers,Maryland Jaffanator Choc Orange Cookies,Maryland,1.35,0.587,per 100g,
0000009011571,Food Cupboard,Morrison's Bakes It,Morrisons Black Colouring,Morrisons,1.0,0.263,per 10ml,
5010525057286,Food Cupboard,"Crisps, Snacks & Nuts",Morrisons Breaded Mozzarella Sticks & Dip ,Morrisons,2.5,12.5,per kg,
5010525093093,Food Cupboard,Morrison's Bakes It,Morrisons Chopped Almonds,Morrisons,2.0,1.6,per 100g,
5000354916335,Food Cupboard,Morrison's Bakes It,Mr Kipling Unicorn Vanilla Flavour Icing ,Mr Kipling,2.5,6.25,per kg,
8410076492852,Food Cupboard,Cooking Sauces & Kits,Old El Paso Pulled Meat Seasoning Mix,Old El Paso,1.0,4.0,per 100g,
5000225008510,Food Cupboard,Schwartz Shop - Sponsored ,Schwartz Kebab Seasoning ,Schwartz,1.65,3.44,per 100g,
0604947809155,Food Cupboard,Morrison's Bakes It,Supergood Ooey Gooey Brownie Mix,Supergood,2.5,0.871,per 100g,
