GTIN,Category,Sub Category,Product,Brand,Price,Unit Price,Unit,Offer
3600524029869,Toiletries & Beauty,Hair Care,L'Oreal Paris Elvive Hyaluronic Shampoo,L'Oreal,6.5,1.3,per 100ml,
3600522783220,Toiletries & Beauty,Skin Care,L'Oreal Age Perfect Wipes ,L'Oreal,2.5,0.1,each,"Offer price £2.50, was £5"
5000198136401,Toiletries & Beauty,Dental Care,Poligrip Denture Fixative Cream Flavour Free ,Poligrip,2.75,6.88,per 100g,
3600523232536,Toiletries & Beauty,"Bath, Shower & Soap",L'Oreal Men Expert Total Clean Shower Gel,L'Oreal,1.5,0.5,per 100ml,"Offer price £1.50, was £3"
5011408064971,Toiletries & Beauty,Hair Care,L'Oreal Paris Excellence Creme Natural Brown 5 Permanent Hair Dye      ,L'Oreal,7.5,0.0,each,Buy 2 for £11
3600524029647,Toiletries & Beauty,Hair Care,L'Oreal Paris Elvive Hyaluronic Conditioner ,L'Oreal,6.5,1.63,per 100ml,
5000101959509,Toiletries & Beauty,"Bath, Shower & Soap",Carex Antibacterial Moisture Plus Handwash,Carex,1.0,0.4,per 100ml,Carex Handwash £2.50 - Online Exclusive
5000101665400,Toiletries & Beauty,"Bath, Shower & Soap",Carex Antibacterial Aloe Vera Handwash,Carex,1.0,0.4,per 100ml,Carex Handwash £2.50 - Online Exclusive
5000101346170,Toiletries & Beauty,Great British Brands - Sponsored ,Carex Antibacterial Handwash Original,Carex,1.0,0.4,per 100ml,Carex Handwash £2.50 - Online Exclusive
5010251543336,Value Shop,50p & £1,Morrisons Night Time Ultra Towels with Wings,Morrisons,0.5,0.05,each,"Offer price 50p, was 65p"
5010251511847,Toiletries & Beauty,Skin Care,Nutmeg Sensitive Facial Wipes ,Morrisons,1.0,0.04,each,Buy 3 for £2
5010251543329,Value Shop,50p & £1,Morrisons Super Ultra Towels with Wings,Morrisons,0.5,0.0415,each,"Offer price 50p, was 65p"
5000101505140,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Fijian Waterfall & Zesty Bergamot Shower Gel 250Ml,Imperial Leather,1.0,0.4,per 100ml,Buy 2 for £1.80
4005808795697,Toiletries & Beauty,"Bath, Shower & Soap",Nivea Coconut Shower Gel,Nivea,1.0,0.4,per 100ml,"Offer price £1, was £1.50"
5000101506697,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Botanical Garden Hand Wash,Imperial Leather,1.0,0.308,per 100ml,Buy 2 for £1.80
5035766641155,"Beer, Wines & Spirits",Beer,John Smith's Extra Smooth Ale Cans,John Smith's,9.6,2.18,per litre,Buy 3 for £19.99
5035766381402,"Beer, Wines & Spirits",Lager,Kronenbourg 1664 Lager Beer Cans,Kronenbourg 1664,11.0,2.5,per litre,Buy 3 for £19.99
5011007021054,"Beer, Wines & Spirits",Whisky Shop - Sponsored,Jameson Irish Whiskey,Jameson,24.0,34.29,per litre,
5035766044086,"Beer, Wines & Spirits",Cider,Strongbow Dark Fruit Cider Cans,Strongbow,9.0,2.0428,per litre,"Offer price £9, was £10.75"
5000101505409,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Calming Moonlit Skies & White Cashmere Bath,Imperial Leather,1.0,0.2,per 100ml,Imperial leather Bundle £2.50 - Online Exclusive
5010251543695,"Health, Wellbeing & Medicines",Women's Health,Morrisons Comfort Pads Extra Plus,Morrisons,1.55,0.194,each,Buy 3 for £3
4005808123834,Toiletries & Beauty,"Bath, Shower & Soap",NIVEA Creme Soft Shower Cream ,Nivea,1.0,0.4,per 100ml,"Offer price £1, was £1.47"
8718951425439,Toiletries & Beauty,"Bath, Shower & Soap",Palmolive Memories Of Nature Berry Picking Shower Gel,Palmolive,1.0,0.4,per 100ml,Palmolive Shower Multisave £2.50-Online Exclusive
5010251543305,Value Shop,50p & £1,Morrisons Normal Ultra Towels without Wings,Morrisons,0.5,0.0315,each,"Offer price 50p, was 65p"
8710908180811,Toiletries & Beauty,Hair Care,Alberto Balsam Raspberry Shampoo,Alberto Balsam,1.0,0.286,per 100ml,Buy 2 for £1.80
5035766381426,"Beer, Wines & Spirits",Lager,Kronenbourg 1664 Lager Beer Bottles,Kronenbourg 1664,10.5,3.18,per litre,Buy 3 for £19.99
5035766049487,"Beer, Wines & Spirits",Cider,Strongbow Original Cider ,Strongbow,13.0,1.64,per litre,Buy 2 for £20
5010251952411,"Beer, Wines & Spirits",Gin Shop,Morrisons Unwaxed Lemons Bumper Pack,Morrisons,0.89,0.2229,each,"Offer price 89p, was 99p"
5010525062631,Freshly Prepared,Fresh Fruit & Veg,Morrisons Strawberries ,Morrisons,2.69,4.1385,per kg,"Offer price £2.69, was £2.99"
5010251850700,Fruit & Veg,Fruit,Morrisons Large Oranges,Morrisons,1.99,0.498,each,Buy 2 for £3
5000101077005,Toiletries & Beauty,"Bath, Shower & Soap",Original Source Vanilla & Raspberry Shower Gel,Original Source,1.2,0.48,per 100ml,Buy 2 for £2
5000101505423,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Moroccan Sunset & Golden Argan Oil Bath,Morrisons,1.0,0.2,per 100ml,Imperial leather Bundle £2.50 - Online Exclusive
5000101505201,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Moroccan Sunset & Golden Argan Oil Shower Cream,Morrisons,1.0,0.4,per 100ml,Buy 2 for £1.80
8718951430235,Toiletries & Beauty,"Bath, Shower & Soap",Palmolive Memories Of Nature Sunset Relax Shower Gel ,Palmolive,1.0,0.4,per 100ml,Palmolive Shower Multisave £2.50-Online Exclusive
8714789970202,Toiletries & Beauty,Dental Care,Colgate Deep Clean Whitening Toothpaste ,Colgate,1.5,2.0,per 100ml,"Offer price £1.50, was £1.95"
5010251509189,Drinks,Mixers & Adult Soft Drinks,Morrisons Soda Water,Morrisons,0.6,0.06,per 100ml,Buy 4 for £2
5449000673039,"Beer, Wines & Spirits",Schweppes & Coke Mixers Shop - Sponsored ,Diet Coke Bottle,Coca-Cola,1.85,0.093,per 100ml,Buy 2 for £3
5449000239662,"Beer, Wines & Spirits",Schweppes & Coke Mixers Shop - Sponsored ,Coca - Cola Zero Sugar Bottle,Coca Cola,1.85,0.093,per 100ml,Buy 2 for £3
5060282180369,Frozen,"Ice Cream, Desserts & Fruits",Ice Club Classic Ice Cubes,Ice Club,1.0,0.556,per kg,Kensington Palaces Kopparberg Bundle
5014379012866,"Beer, Wines & Spirits",Beer,Stella Artois Premium Lager Beer Cans,Stella Artois,11.0,2.5,per litre,Buy 3 for £19.99
5449000244703,"Beer, Wines & Spirits",Schweppes & Coke Mixers Shop - Sponsored ,Diet Coke No Caffeine Bottle,Coca Cola,1.85,0.093,per 100ml,Buy 2 for £3
4060800130754,Inspiration,Party Shop,Pepsi Max Cans,Pepsi,8.0,0.1011,per 100ml,"Offer price £8, was £9.50"
3574660050516,Baby & Toddler,Maternity & New Baby,Carefree Cotton Fresh Scented Breathable Pantyliners,Carefree,1.0,0.05,each,Buy 2 for £1.70
5031550150025,Toiletries & Beauty,"Bath, Shower & Soap",Original Source Tea Tree & Mint Shower Gel,Original Source,1.2,0.48,per 100ml,Buy 2 for £2
8718951424180,Toiletries & Beauty,"Bath, Shower & Soap",Palmolive Memories Of Nature Flower Field Shower Gel,Palmolive,1.0,0.4,per 100ml,Palmolive Shower Multisave £2.50-Online Exclusive
5000101185113,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Marshmallow Bath,Imperial Leather,1.0,0.2,per 100ml,Imperial leather Bundle £2.50 - Online Exclusive
5010251628095,Toiletries & Beauty,Skin Care,Nutmeg Normal Facial Skin Wipes ,Morrisons,1.0,0.04,each,Buy 3 for £2
5000101505386,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Enchanted Escape & Midnight Orchid Bath,Imperial Leather,1.0,0.2,per 100ml,Imperial leather Bundle £2.50 - Online Exclusive
5000186481001,Household,Cleaning Cupboard,Domestos Original Thick Bleach,Domestos,1.0,1.33,per litre,
5000186735036,Household,Cleaning Cupboard,Cif Original Cream Cleaner,Cif,1.0,2.0,per litre,
8710908879258,Household,Cleaning Cupboard,Domestos Power 5 Pink Magnolia Toilet Rim Block 1pc,Domestos,1.0,0.0,each,
5010038444252,"Beer, Wines & Spirits",Lager,Carling Original Lager,Carling,13.5,1.7,per litre,Buy 2 for £20
0764253505452,"Beer, Wines & Spirits",Wine & Champagne,McGuigan Black Label Shiraz,McGuigan,6.5,6.5,per 75cl,Buy 3 for £15
8005493003387,"Beer, Wines & Spirits",Wine & Champagne,Primo Vere Pinot Grigio     ,Primo Vere,5.75,5.75,per 75cl,Buy 3 for £15
5010251511465,Inspiration,Party Shop,Morrisons The Best Prosecco DOC,Morrisons The Best,7.99,7.99,per 75cl,"Buy 3 Morrisons the best Wine, save 25%"
5010251782155,Home & Garden,Home Office,Morrisons Peel & Seal C6 Envelopes,Morrisons,0.25,0.01,each,"Offer price 25p, was £1.10"
5010251978428,Home & Garden,Kitchen,Home Essentials Grey Terry Tea Towels,Morrisons Home Essentials,2.4,0.8,each,"Offer price £2.40, was £3"
5010251956754,Home & Garden,"Laundry, Cleaning & Storage",Morrisons Pegs 30Pk,Morrisons,2.0,0.067,each,Peg and Peg Bag Bundle
4015400627968,"Health, Wellbeing & Medicines",Women's Health,Always Discreet Incontinence Pads+ Long For Sensitive Bladder 20 pack,Always,4.0,0.2,each,"Offer price £4, was £4.70"
5000101506673,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Cotton Clouds Hand Wash,Imperial Leather,1.0,0.308,per 100ml,Buy 2 for £1.80
0017854064836,Toiletries & Beauty,"Bath, Shower & Soap",Baylis & Harding Antibacterial Hand Wash Jasmine & Apple Blossom,Baylis & Harding,1.5,0.3,per 100ml,"Offer price £1.50, was £2"
3574660038408,Baby & Toddler,Maternity & New Baby,Carefree Cotton Breathable Pantyliners,Carefree,1.0,0.05,each,Buy 2 for £1.70
8710908178399,Toiletries & Beauty,Hair Care,Alberto Balsam Juicy Green Apple Shampoo ,Alberto Balsam,1.0,0.286,per 100ml,Buy 2 for £1.80
0000050096725,Value Shop,50p & £1,Sure Men Sensitive Anti-Perspirant Deodorant Roll On,Sure,1.0,2.0,per 100ml,"Offer price £1, was £2"
5031550150056,Toiletries & Beauty,"Bath, Shower & Soap",Original Source Lime Shower Gel,Original Source,1.2,0.48,per 100ml,Buy 2 for £2
8717163824917,Household,Household Clean Up - Sponsored,Cif Kitchen Ecorefill ,Cif,1.5,2.14,per 100ml,
8720181109553,Household,Laundry,Surf Tropical Lily Concentrated Liquid Laundry Detergent 44 Washes,Surf,5.0,4.21,per litre,
8717163536476,Household,Cleaning Cupboard,Cif Citrus Power & Shine Bathroom Mousse,Cif,2.5,5.0,per litre,
5413149980761,Household,Dishwashing,Fairy Original Washing Up Liquid Green with LiftAction,Fairy,1.45,3.35,per litre,Buy 2 for £2
4084500870628,Household,Dishwashing,Fairy Original Washing Up Liquid,Fairy,1.75,2.24,per litre,"Offer price £1.75, was £2"
0764253505186,"Beer, Wines & Spirits",Wine & Champagne,McGuigan Black Label Merlot,McGuigan,6.5,6.5,per 75cl,Buy 3 for £15
5014379012972,"Beer, Wines & Spirits",Lager,Stella Artois Premium Lager Beer Bottles,Stella Artois,11.0,2.78,per litre,Buy 3 for £19.99
5449000133380,Drinks,Schweppes Shop - Sponsored,Schweppes Slimline Indian Tonic Water,Schweppes,1.3,0.13,per 100ml,"Offer price £1.30, was £1.75"
9311043039317,"Beer, Wines & Spirits",Wine & Champagne,Hardys Nottage Hill Chardonnay,Hardys,6.5,6.5,per 75cl,Buy 3 for £15
5010251509134,"Beer, Wines & Spirits",Spirits & Liqueurs,Morrisons Diet Bitter Lemon,Morrisons,0.6,0.06,per 100ml,Buy 4 for £2
5010251987260,"Beer, Wines & Spirits",Wine & Champagne,Morrisons The Best Prosecco Valdobbiadene DOCG ,Morrisons The Best,10.0,10.0,per 75cl,"Buy 3 Morrisons the best Wine, save 25%"
5010525053219,Home & Garden,Bathroom,Morrisons Grey Striped Supersoft Hand Towel,Morrisons,5.0,0.0,each,Buy 2 for £7.50
5010525089799,Home & Garden,Home Office,Morrisons Under The Sea Stationery Pouch,Morrisons,1.5,,,"Offer price £1.50, was £5"
5000394140967,Home & Garden,Batteries,Duracell Plus AA ,Duracell,10.75,0.8962,each,"Offer price £10.75, was £11"
5010525184432,Home & Garden,Dining,Nutmeg Home Habitation Plates,Nutmeg,1.0,0.1,each,"Offer price £1, was £1.75"
5010251956747,Home & Garden,"Laundry, Cleaning & Storage",Morrisons Peg Bag,Morrisons,2.5,0.0,each,Peg and Peg Bag Bundle
5010525135236,Home & Garden,Bathroom,Morrisons Blue Stripe 100% Cotton Hand Towel,Morrisons,5.0,0.0,each,Buy 2 for £7.50
5010251978411,Home & Garden,Kitchen,Home Essentials Red Terry Tea Towels ,Morrisons Home Essentials,2.4,0.8,each,"Offer price £2.40, was £3"
5010251543688,"Health, Wellbeing & Medicines",Women's Health,Morrisons Comfort Pads Extra,Morrisons,1.55,0.155,each,Buy 3 for £3
5000101501265,Toiletries & Beauty,"Bath, Shower & Soap",Imperial Leather Mermazing Bath Gel,Imperial Leather,1.0,0.2,per 100ml,Imperial leather Bundle £2.50 - Online Exclusive
8718951416772,Toiletries & Beauty,"Bath, Shower & Soap",Sanex Zero % Sensitive Skin Shower Gel,Sanex,2.0,0.4447,per 100ml,"Offer price £2, was £3"
5010251602262,Household,Dishwashing,Morrisons Rinse Aid,Morrisons,1.55,3.88,per litre,Dishwasher Tablets & Rinse Aid -Both for £5.50
8001090431714,Household,Dishwashing,Fairy Washing Up Liquid Antibacterial,Fairy,1.45,4.26,per litre,Buy 2 for £2
8717644733745,Household,Household Clean Up - Sponsored,Comfort Pure Fabric Conditioner,Comfort,4.0,1.3333,per litre,"Offer price £4, was £4.50"
5413149980594,Household,Dishwashing,Fairy Original Washing Up Liquid Lemon with LiftAction,Fairy,1.45,3.35,per litre,Buy 2 for £2
5010251781127,Household,Laundry,Morrisons Laundry Non Bio Gel 28 Washes,Morrisons,1.65,1.965,per litre,"Offer price £1.65, was £3.30"
5060507600184,Frozen,"Ice Cream, Desserts & Fruits",Speakeasy Limoncello Ice Cream ,Speakeasy,5.5,1.1,per 100ml,
5060208330120,Frozen,"Ice Cream, Desserts & Fruits",Peppa Pig Strawberry & Vanilla Ice Cream Lollies 6 Pack,Peppa Pig,2.0,1.04,per 100g,Buy 2 for £3.50
5010525163307,Frozen,"Ice Cream, Desserts & Fruits",Morrisons Strawberry Daiquiri Mix,Morrisons,2.0,0.667,per 100g,Buy 2 for £3.50
5010525163291,Frozen,"Ice Cream, Desserts & Fruits",Morrisons Red Sangria Mix,Morrisons,2.0,0.667,per 100g,Buy 2 for £3.50
5010525163314,Frozen,"Ice Cream, Desserts & Fruits",Morrisons Passion Star Martini Mix,Morrisons,2.0,0.667,per 100g,Buy 2 for £3.50
5391528180073,Frozen,Easy Meal Times,Strong Roots Oven Baked Sweet Potato Chips,Strong Roots,2.0,4.0,per kg,"Offer price £2, was £2.95"
5011348008639,Value Shop,Price Cuts,Banks's Amber Bitter Ale Beer,Banks,0.89,1.78,per litre,"Offer price 89p, was 95p"
5014379005103,Inspiration,Party Shop,Budweiser Lager Beer Cans,Budweiser,10.5,2.39,per litre,Buy 3 for £19.99
5449000154774,Value Shop,Price Cuts,Diet Coke Caffeine Free Cans,Coca-Cola,3.25,0.1228,per 100ml,"Offer price £3.25, was £4.50"
5010262100030,Jubilee,Drinks,Pimms No1,Pimms,12.0,12.0,per litre,"Offer price £12, was £20"
3168430318618,Home & Garden,Kitchen,Tefal Titanium Excellence Wok 28Cm,Tefal,18.0,,,"Offer price £18, was £26"
7612720208159,Home & Garden,Car Care & Accessories,Little Trees Air Freshener Sherbert Lemon,Little Trees,0.75,,,"Offer price 75p, was £1.50"
5010525029122,Home & Garden,"BBQ, Garden & Outdoor Living",Morrisons Path Marker Light ,Morrisons,6.0,1.0,each,Buy 2 for £10
5010525053202,Home & Garden,Bathroom,Morrisons Grey Striped Supersoft Face Cloth,Morrisons,1.5,0.0,each,Buy 2 for £2
5010123730222,Toiletries & Beauty,Dental Care,Listerine Total Care Mouthwash,Listerine,2.4,0.48,per 100ml,"Offer price £2.40, was £4.80"
5010251775393,Baby & Toddler,Maternity & New Baby,Morrisons Maxi Night Comfort Pads ,Morrisons,1.0,0.1665,each,"Offer price £1, was £1.55"
8718951388642,Toiletries & Beauty,"Bath, Shower & Soap",Sanex Biome Protect Dermo Moisturising Shower Gel,Sanex,2.0,0.4447,per 100ml,"Offer price £2, was £3"
5010724534847,Toiletries & Beauty,Dental Care,Arm & Hammer Advance White Pro Toothpaste ,Arm & Hammer,1.75,2.335,per 100ml,"Offer price £1.75, was £3.50"
7322540557466,Baby & Toddler,Maternity & New Baby,lights by TENA Long Incontinence Liners,Tena,1.75,,,"Offer price £1.75, was £2"
5412533416985,Household,Dishwashing,Ecover Lily & Lotus Washing Liquid,Ecover,0.8,0.178,per 100ml,"Offer price 80p, was £1.60"
4084500870772,Household,Dishwashing,Fairy Original Washing Up Liquid Lemon,Fairy,1.75,2.24,per litre,"Offer price £1.75, was £2"
5011417561928,Household,Cleaning Cupboard,Dettol Antibacterial Disinfectant Surface Cleaning Spray,Dettol,1.5,3.0,per litre,"Offer price £1.50, was £2"
5010251781257,Household,Dishwashing,Morrisons All In 1 Lemon Dishwasher Tablets,Morrisons,4.75,0.079,each,Dishwasher Tablets & Rinse Aid -Both for £5.50
5010251781066,Household,Laundry,Morrisons Laundry Gel Bio 28 Washes,Morrisons,1.65,1.965,per litre,"Offer price £1.65, was £3.30"
8001090011541,Household,Dishwashing,Fairy Original All In One Dishwasher Tablets Lemon 22 pack,Fairy,3.0,0.136,each,Price Held
5020042001532,Household,Cleaning Cupboard,Buster Bathroom Plughole Unblocker,Buster,2.5,8.3357,per litre,"Offer price £2.50, was £3.50"
5011417561942,Household,Cleaning Cupboard,Dettol Antibacterial Disinfectant Surface Cleaning Spray Lime & Mint,Dettol,1.75,2.3333,per litre,"Offer price £1.75, was £3"
8712100889288,Frozen,"Ice Cream, Desserts & Fruits",Solero Exotic Explosion Ice Cream Sticks,Solero,2.0,0.741,per 100ml,Buy 2 for £3.50
8000920473696,Inspiration,Party Shop,"Twister Mini Pineapple, Lemon-Lime and Strawberry Ice Cream Lollies",Twister,2.0,0.5,per 100ml,Buy 2 for £3.50
8712100870965,Frozen,"Ice Cream, Desserts & Fruits",Solero Redberries,Solero,2.0,0.741,per 100ml,Buy 2 for £3.50
5391528181100,Frozen,Chips & Potatoes,Strong Roots Sweet Potato Hash Brown,Strong Roots,3.0,8.57,per kg,Buy 2 for £5
9312088001642,"Beer, Wines & Spirits",Wine & Champagne,Wolf Blass Vineyards Release Shiraz ,Morrisons The Best,6.25,6.25,per 75cl,Buy 3 for £15
0764253003705,"Beer, Wines & Spirits",Wine & Champagne,McGuigan Black Label Chardonnay ,McGuigan,6.5,6.5,per 75cl,Buy 3 for £15
5449000004451,"Beer, Wines & Spirits",Schweppes & Coke Mixers Shop - Sponsored ,Diet Coke Cans,Coca-Cola,3.25,0.1228,per 100ml,"Offer price £3.25, was £4.50"
5010251491514,Drinks,Water,Morrisons Yorkshire Vale Spring Still Water,Morrisons,0.6,0.03,per 100ml,
5010251484851,Drinks,Water,Morrisons No Added Sugar Sparkling Lemon & Lime Spring Water ,Morrisons,0.6,0.06,per 100ml,
5010251491521,Drinks,Water,Morrisons Still Spring Water,Morrisons,1.6,0.02,per 100ml,Buy 2 for £2.50 Online Exclusive
5010251484776,Drinks,Water,Morrisons No Added Sugar Still Orange & Peach Spring Water ,Morrisons,0.6,0.06,per 100ml,
5000382015246,Drinks,Fizzy Drinks,IRN-BRU Sugar Free,Irn-Bru,7.5,0.095,per 100ml,
5000394142268,Home & Garden,Batteries,Duracell Plus 9V Batteries,Duracell,7.5,3.7548,each,"Offer price £7.50, was £7.75"
8006540222683,Home & Garden,Candles & Home Fragrance,Febreze Zero Bathroom Air Freshener Water Lily,Febreze,3.0,0.0,each,Buy 2 for £4
5010525184425,Home & Garden,Dining,Nutmeg Home Habitation Napkins,Nutmeg,1.0,0.0503,each,"Offer price £1, was £1.75"
5010525135229,Home & Garden,Bathroom,Morrisons Blue Stripe 100% Cotton Face Cloth,Morrisons,1.5,0.0,each,Buy 2 for £2
5010525098128,Home & Garden,Bedroom,Morrisons Easy Care Cotton White Housewife Pillow Cases 2Pk,Morrisons,2.0,,,"Offer price £2, was £2.50"
8006540222713,Home & Garden,Candles & Home Fragrance,Febreze Zero Bathroom Air Freshener Aqua,Febreze,3.0,0.0,each,Buy 2 for £4
5010251628101,Toiletries & Beauty,Skin Care,Nutmeg Dry Skin Facial Wipes ,Morrisons,1.0,0.04,each,Buy 3 for £2
8710908177071,Toiletries & Beauty,Hair Care,Alberto Balsam Coconut & Lychee Nourishing Shampoo,Alberto Balsam,1.0,0.286,per 100ml,Buy 2 for £1.80
5010525118727,Household,Cleaning Cupboard,Morrisons Extra Wear Gloves Medium,Morrisons,2.0,0.0,each,Bin Liners & Rubber Gloves Bundle - 2 for £3
8001841232034,Big Cleaning Event,Air Care,Febreze Bathroom Air Freshener Cotton Fresh,Febreze,3.0,0.0,each,Buy 2 for £4
8712566291168,Value Shop,Price Cuts,Wall's Soft Scoop Vanilla Light Ice Cream Dessert ,Wall's,2.0,0.1113,per 100ml,"Offer price £2, was £2.30"
5010525166780,Frozen,"Ice Cream, Desserts & Fruits",Morrisons The Best Macaron Selection 12 Pack,Morrisons The Best,2.99,2.27,per 100g,
5010525166827,Frozen,"Ice Cream, Desserts & Fruits",Morrisons The Best Tiramisu,Morrisons The Best,3.5,0.737,per 100g,
5012616291715,"Health, Wellbeing & Medicines","Cough, Cold & Flu",Beconase Hayfever Relief Nasal Spray - Non-drowsy - 100 Sprays,Beconase,4.0,4.0,per 100ml,"Offer price £4, was £6"
5012616265501,"Health, Wellbeing & Medicines",Allergy & Hay Fever Relief,Becodefence Plus Allergy Defence Nasal Spray - Non-drowsy - 120 sprays,Becodefense,6.0,30.0,per 100ml,"Offer price £6, was £12"
5000309007514,"Health, Wellbeing & Medicines",Digestive Health,Nexium Control,Nexium,6.0,0.8571,each,"Offer price £6, was £7"
3574661028262,"Health, Wellbeing & Medicines",Digestive Health,Imodium Instants Loperamide Hydrochloride ,Imodium,6.5,0.542,each,
5012131570807,"Health, Wellbeing & Medicines",Stop Smoking,Nicotinell Fruit Nicotine Gum 2mg,Nicotinell,13.0,0.135,each,"Buy 1 Gum, 1 Toothpaste and  for £14"
0764253500204,"Beer, Wines & Spirits",Wine & Champagne,McGuigan Black Label Red ,McGuigan,6.5,6.5,per 75cl,Buy 3 for £15
5000193020729,Drinks,Schweppes Shop - Sponsored,Schweppes Slimline Indian Tonic Water,Schweppes,4.9,0.272,per 100ml,Buy 2 for £8
7808725402252,"Beer, Wines & Spirits",Wine & Champagne,Root 1 Sauvignon Blanc,Root 1,4.69,4.69,per 75cl,"Offer price £4.69, was £7.75"
5014379004687,"Beer, Wines & Spirits",Beer,Budweiser Lager Beer Bottles,Budweiser,10.0,2.78,per litre,Buy 3 for £19.99
5035766181279,"Beer, Wines & Spirits",Lager,Foster's Lager Beer Cans,Foster's,9.25,2.1,per litre,Buy 3 for £19.99
5035766062356,"Beer, Wines & Spirits",Lager,Amstel Lager Beer Bottles,Amstel,9.65,2.68,per litre,Buy 3 for £19.99
5449000031341,"Beer, Wines & Spirits",Schweppes & Coke Mixers Shop - Sponsored ,Coca-Cola Zero Sugar Cans,Coca-Cola,3.25,0.1228,per 100ml,"Offer price £3.25, was £4.50"
5016769993724,Drinks,Milk & Dairy Drinks,Actimel Multifruit Yogurt Drinks,Actimel,3.0,0.375,per 100g,Buy 2 for £4.50
8712100712319,Food Cupboard,"Tea, Coffee & Hot Drinks",PG tips Original 80 Tea Bags,Pg Tips,2.0,0.864,per 100g,"Offer price £2, was £2.50"
8712100712494,Food Cupboard,"Tea, Coffee & Hot Drinks",PG tips Original Tea Bags 240 pack,Pg Tips,4.5,0.647,per 100g,
5449000300935,Drinks,Coca Cola Shop - Sponsored,Coca-Cola Zero Sugar Zero Caffeine,Coca Cola,1.85,0.093,per 100ml,Buy 2 for £3
5054267003477,Drinks,Squash,Ribena Blackcurrant No Added Sugar ,Ribena,2.75,0.1833,per 100ml,"Offer price £2.75, was £3.75"
5054267000629,Drinks,Energy & Sports,Lucozade Energy Original,Lucozade,2.0,1.32,per litre,
5010525053226,Home & Garden,Bathroom,Morrisons Grey Striped Supersoft Bath Towel,Morrisons,8.0,0.0,each,Buy 2 for £12
7612720841042,Home & Garden,Car Care & Accessories,Little Trees Clip Air Freshener Black Ice,Little Trees,1.25,,,"Offer price £1.25, was £2.50"
5000394141865,Home & Garden,Batteries,Duracell Plus C Batteries,Duracell,7.0,1.7523,each,"Offer price £7, was £7.75"
5010525053233,Home & Garden,Bathroom,Morrisons Grey Striped Supersoft Bath Sheet,Morrisons,12.0,0.0,each,Buy 2 for £18
8006540421529,Household,Dishwashing,Fairy Max Power Tea Tree Antibacterial Anti-Leak,Fairy,1.75,3.885,per litre,"Offer price £1.75, was £2"
8001841232003,Big Cleaning Event,Air Care,Febreze Bathroom Air Freshener Blossom & Breeze,Febreze,3.0,0.0,each,Buy 2 for £4
5011417563458,Household,Cleaning Cupboard,Dettol Power & Pure Advance Bathroom,Dettol,2.0,2.0,per litre,"Offer price £2, was £4"
5011476100175,Food Cupboard,Breakfast Cereals Shop,Nestle Nesquik Cereal,Nesquik,2.65,0.707,per 100g,Buy 2 for £4
5011417563441,Household,Cleaning Cupboard,Dettol Antibacterial Disinfectant Multi Surface Spray Pomegranate,Dettol,2.0,2.0,per litre,"Offer price £2, was £4"
5000116101580,Frozen,Easy Meal Times,Birds Eye 12 Crispy Chicken Dippers,Birds Eye,1.8,8.18,per kg,
5391520188749,Frozen,Easy Meal Times,GoodFella's Takeaway The Big Cheese Pizza,Goodfella's,3.8,6.85,per kg,
5000205047294,Frozen,Fish & Seafood,Young's Chip Shop 4 Cod Fillets,Young's,3.5,8.75,per kg,"Offer price £3.50, was £4"
5010251488200,Value Shop,Price Cuts,Morrisons British Garden Peas,Morrisons,0.99,0.6603,per kg,"Offer price 99p, was £1.09"
5010251464020,Frozen,Easy Meal Times,Morrisons Broccoli Florets,Morrisons,0.69,0.69,per kg,"Offer price 69p, was 89p"
5051562004703,"Health, Wellbeing & Medicines",Stop Smoking,Nicotinell Lozenge Mint 1 Mg,Nicotinell,16.0,0.111,each,
5010251524748,"Health, Wellbeing & Medicines",Pain Relief,Morrisons Paracetamol 500 Mg Caplets,Morrisons,0.29,0.0183,each,"Offer price 29p, was 65p"
5017353502889,"Health, Wellbeing & Medicines",Pain Relief,Galphar Ibuprofen 200Mg Caplets,Galpharm,0.39,0.0246,each,"Offer price 39p, was 65p"
5000309007668,"Health, Wellbeing & Medicines",Pain Relief,Anadin Extra,Anadin,1.5,0.0938,each,"Offer price £1.50, was £2"
9311220004343,"Beer, Wines & Spirits",Wine & Champagne,19 Crimes Red ,19 Crimes,9.0,9.0,per 75cl,Buy 3 for £18
5056025453302,"Beer, Wines & Spirits",Lager,Brewdog Lost Lager,BrewDog,11.0,2.5,per litre,Buy 3 for £19.99
7798039597839,"Beer, Wines & Spirits",Wine & Champagne,Alzar            Malbec           ,Alzar,6.0,6.0,per 75cl,Buy 3 for £15
5014379004786,Inspiration,Party Shop,Budweiser Lager Beer Bottles,Budweiser,14.0,2.33,per litre,Buy 2 for £20
5010998992640,"Beer, Wines & Spirits",Wine & Champagne,Morrisons The Best Marlborough Sauvignon Blanc ,Morrisons The Best,8.0,8.0,per 75cl,"Buy 3 Morrisons the best Wine, save 25%"
