Product Code,Desc,Wholesale Size,Order Size,Pack Size,Retail EAN,Vat Rate,Brand,Price Promo,Image URL,Subcat,Category,RSP,POR,Calculated Wholesale Price,Calculated Wholesale Price (Corrected VAT),Multi Buy,Multi Buy Mechanic,Date Scraped
424468,Comfort Pure Fabric Conditioner 36 Wash 1.26 l,1.26Ltr × 1,1,1.26Ltr,8710447398197	,Standard,Comfort,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/8710447398197.jpg,Laundry,Grocery,£3.99,17.29%,3.3,3.47,NO,NA,16-08-2022
418444,Flash Professional All-Purpose Cleaner Ocean 5L,5Ltr × 2,2,5Ltr,5413149200166	,Standard,Flash,YES,https://www.bestwaywholesale.co.uk/img/products/1000/6/5413149200166.jpg,Retail & Professional Cleaners,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
415396,Fibre One 90 Calorie Salted Caramel Squares 5x24g,5pk × 5 × 1,5,5pk,5410076620996	,Exempt,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/415396.jpg,Cereals,Grocery,£2.89,21.87%,11.29,11.29,NO,NA,16-08-2022
413701,Cypressa Antipasti Chilli Spiced Sicilian Style Garlic 280g,280g × 6 × 1,6,280g,5000362256546	,Exempt,NA,NO,/img/products/no-image.png,Pickles & Sauces,Grocery,£2.19,21.69%,10.29,10.29,NO,NA,16-08-2022
388768,Cofresh Chilli & Lemon Corn Nuts 350g,350g × 12,12,350g,5026489466811	,Exempt,Cofresh,NO,https://www.bestwaywholesale.co.uk/img/products/1000/1/5026489466811.jpg,Crisps & Snacks,Grocery,£1.00,21.0%,9.48,9.48,NO,NA,16-08-2022
388757,Cofresh Green Peas & Peanuts 350g,350g × 12,12,350g,5026489493725	,Exempt,Cofresh,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/5026489493725.jpg,Crisps & Snacks,Grocery,£1.00,21.0%,9.48,9.48,NO,NA,16-08-2022
383314,Yazoo Banana Milk Drink 1L,1Ltr × 1,1,1Ltr,5410438040212	,Exempt,Yazoo,NO,https://www.bestwaywholesale.co.uk/img/products/1000/2/5410438040212.jpg,Soft Drinks,Grocery,£1.69,35.50%,1.09,1.09,NO,NA,16-08-2022
338176,Bodrum Cornichons 680g,720g × 6 × 1,6,720g,5060050976651	,Exempt,NA,NO,/img/products/no-image.png,World Foods,Grocery,£1.69,29.10%,7.19,7.19,NO,NA,16-08-2022
327004,Best-One Pineapple Jam 454g,454g × 6 × 1,6,454g,5054073039288	,Exempt,Best-One,YES,https://www.bestwaywholesale.co.uk/img/products/1000/5/5054073039295.jpg,Preserves & Spreads,Grocery,£1.25,40.14%,4.49,4.49,NO,NA,16-08-2022
313603,Enliven Original Handwash 500ml PMP £1.00,250ml × 6 × 4,6,250ml,5055028310742	,Standard,Enliven,YES,https://www.bestwaywholesale.co.uk/img/products/1000/2/5055028310742.jpg,Toiletries,Grocery,£1.00,23.06%,4.62,5.54,NO,NA,16-08-2022
31218,Essentially Catering Blackcurrant Juice Cordial 5L,5Ltr × 1,1,5Ltr,502787624680	,Standard,Essentially Catering,YES,https://www.bestwaywholesale.co.uk/img/products/1000/8/5027876246818.jpg,Soft Drinks,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
31186,Essentially Catering Sweetcorn in Salted Water 2.12kg,2.12Kg × 6,6,2.12Kg,5021006030018	,Exempt,Essentially Catering,YES,https://www.bestwaywholesale.co.uk/img/products/1000/9/5027876247259.jpg,Canned Vegetables,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
31186,Essentially Catering Sweetcorn in Salted Water 2.12kg,2.12Kg × 1,1,2.12Kg,5021006030018	,Exempt,Essentially Catering,YES,https://www.bestwaywholesale.co.uk/img/products/1000/9/5027876247259.jpg,Canned Vegetables,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
302154,Fairy PGP Platinum Dishwasher Tablets Lemon 75 capsules,75s × 1,1,75s,8001090215512	,Standard,Fairy,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/8001090215529.jpg,Retail & Professional Cleaners,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
302008,"Fairy Original All In One Dishwasher Tablets, Regular, 100 Capsules",100s × 1,1,100s,8001090186485	,Standard,Fairy,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/8001090186485.jpg,Retail & Professional Cleaners,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
283813,SMA® PRO Follow-on Milk 6 mth+ 400g,400g × 1,1,400g,7613035477513	,Exempt,SMA,NO,https://www.bestwaywholesale.co.uk/img/products/1000/2/7613038484662.jpg,Baby Products,Grocery,£7.39,20.84%,5.85,5.85,NO,NA,16-08-2022
286105,Filippo Berio Mild & Light in Colour 500ml,500ml × 6 × 1,6,500ml,8002210129429	,Exempt,Filippo Berio,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/8002210129429.jpg,Oils & Ghees,Grocery,£3.99,29.03%,16.99,16.99,NO,NA,16-08-2022
257782,SMA® PRO First Infant Milk From Birth 800g,800g × 6,6,800g,7613035477872	,Exempt,SMA,NO,https://www.bestwaywholesale.co.uk/img/products/1000/0/7613036912990.jpg,Baby Products,Grocery,£14.79,18.88%,71.99,71.99,NO,NA,16-08-2022
26547,Unik Badshahi Tea Unsweetened,140g × 5 × 1,5,140g,5060149980255	,Exempt,NA,NO,/img/products/no-image.png,Hot Beverages,Grocery,£2.99,26.49%,10.99,10.99,NO,NA,16-08-2022
251248,"Crucials Yoghurt & Mint Dressing Sauce, Dip 1 Litre",1Ltr × 10,10,1Ltr,5060060385146	,Exempt,Crucials,YES,https://www.bestwaywholesale.co.uk/img/products/1000/7/5060060388017.jpg,Pickles & Sauces,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
299785,Ambrosia Tapioca Dessert Can 385g,385g × 6 × 1,6,385g,5000117802509	,Exempt,Ambrosia,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/5000354801365.jpg,Desserts Milk & Creams,Grocery,£1.89,25.49%,8.45,8.45,NO,NA,16-08-2022
218942,Rajah Tandoori Masala 100g,100g × 10 × 1,10,100g,5015281144807	,Exempt,Rajah,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/218942.jpg,World Foods,Grocery,£1.09,33.12%,7.29,7.29,NO,NA,16-08-2022
21423,Cyprus Pitted Black Olives,340g × 6 × 1,6,340g,5000362314017	,Exempt,NA,NO,/img/products/no-image.png,Pickles & Sauces,Grocery,£1.29,31.66%,5.29,5.29,NO,NA,16-08-2022
211025,White Pearl 1121 Superior Length Basmati Rice 20kg,20Kg × 1,1,20Kg,5054073016395	,Exempt,White Pearl,YES,https://www.bestwaywholesale.co.uk/img/products/1000/6/5054073016746.jpg,Dried Veg Rice & Pulses,Grocery,£33.99,11.77%,29.99,29.99,NO,NA,16-08-2022
19158,Robert Chicken Luncheon Meat 340g,340g × 12 × 1,12,340g,5705250162519	,Exempt,Robert,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/5705250162519.jpg,World Foods,Grocery,£1.99,26.72%,17.5,17.5,NO,NA,16-08-2022
18427,Essentially Catering Cooking Salt 3kg,3Kg × 4,4,3Kg,5027876246887	,Exempt,Essentially Catering,NO,https://www.bestwaywholesale.co.uk/img/products/1000/4/5027876246894.jpg,Condiments Herbs & Spices,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
170686,Tropical Sun Butter Beans in Salted Water 400g,400g × 12 × 1,12,400g,5029788602188	,Exempt,NA,NO,/img/products/no-image.png,Dried Veg Rice & Pulses,Grocery,£0.89,36.43%,6.79,6.79,NO,NA,16-08-2022
153438,Middleton Pastry Mix,3.5Kg × 1,1,3.5Kg,5028081003128	,Exempt,NA,NO,/img/products/no-image.png,Homebake,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
139193,Preema Concentrated Almond Flavouring Essence 28ml,28ml × 12 × 1,12,28ml,5021507160344	,Exempt,Preema,NO,https://www.bestwaywholesale.co.uk/img/products/1000/6/5021507160986.jpg,Homebake,Grocery,£0.45,26.11%,3.99,3.99,NO,NA,16-08-2022
1653,Tetley Green Tea Pure Green 50 Tea Bags 100g,50s × 6 × 1,6,50s,5000208050987	,Exempt,Tetley,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/5000208050987.jpg,Hot Beverages,Grocery,£2.59,24.78%,11.69,11.69,NO,NA,16-08-2022
133350,White Pearl 1121 Superior Length Basmati Rice 10kg,10Kg × 1,1,10Kg,5027876711491	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/5054073016753.jpg,World Foods,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
130255,White Pearl Green Cardamom 200g,200g × 1,1,200g,5027876027523	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/5027876027523.jpg,Condiments Herbs & Spices,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
122300,White Pearl Cornmeal Fine 1.5kg,1.5Kg × 1,1,1.5Kg,5027876021972	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/5027876021989.jpg,Homebake,Grocery,£2.99,16.72%,2.49,2.49,NO,NA,16-08-2022
117508,"Pedigree Can Adult Dog Wet Chunks in Loaf Original, Chicken & Lamb 12 x 400g",400g × 1,1,400g,5000166061667	,Standard,Pedigree,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/5000166061667.jpg,Petfoods,Grocery,£13.19,15.85%,11.1,11.27,NO,NA,16-08-2022
798804,Stute No Sugar Added Apricot Extra Jam 430g,430g × 6 × 1,6,430g,4006424022389	,Exempt,Stute,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/4006424022389.jpg,Preserves & Spreads,Grocery,£2.19,29.30%,9.29,9.29,NO,NA,16-08-2022
904108,Balocco Cubes Cocoa Wafers 250g,250g × 12 × 1,12,250g,8001100059242	,Exempt,Balocco,NO,https://www.bestwaywholesale.co.uk/img/products/1000/2/8001100059242.jpg,Biscuits,Grocery,£1.89,38.32%,13.99,13.99,NO,NA,16-08-2022
116612,Hartley's Assorted Jam 100 x 20g,100s × 1,1,100s,5000117205584	,Exempt,Hartley's,YES,https://www.bestwaywholesale.co.uk/img/products/1000/4/5000117205584.jpg,Preserves & Spreads,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
798705,Stute No Sugar Added Fine Cut Orange Marmalade 430g,430g × 6 × 1,6,430g,4006424022686	,Exempt,Stute,NO,https://www.bestwaywholesale.co.uk/img/products/1000/6/4006424022686.jpg,Preserves & Spreads,Grocery,£2.19,29.30%,9.29,9.29,NO,NA,16-08-2022
767270,Cif Cream Original PM £1.20,500ml × 8 × 1,8,500ml,5055028387034	,Standard,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/767270.jpg,Retail & Professional Cleaners,Grocery,£1.20,30.13%,6.71,7.83,NO,NA,16-08-2022
765828,Heinz 4+ Months By Nature Sweet Potato & Tender Chicken 120g,120g × 6 × 1,6,120g,5000157133946	,Exempt,Heinz,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/5000157140463.jpg,Baby Products,Grocery,£0.89,25.28%,3.99,3.99,NO,NA,16-08-2022
764454,Palmolive Naturals Coconut Shower Gel 250ml,250ml × 6 × 2,6,250ml,8714789732923	,Standard,Palmolive,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/8714789732923.jpg,Toiletries,Grocery,£1.99,59.05%,4.89,5.38,NO,NA,16-08-2022
754351,Snapple Lip-Smacking Lemonade 473ml,473ml × 12 × 1,12,473ml,5000382100621	,Standard,Snapple,YES,https://www.bestwaywholesale.co.uk/img/products/1000/1/5000382100621.jpg,Soft Drinks,Grocery,£2.15,41.45%,15.11,16.51,NO,NA,16-08-2022
745833,Lorenz Snack-World Pomsticks Salt & Vinegar 85g,85g × 12 × 1,12,85g,4018077821578	,Standard,Lorenz,NO,https://www.bestwaywholesale.co.uk/img/products/1000/8/4018077821578.jpg,Crisps & Snacks,Grocery,£1.10,36.45%,8.39,9.91,NO,NA,16-08-2022
740391,Monster The Doctor Energy Drink 12 x 500ml PM £1.45,500ml × 12 × 1,12,500ml,5060751215639	,Standard,Monster,NO,https://www.bestwaywholesale.co.uk/img/products/1000/6/5060751215646.jpg,Soft Drinks,Grocery,£1.45,38.01%,10.79,12.27,NO,NA,16-08-2022
729583,Vimto Zero 330ml,330ml × 24 × 1,24,330ml,5010438018138	,Standard,Vimto,NO,https://www.bestwaywholesale.co.uk/img/products/1000/8/5010438018138.jpg,Soft Drinks,Grocery,£0.59,40.77%,8.39,11.23,NO,NA,16-08-2022
698008,Lorenz Snack-World Pomsticks Salted 85g,85g × 12 × 1,12,85g,4018077382116	,Standard,Lorenz,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/4018077821479.jpg,Crisps & Snacks,Grocery,£1.10,36.45%,8.39,9.91,NO,NA,16-08-2022
672973,Lucozade Energy Apple Blast 380ml PMP £1.19 or 2 for £2.20,380ml × 12 × 1,12,380ml,5054267009493	,Standard,Lucozade,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/5054267009493.jpg,Soft Drinks,Grocery,£1.19,34.54%,9.35,10.92,NO,NA,16-08-2022
672005,Persil Pro Formula Professional Biological Powder 97 Washes 6.3kg,97Wash × 1,1,97Wash,7615400794362	,Standard,Persil,YES,https://www.bestwaywholesale.co.uk/img/products/1000/2/7615400794362.jpg,Laundry,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
668621,Bangbang Popcorn Choc,85g × 6 × 1,6,85g,5023751000971	,Standard,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/668621.jpg,Crisps & Snacks,Grocery,£1.49,23.63%,6.83,7.74,NO,NA,16-08-2022
802550,White Pearl Mild Curry Powder 100g,100g × 12 × 1,12,100g,5027876027264	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/4/5027876027264.jpg,Condiments Herbs & Spices,Grocery,£0.89,34.55%,6.99,6.99,NO,NA,16-08-2022
795941,Bakers Adult with Tasty Chicken & Country Vegetables 1kg,1Kg × 1,1,1Kg,8445290459848	,Standard,Bakers,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/8445290459855.jpg,Petfoods,Grocery,£2.85,22.11%,2.22,2.38,NO,NA,16-08-2022
788658,Dolma Stuff.Vine Leaves,280g × 6 × 1,6,280g,5000362223012	,Exempt,NA,NO,/img/products/no-image.png,World Foods,Grocery,£1.49,19.58%,7.19,7.19,NO,NA,16-08-2022
791070,Quest Coloured Puffs,100s × 12 × 1,12,100s,5031413953114	,Standard,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/791070.jpg,Toiletries,Grocery,£0.95,30.64%,7.91,9.57,NO,NA,16-08-2022
787043,Douwe Egbert Blk Go,12Oz × 10 × 1,10,12Oz,15060467580448	,Exempt,NA,YES,/img/products/no-image.png,Hot Beverages,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
786123,Bestone Summer Breeze Powder PM £2.59,26Wash × 5 × 1,5,26Wash,5054073086077	,Standard,NA,NO,/img/products/no-image.png,Laundry,Grocery,£2.59,30.04%,9.06,9.76,NO,NA,16-08-2022
785958,WP 1121 Basmati Rice,2Kg × 1,1,2Kg,5054073080754	,Exempt,NA,NO,/img/products/no-image.png,World Foods,Grocery,£4.99,24.05%,3.79,3.79,NO,NA,16-08-2022
782222,White Pearl Garlic Paste,340g × 12 × 1,12,340g,5054073084042	,Exempt,NA,NO,/img/products/no-image.png,Cooking Sauces & Purees,Grocery,£1.49,27.35%,12.99,12.99,NO,NA,16-08-2022
782166,White Pearl Ginger & Garlic Paste,340g × 12 × 1,12,340g,5054073084080	,Exempt,NA,NO,/img/products/no-image.png,Cooking Sauces & Purees,Grocery,£1.49,27.35%,12.99,12.99,NO,NA,16-08-2022
782155,White Pearl Ginger Paste,340g × 12 × 1,12,340g,5054073084066	,Exempt,NA,NO,/img/products/no-image.png,Homebake,Grocery,£1.49,27.35%,12.99,12.99,NO,NA,16-08-2022
766661,Pegasus Himalayan Pink Salt Coarse,800g × 6,6,800g,5029788191910	,Exempt,NA,NO,/img/products/no-image.png,Homebake,Grocery,£1.69,28.11%,7.29,7.29,NO,NA,16-08-2022
764098,Bold 3in1 Pods Lavender & Camomile 100 Washes,100s × 1,1,100s,8006540345047	,Standard,Bold,YES,https://www.bestwaywholesale.co.uk/img/products/1000/7/8006540345047.jpg,Laundry,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
764076,Ariel Allin1 Pods Regular 100 Washes,100s × 1,1,100s,8006540345085	,Standard,Ariel,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/8006540345085.jpg,Laundry,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
758774,Sharwood's Easy Paste Rogan Josh 280g,280g × 6 × 1,6,280g,5000117917531	,Exempt,Sharwood's,NO,https://www.bestwaywholesale.co.uk/img/products/1000/8/5000354913518.jpg,Cooking Sauces & Purees,Grocery,£2.45,24.56%,11.09,11.09,NO,NA,16-08-2022
758741,Sharwood's Kung Po Chinese Cooking Sauce 425g,425g × 6 × 1,6,425g,5000197156714	,Exempt,Sharwood's,YES,https://www.bestwaywholesale.co.uk/img/products/1000/4/5000197156714.jpg,Ready Meals,Grocery,£2.39,58.23%,5.99,5.99,NO,NA,16-08-2022
758717,Sharwood's Easy Paste Korma 280g,280g × 6 × 1,6,280g,5000117917548	,Exempt,Sharwood's,NO,https://www.bestwaywholesale.co.uk/img/products/1000/2/5000354913532.jpg,Cooking Sauces & Purees,Grocery,£2.45,24.56%,11.09,11.09,NO,NA,16-08-2022
752255,Lavazza Qualta Rossa PM £3.99,250g × 6 × 1,6,250g,8000070051652	,Exempt,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/752255.jpg,Hot Beverages,Grocery,£3.99,24.86%,17.99,17.99,NO,NA,16-08-2022
735796,Doritos Chilli Heatwave Tortilla Chips 48g,48g × 24 × 1,24,48g,5000328271767	,Exempt,Doritos,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/5000328271767.jpg,Crisps & Snacks,Grocery,£0.90,28.76%,15.39,15.39,NO,NA,16-08-2022
752611,Bisto Onion Gravy Granules 190g,190g × 12 × 1,12,190g,5000117927011	,Exempt,Bisto,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/5000354919565.jpg,Gravy Stuffing & Sauce Mixes,Grocery,£1.99,21.73%,18.69,18.69,NO,NA,16-08-2022
733523,Mr. Porky Crispy Strips 20g,20g × 12 × 10,12,20g,5010052063545	,Exempt,Mr. Porky,NO,https://www.bestwaywholesale.co.uk/img/products/1000/8/5010052113028.jpg,Crisps & Snacks,Grocery,£1.05,51.60%,6.1,6.1,NO,NA,16-08-2022
724073,Greens Classic Crumble PM £1.25,280g × 6 × 1,6,280g,5056036502578	,Exempt,NA,NO,/img/products/no-image.png,Homebake,Grocery,£1.25,33.47%,4.99,4.99,NO,NA,16-08-2022
691972,Filippo Berio Chilli Flavoured Olive Oil 1Litre,1Ltr × 6,6,1Ltr,8002210131491	,Exempt,Filippo Berio,NO,https://www.bestwaywholesale.co.uk/img/products/1000/1/8002210131491.jpg,Oils & Ghees,Grocery,£9.49,7.29%,52.79,52.79,NO,NA,16-08-2022
690544,White Pearl Citric Acid,100g × 10 × 1,10,100g,5027876073810	,Standard,NA,NO,/img/products/no-image.png,Condiments Herbs & Spices,Grocery,£0.79,28.76%,5.63,7.05,NO,NA,16-08-2022
680825,Zoflora 3 in 1 Action Concentrated Multipurpose Disinfectant Linen Fresh 500ml,500ml × 12,12,500ml,5011309028515	,Standard,Zoflora,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/5011309028515.jpg,Retail & Professional Cleaners,Grocery,£6.79,26.23%,60.11,61.88,NO,NA,16-08-2022
679777,Carex Professional Complete Original Antibacterial Hand Wash 5L,5Ltr × 1,1,5Ltr,5000101134463	,Standard,Carex,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/5000101134463.jpg,Toiletries,Grocery,£12.29,12.22%,10.79,10.96,NO,NA,16-08-2022
678824,KP Original Salted Peanuts 50g,50g × 21 × 7,21,50g,5000237133385	,Standard,KP,YES,https://www.bestwaywholesale.co.uk/img/products/1000/3/50237043.jpg,Crisps & Snacks,Grocery,£0.85,32.84%,11.99,14.81,NO,NA,16-08-2022
678446,White Pearl Lemon Dressing 400ml,400ml × 24 × 1,24,400ml,5027876057605	,Exempt,White Pearl,YES,https://www.bestwaywholesale.co.uk/img/products/1000/5/5027876057605.jpg,Homebake,Grocery,£0.99,64.27%,8.49,8.49,NO,NA,16-08-2022
671253,Shan Spice Mix for Tikka Boti BBQ 50g,50g × 12 × 1,12,50g,40788821099097	,Exempt,Shan,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/788821099099.jpg,Condiments Herbs & Spices,Grocery,£0.99,32.75%,7.99,7.99,NO,NA,16-08-2022
670766,Shan Chaat Masala Tangy Spice Garnish Seasoning Mix 100g,100g × 12 × 1,12,100g,40788821026048	,Exempt,Shan,NO,https://www.bestwaywholesale.co.uk/img/products/1000/0/788821026040.jpg,Condiments Herbs & Spices,Grocery,£0.99,32.75%,7.99,7.99,NO,NA,16-08-2022
670690,Shan Malay Chicken Biryani Recipe & Seasoning Mix 60g,60g × 12 × 1,12,60g,40788821034029	,Exempt,Shan,NO,https://www.bestwaywholesale.co.uk/img/products/1000/1/788821034021.jpg,Condiments Herbs & Spices,Grocery,£0.99,32.75%,7.99,7.99,NO,NA,16-08-2022
664175,Cofresh Hoops Potato Spicy PM 50p,50g × 16 × 1,16,50g,5026489499314	,Standard,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/664175.jpg,Crisps & Snacks,Grocery,£0.50,25.17%,5.99,8.38,NO,NA,16-08-2022
659171,"Huggies® DryNites®, Pyjama Pants, Girl, 3-5 Years (16-23kg), 10 Pants",10s × 3,3,10s,5029053536279	,Exempt,Huggies,YES,https://www.bestwaywholesale.co.uk/img/products/1000/9/5029053536279.jpg,Baby Products,Grocery,£5.50,33.40%,10.99,10.99,NO,NA,16-08-2022
656433,Heera Tamarind Dry,200g × 10 × 1,10,200g,5031416040774	,Exempt,NA,NO,/img/products/no-image.png,World Foods,Grocery,£0.99,32.42%,6.69,6.69,NO,NA,16-08-2022
653163,Bisto Best Chicken Gravy 150g,150g × 6 × 1,6,150g,5000117920135	,Exempt,Bisto,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/5000354915567.jpg,Gravy Stuffing & Sauce Mixes,Grocery,£2.09,20.34%,9.99,9.99,NO,NA,16-08-2022
647636,Cif Professional Washroom 750ml,750ml × 1,1,750ml,761400106653	,Standard,Cif,NO,https://www.bestwaywholesale.co.uk/img/products/1000/3/7615400106653.jpg,Retail & Professional Cleaners,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
647604,Cow & Gate Creamy Porridge Baby Cereal 125g,125g × 5 × 1,5,125g,3041091427717	,Exempt,Cow & Gate,YES,https://www.bestwaywholesale.co.uk/img/products/1000/7/3041091427717.jpg,Baby Products,Grocery,£2.49,41.45%,7.29,7.29,NO,NA,16-08-2022
628956,White Pearl Coriander Seeds 100g,100g × 6 × 1,6,100g,5027876010990	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/5/5027876022085.jpg,Condiments Herbs & Spices,Grocery,£0.99,24.41%,4.49,4.49,NO,NA,16-08-2022
627355,White Pearl Jeera Powder 100g,100g × 10 × 1,10,100g,5027876010778	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/2/5027876026922.jpg,Condiments Herbs & Spices,Grocery,£0.89,21.46%,6.99,6.99,NO,NA,16-08-2022
627201,White Pearl Chana Dall 500g,500g × 10 × 1,10,500g,5021664825391	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/1/5021664825391.jpg,Dried Veg Rice & Pulses,Grocery,£1.29,26.43%,9.49,9.49,NO,NA,16-08-2022
626457,White Pearl Moong Whole 500g,500g × 10 × 1,10,500g,5021664827791	,Exempt,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/626457.jpg,Dried Veg Rice & Pulses,Grocery,£1.49,29.60%,10.49,10.49,NO,NA,16-08-2022
624552,Vanish Oxi Action Fabric Stain Remover Powder 2.4 kg,2.4Kg × 1,1,2.4Kg,5011417552919	,Standard,Vanish,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/5011417552919.jpg,Laundry,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
623828,Homepride Pasta Bake Creamy Tomato & Bacon 450g,450g × 6 × 1,6,450g,5000117918422	,Exempt,Homepride,NO,https://www.bestwaywholesale.co.uk/img/products/1000/4/5000354914164.jpg,Cooking Sauces & Purees,Grocery,£1.59,24.64%,7.19,7.19,NO,NA,16-08-2022
623005,White Pearl Urid Dall Washed 500g,500g × 10 × 1,10,500g,5021664835758	,Exempt,White Pearl,NO,https://www.bestwaywholesale.co.uk/img/products/1000/8/5021664835758.jpg,Dried Veg Rice & Pulses,Grocery,£1.69,26.10%,12.49,12.49,NO,NA,16-08-2022
622354,White Pearl Plain Pappadoms 10s,200g × 10 × 6,10,200g,5054073080273	,Exempt,NA,NO,https://www.bestwaywholesale.co.uk/img/products/full/upl/622354.jpg,World Foods,Grocery,£0.99,25.95%,7.33,7.33,NO,NA,16-08-2022
61642,Spontex Specialist 10 Heavy Duty Scourer Pads,10pk × 1,1,10pk,3384120178427	,Standard,Specialist,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/3384123111179.jpg,Retail & Professional Cleaners,Grocery,£5.99,28.28%,4.3,4.44,NO,NA,16-08-2022
616141,Weetabix Food Company Branflakes Case 10 x 500g PMP £1.49,500g × 10 × 1,10,500g,5010029224757	,Exempt,NA,NO,/img/products/no-image.png,Cereals,Grocery,£1.49,29.60%,10.49,10.49,NO,NA,16-08-2022
61418,Monin Caramel Syrup 70cl,70Cl × 1,1,70Cl,3052910006907	,Exempt,Monin,YES,https://www.bestwaywholesale.co.uk/img/products/1000/7/3052910006907.jpg,Soft Drinks,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
594752,White Pearl Red Grape Non-Alcoholic Sparkling Juice Drink 750ml,750ml × 1,1,750ml,5054073080167	,Standard,White Pearl,YES,https://www.bestwaywholesale.co.uk/img/products/1000/7/5054073080167.jpg,Soft Drinks,Grocery,£1.99,22.21%,1.55,1.7,NO,NA,16-08-2022
594728,White Pearl Apple Non-Alcoholic Sparkling Juice Drink 750ml,750ml × 1,1,750ml,5054073080174	,Standard,White Pearl,YES,https://www.bestwaywholesale.co.uk/img/products/1000/4/5054073080174.jpg,Soft Drinks,Grocery,£1.99,22.21%,1.55,1.7,NO,NA,16-08-2022
61464,Monin Hazelnut 70cl,70Cl × 1,1,70Cl,3052910055325	,Exempt,Monin,YES,https://www.bestwaywholesale.co.uk/img/products/1000/5/3052910055325.jpg,Soft Drinks,Grocery,NA,NA,NA,NA,NO,NA,16-08-2022
593410,Atora The Original Shredded Beef Suet 240g,240g × 12 × 1,12,240g,5000117916282	,Exempt,Atora,NO,https://www.bestwaywholesale.co.uk/img/products/1000/9/5000354912719.jpg,Homebake,Grocery,£2.59,23.78%,23.69,23.69,NO,NA,16-08-2022
5621,John West Kipper Fillets in Sunflower Oil 160g,160g × 10 × 1,10,160g,5000171046253	,Exempt,John West,NO,https://www.bestwaywholesale.co.uk/img/products/1000/7/5000171054777.jpg,Canned Fish,Grocery,£1.99,24.67%,14.99,14.99,NO,NA,16-08-2022
