Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
Scotland,PREMIER,TM,EH11 1ED,EH11,EH,TM-F15,55.93882,-3.220712,,,,
Scotland,NISA,TM,FK5 3AR,FK5,FK,TM-F24,56.02034,-3.832667,,,,
Scotland,DAY TODAY,TM,G22 7BE,G22,G,TM-F26,55.89294,-4.247783,,,,
Scotland,SHOPSMART,TM,KA18 2PB,KA18,KA,TM-F09,55.46153,-4.363717,,,,
Scotland,PREMIER,TM,KA8 0EZ,KA8,KA,TM-F64,55.46224,-4.619756,,,,
Scotland,BEST ONE,TM,EH21 7DA,EH21,EH,TM-M01,55.94292,-3.050211,,,,
Scotland,DAY TODAY,TM,KY11 2JL,KY11,KY,TM-F65,56.0407,-3.420852,,,,
Scotland,USAVE,TM,G22 7EU,G22,G,TM-M02,55.90102,-4.243484,,,,
Scotland,USAVE,TM,G33 3QS,G33,G,TM-00001,55.87085,-4.173425,,,,
Scotland,INDEPENDENT,TM,KY8 5DB,KY8,KY,TM-00002,56.19203,-3.053624,,,,
Scotland,DAY TODAY,TM,G42 9XW,G42,G,TM-M03,55.82652,-4.258239,,,,
Scotland,PREMIER,TM,G72 7PQ,G72,G,TM-F66,55.81166,-4.144986,,,,
Scotland,INDEPENDENT,TM,KA18 3QR,KA18,KA,TM-00003,55.52275,-4.065482,,,,
Scotland,DAY TODAY,TM,KY12 0EL,KY12,KY,TM-00004,56.08891,-3.439599,,,,
Scotland,DAY TODAY,TM,G71 7EW,G71,G,TM-00005,55.82055,-4.083234,,,,
Scotland,USAVE,TM,KY4 8JS,KY4,KY,TM-00006,56.10482,-3.348319,,,,
Scotland,BEST ONE,TM,KY8 3PD,KY8,KY,TM-00007,56.18148,-3.020648,,,,
Scotland,DAY TODAY,TM,G15 6UQ,G15,G,TM-00008,55.90567,-4.364227,,,,
Scotland,PREMIER,TM,ML1 4TW,ML1,ML,TM-00011,55.82289,-3.970141,,,,
Scotland,INDEPENDENT,TM,G32 8TH,G32,G,TM-00012,55.8464,-4.186964,,,,
Scotland,DAY TODAY,TM,G53 5UE,G53,G,TM-00013,55.83692,-4.343825,,,,
Scotland,USAVE,TM,EH13 9BJ,EH13,EH,TM-00014,55.90948,-3.233243,,,,
Scotland,INDEPENDENT,TM,G11 7PQ,G11,G,TM-00015,55.8735,-4.317781,,,,
Scotland,DAY TODAY,TM,G21 3AF,G21,G,TM-00016,55.88905,-4.231134,,,,
Scotland,PREMIER,TM,FK10 3DY,FK10,FK,TM-00017,56.12634,-3.784291,,,,
Scotland,INDEPENDENT,TM,KY12 0BN,KY12,KY,TM-00018,56.07919,-3.449295,,,,
Scotland,INDEPENDENT,TM,KY11 4UG,KY11,KY,TM-00019,56.07459,-3.425103,,,,
,DAY TODAY,TM,G5 0PE,G5 0,G,TM-00020,55.84525,-4.242713,,,,
Scotland,INDEPENDENT,TM,G13 4QU,G13,G,TM-00021,55.89257,-4.365877,,,,
Scotland,INDEPENDENT,TM,G82 1PQ,G82,G,TM-00022,55.94372,-4.571787,,,,
Scotland,INDEPENDENT,TM,G14 0YU,G14,G,TM-00023,55.88629,-4.35985,,,,
Scotland,LIFESTYLE,TM,ML1 3RZ,ML1,ML,TM-F67,55.79912,-4.0109,,,,
Scotland,USAVE,TM,EH54 6JH,EH54,EH,TM-F69,55.88208,-3.499828,,,,
Scotland,INDEPENDENT,TM,ML3 9NS,ML3,ML,TM-F70,55.77844,-4.086232,,,,
North East England,INDEPENDENT,TM,NE66 2RJ,NE66,NE,TM-00024,55.38821,-1.612402,,,,
Scotland,INDEPENDENT,TM,EH21 7PS,EH21,EH,TM-F71,55.94462,-3.025519,,,,
Scotland,BEST ONE,TM,ML7 5HA,ML7,ML,TM-00025,55.81413,-3.784688,,,,
Scotland,INDEPENDENT,TM,EH12 9HU,EH12,EH,TM-00026,55.93525,-3.297038,,,,
Scotland,PREMIER,TM,EH30 9PH,EH30,EH,TM-00027,55.98369,-3.391945,,,,
Scotland,INDEPENDENT,TM,G41 2PZ,G41,G,TM-F72,55.83704,-4.27094,,,,
Scotland,INDEPENDENT,TM,G72 7PJ,G72,G,TM-00028,55.8123,-4.146969,,,,
Scotland,INDEPENDENT,TM,FK1 1HR,FK1,FK,TM-00029,56.00349,-3.784237,,,,
Scotland,INDEPENDENT,TM,KY1 4PJ,KY1,KY,TM-00030,56.16474,-3.058867,,,,
Scotland,INDEPENDENT,TM,EH21 7NL,EH21,EH,TM-00031,55.93939,-3.034442,,,,
Scotland,DAY TODAY,TM,G42 8AE,G42,G,TM-00032,55.83466,-4.255997,,,,
Scotland,INDEPENDENT,TM,PA14 6HF,PA14,PA,TM-00033,55.92322,-4.658697,,,,
Scotland,DAY TODAY,TM,KY2 5HX,KY2,KY,TM-00034,56.11936,-3.163775,,,,
Scotland,PREMIER,TM,ML2 7DG,ML2,ML,TM-F74,55.78106,-3.911944,,,,
Scotland,INDEPENDENT,TM,G51 2LY,G51,G,TM-00035,55.85675,-4.301332,,,,
,INDEPENDENT,TM,G1 3RS,G1 3,G,TM-00036,55.86079,-4.257703,,,,
Scotland,KEYSTORE,TM,EH21 8NP,EH21,EH,TM-F75,55.91999,-3.03583,,,,
Scotland,DAY TODAY,TM,G82 4EW,G82,G,TM-00037,55.94641,-4.589169,,,,
Scotland,DAY TODAY,TM,ML6 9SG,ML6,ML,TM-F76,55.84488,-3.965439,,,,
Scotland,INDEPENDENT,TM,PH2 6EZ,PH2,PH,TM-F79,56.45085,-3.34858,,,,
Scotland,INDEPENDENT,TM,PH13 9NX,PH13,PH,TM-F80,56.51826,-3.301953,,,,
Scotland,INDEPENDENT,TM,G1 2DW,G1,G,TM-F81,55.86086,-4.252418,,,,
Scotland,DAY TODAY,TM,ML5 2AA,ML5,ML,TM-F82,55.86907,-4.023577,,,,
Scotland,INDEPENDENT,TM,FK1 2NG,FK1,FK,TM-F83,55.93367,-3.745101,,,,
Scotland,DAY TODAY,TM,ML6 0AH,ML6,ML,TM-F87,55.86582,-3.981951,,,,
Scotland,PREMIER,TM,G22 7BT,G22,G,TM-F88,55.89788,-4.239959,,,,
Scotland,SHOPSMART,TM,EH48 3EX,EH48,EH,TM-F89,55.89631,-3.700801,,,,
Scotland,SPAR,TM,FK10 3JW,FK10,FK,TM-F91,56.13197,-3.774028,,,,
Scotland,SPAR,TM,PH2 7QW,PH2,PH,TM-F93,56.39114,-3.215321,,,,
Scotland,INDEPENDENT,TM,ML5 2LT,ML5,ML,TM-F94,55.87424,-4.049534,,,,
Scotland,DAY TODAY,TM,KA7 4DP,KA7,KA,TM-F97,55.4396,-4.644534,,,,
Scotland,USAVE,TM,KA8 0LQ,KA8,KA,TM-F98,55.47243,-4.59524,,,,
Scotland,INDEPENDENT,TM,ML6 6LN,ML6,ML,TM-G01,55.87242,-3.976405,,,,
Scotland,SPAR,TM,G5 9JB,G5,G,TM-G02,55.85347,-4.258158,,,,
Scotland,DAY TODAY,TM,PA4 8QR,PA4,PA,TM-G05,55.87854,-4.386912,,,,
Scotland,USAVE,TM,EH48 3LB,EH48,EH,TM-G06,55.8892,-3.702505,,,,
Scotland,PREMIER,TM,ML4 2QH,ML4,ML,TM-G07,55.81651,-3.997543,,,,
Scotland,INDEPENDENT,TM,ML6 6HN,ML6,ML,TM-G09,55.87409,-3.969489,,,,
Scotland,PREMIER,TM,FK10 2JL,FK10,FK,TM-G10,56.12306,-3.808431,,,,
Scotland,DAY TODAY,TM,EH47 0JB,EH47,EH,TM-G13,55.86885,-3.662331,,,,
Scotland,COSTCUTTER,TM,FK3 8SD,FK3,FK,TM-G14,56.00626,-3.730137,,,,
Scotland,DAY TODAY,TM,G72 9DT,G72,G,TM-G15,55.79877,-4.093334,,,,
Scotland,INDEPENDENT,TM,G14 9DB,G14,G,TM-G16,55.88014,-4.352777,,,,
Scotland,KEYSTORE,TM,G40 2RZ,G40,G,TM-G19,55.85268,-4.229129,,,,
Scotland,INDEPENDENT,TM,KA16 9DA,KA16,KA,TM-G21,55.60753,-4.325687,,,,
Scotland,SPAR,TM,TD9 7EL,TD9,TD,TM-G22,55.42842,-2.788942,,,,
Scotland,INDEPENDENT,TM,IV2 4EE,IV2,IV,TM-G23,57.46162,-4.218651,,,,
Scotland,DAY TODAY,TM,KA11 1PQ,KA11,KA,TM-G25,55.61853,-4.630526,,,,
Scotland,PREMIER,TM,ML4 2JG,ML4,ML,TM-G26,55.8127,-4.016532,,,,
Scotland,KEYSTORE,TM,KA18 4AW,KA18,KA,TM-G28,55.39755,-4.183218,,,,
Scotland,INDEPENDENT,TM,G31 3NQ,G31,G,TM-G29,55.86244,-4.205396,,,,
Scotland,INDEPENDENT,TM,G2 1NH,G2,G,TM-G31,55.86402,-4.255461,,,,
Scotland,BEST ONE,TM,ML11 0AA,ML11,ML,TM-G33,55.63304,-3.879705,,,,
Scotland,SHOPSMART,TM,ML5 1HA,ML5,ML,TM-G35,55.85884,-4.039264,,,,
Scotland,INDEPENDENT,TM,ML1 5PY,ML1,ML,TM-G37,55.8088,-3.920852,,,,
Scotland,INDEPENDENT,TM,EH22 4PF,EH22,EH,TM-G38,55.8646,-3.066616,,,,
Scotland,DAY TODAY,TM,EH47 7QU,EH47,EH,TM-G41,55.87084,-3.621756,,,,
Scotland,INDEPENDENT,TM,G2 8LT,G2,G,TM-G45,55.85861,-4.263553,,,,
Scotland,MACE,TM,KA11 4AW,KA11,KA,TM-G46,55.60777,-4.615308,,,,
Scotland,NISA,TM,G5 0QW,G5,G,TM-G47,55.84808,-4.241869,,,,
Scotland,DAY TODAY,TM,ML7 5HH,ML7,ML,TM-G48,55.81238,-3.773964,,,,
Scotland,INDEPENDENT,TM,EH52 6LG,EH52,EH,TM-G49,55.92061,-3.538794,,,,
Scotland,DAY TODAY,TM,G32 0PN,G32,G,TM-G53,55.85483,-4.159301,,,,
Scotland,NISA,TM,G31 3NN,G31,G,TM-G54,55.86231,-4.204047,,,,
Scotland,NISA,TM,G72 8PE,G72,G,TM-G55,55.80926,-4.178385,,,,
Scotland,INDEPENDENT,TM,G53 5NH,G53,G,TM-G56,55.82939,-4.347555,,,,
Scotland,TODAYS,TM,KY7 6TF,KY7,KY,TM-G57,56.21113,-3.181033,,,,
Scotland,DAY TODAY,TM,PA8 7HH,PA8,PA,TM-G58,55.89595,-4.448365,,,,
Scotland,INDEPENDENT,TM,G2 8LY,G2,G,TM-G59,55.85902,-4.261692,,,,
Scotland,SPAR,TM,TD9 0RB,TD9,TD,TM-G60,55.18058,-2.811769,,,,
Scotland,KEYSTORE,TM,KA24 4DT,KA24,KA,TM-G61,55.70438,-4.706208,,,,
Scotland,DAY TODAY,TM,FK8 1SU,FK8,FK,TM-G64,56.1283,-3.953455,,,,
Scotland,LIFESTYLE,TM,G46 8HN,G46,G,TM-G68,55.81289,-4.325237,,,,
Scotland,DAY TODAY,TM,EH23 4ES,EH23,EH,TM-G70,55.84814,-3.046775,,,,
Scotland,INDEPENDENT,TM,KA18 1PW,KA18,KA,TM-G72,55.45589,-4.256617,,,,
Scotland,PREMIER,TM,ML4 1AF,ML4,ML,TM-G73,55.81828,-4.025408,,,,
Scotland,INDEPENDENT,TM,KA12 0BA,KA12,KA,TM-G74,55.61373,-4.664127,,,,
Scotland,PREMIER,TM,FK13 6DS,FK13,FK,TM-G75,56.15295,-3.742006,,,,
Scotland,DAY TODAY,TM,ML1 2RJ,ML1,ML,TM-G76,55.78162,-3.983238,,,,
Scotland,PREMIER,TM,ML3 8JU,ML3,ML,TM-G77,55.76423,-4.055983,,,,
Scotland,PREMIER,TM,FK6 5BD,FK6,FK,TM-G78,56.01893,-3.91462,,,,
Scotland,PREMIER,TM,G22 6QR,G22,G,TM-G80,55.89527,-4.261514,,,,
Scotland,INDEPENDENT,TM,ML2 8AL,ML2,ML,TM-G82,55.76998,-3.912932,,,,
Scotland,NISA,TM,PA5 0BP,PA5,PA,TM-00038,55.82819,-4.505231,,,,
Scotland,PREMIER,TM,ML11 9LT,ML11,ML,TM-G83,55.59735,-3.780371,,,,
Scotland,DAY TODAY,TM,G32 6JL,G32,G,TM-G84,55.85988,-4.191381,,,,
Scotland,DAY TODAY,TM,ML3 8PD,ML3,ML,TM-G85,55.76863,-4.059754,,,,
Scotland,DAY TODAY,TM,DD2 4LN,DD2,DD,TM-M06,56.47524,-3.035565,,,,
Scotland,DAY TODAY,TM,EH48 3HX,EH48,EH,TM-G87,55.89788,-3.708067,,,,
Scotland,DAY TODAY,TM,G82 5JF,G82,G,TM-G89,55.94962,-4.592443,,,,
Scotland,INDEPENDENT,TM,G46 7BW,G46,G,TM-G90,55.80607,-4.309335,,,,
Scotland,INDEPENDENT,TM,KA4 8AE,KA4,KA,TM-M07,55.60025,-4.380564,,,,
Scotland,INDEPENDENT,TM,ML7 4EY,ML7,ML,TM-G92,55.82509,-3.809616,,,,
Scotland,DAY TODAY,TM,G73 3BB,G73,G,TM-M08,55.82641,-4.194432,,,,
Scotland,USAVE,TM,PA10 2LN,PA10,PA,TM-M09,55.83709,-4.55225,,,,
Scotland,PREMIER,TM,G68 9ND,G68,G,TM-M10,55.94791,-4.023749,,,,
Scotland,PREMIER,TM,ML6 9SW,ML6,ML,TM-M11,55.84158,-3.966039,,,,
Scotland,INDEPENDENT,TM,G42 7BY,G42,G,TM-M12,55.83771,-4.257307,,,,
Scotland,INDEPENDENT,TM,EH49 6PD,EH49,EH,TM-M13,55.96482,-3.534301,,,,
Scotland,NISA,TM,PA3 3PU,PA3,PA,TM-M14,55.84701,-4.503518,,,,
Scotland,USAVE,TM,G40 1NQ,G40,G,TM-M15,55.85017,-4.229624,,,,
Scotland,INDEPENDENT,TM,FK1 5AB,FK1,FK,TM-M17,55.99755,-3.790313,,,,
Scotland,DAY TODAY,TM,G72 8HE,G72,G,TM-M18,55.82089,-4.178987,,,,
Scotland,SPAR,TM,KY4 9HN,KY4,KY,TM-00039,56.11903,-3.335739,,,,
Scotland,LONDIS,TM,G40 2DY,G40,G,TM-M19,55.85608,-4.228285,,,,
Scotland,NISA,TM,ML4 2LB,ML4,ML,TM-M20,55.81268,-4.018462,,,,
Scotland,PREMIER,TM,FK2 0LU,FK2,FK,TM-M21,55.97002,-3.698314,,,,
Scotland,DAY TODAY,TM,G53 7DA,G53,G,TM-00040,55.82178,-4.362727,,,,
Scotland,SPAR,TM,EH17 7RZ,EH17,EH,TM-M22,55.91915,-3.138166,,,,
Scotland,PREMIER,TM,G33 1AA,G33,G,TM-M23,55.88351,-4.165259,,,,
Scotland,PREMIER,TM,PA1 1PH,PA1,PA,TM-M24,55.84421,-4.411212,,,,
Scotland,PREMIER,TM,ML7 5QD,ML7,ML,TM-M25,55.86019,-3.750976,,,,
Scotland,COSTCUTTER,TM,G44 4LE,G44,G,TM-M26,55.82061,-4.233488,,,,
Scotland,PREMIER,TM,G31 4HL,G31,G,TM-M27,55.84916,-4.199884,,,,
Scotland,BEST ONE,TM,ML8 5DZ,ML8,ML,TM-M29,55.7365,-3.841017,,,,
Scotland,INDEPENDENT,TM,EH14 3BG,EH14,EH,TM-M30,55.91172,-3.275966,,,,
Scotland,DAY TODAY,TM,G40 4LA,G40,G,TM-M31,55.84856,-4.225682,,,,
Scotland,PREMIER,TM,ML3 9HA,ML3,ML,TM-M32,55.78086,-4.07271,,,,
Scotland,KEYSTORE,TM,KA18 1NN,KA18,KA,TM-M33,55.45063,-4.251145,,,,
Scotland,BEST ONE,TM,EH1 2QN,EH1,EH,TM-M34,55.94577,-3.190811,,,,
Scotland,SPAR,TM,DG11 3DF,DG11,DG,TM-M35,55.06022,-3.266033,,,,
Scotland,PREMIER,TM,G74 3BQ,G74,G,TM-M36,55.77235,-4.156969,,,,
Scotland,SHOPSMART,TM,G51 1SW,G51,G,TM-M37,55.85253,-4.298893,,,,
Scotland,SHOPSMART,TM,KA20 3NJ,KA20,KA,TM-M38,55.63501,-4.75189,,,,
Scotland,INDEPENDENT,TM,EH14 2QH,EH14,EH,TM-M39,55.91804,-3.276926,,,,
Scotland,DAY TODAY,TM,KA6 7NA,KA6,KA,TM-M40,55.35895,-4.500438,,,,
Scotland,PREMIER,TM,ML6 7RA,ML6,ML,TM-M41,55.88922,-3.882496,,,,
Scotland,INDEPENDENT,TM,EH17 8EW,EH17,EH,TM-M42,55.89867,-3.157366,,,,
Scotland,SPAR,TM,PA1 2UZ,PA1,PA,TM-M43,55.83945,-4.458132,,,,
Scotland,SPAR,TM,G11 5PS,G11,G,TM-M44,55.87252,-4.302393,,,,
Scotland,INDEPENDENT,TM,KA11 4EZ,KA11,KA,TM-M45,55.60786,-4.621761,,,,
Scotland,INDEPENDENT,TM,G51 1LF,G51,G,TM-00041,55.85348,-4.279361,,,,
Scotland,INDEPENDENT,TM,EH55 8BY,EH55,EH,TM-M46,55.85144,-3.572369,,,,
Scotland,DAY TODAY,TM,PA4 8HD,PA4,PA,TM-M47,55.87186,-4.39726,,,,
Scotland,INDEPENDENT,TM,G83 9AT,G83,G,TM-M48,55.98587,-4.569664,,,,
Scotland,INDEPENDENT,TM,KA1 1LU,KA1,KA,TM-M49,55.61104,-4.495821,,,,
Scotland,INDEPENDENT,TM,ML7 5EF,ML7,ML,TM-00042,55.81487,-3.787819,,,,
Scotland,INDEPENDENT,TM,KA18 1JB,KA18,KA,TM-M50,55.44977,-4.266215,,,,
Scotland,LIFESTYLE,TM,G33 4HH,G33,G,TM-M51,55.86263,-4.135458,,,,
West Midlands,INDEPENDENT,TM,CV6 5FB,CV6,CV,TM-M52,52.42348,-1.492211,,,,
Scotland,NISA,TM,G14 9XQ,G14,G,TM-M53,55.87838,-4.349601,,,,
Scotland,BEST ONE,TM,DD4 0LQ,DD4,DD,TM-M54,56.48976,-2.907808,,,,
Scotland,USAVE,TM,ML5 5DD,ML5,ML,TM-M57,55.84562,-4.033172,,,,
Scotland,DAY TODAY,TM,G83 9HZ,G83,G,TM-M56,55.97706,-4.570506,,,,
Scotland,BEST ONE,TM,ML11 0LS,ML11,ML,TM-00043,55.59352,-3.889146,,,,
Scotland,PREMIER,TM,KA1 3RB,KA1,KA,TM-00044,55.59221,-4.488054,,,,
Scotland,INDEPENDENT,TM,KA13 6JA,KA13,KA,TM-00045,55.64826,-4.701046,,,,
Scotland,DAY TODAY,TM,G13 2AX,G13,G,TM-00046,55.90386,-4.338807,,,,
Scotland,NISA,TM,KA26 9BS,KA26,KA,TM-00048,55.24112,-4.855121,,,,
Scotland,SPAR,TM,ML12 6LJ,ML12,ML,TM-00049,55.59903,-3.595014,,,,
Scotland,LIFESTYLE EXPRESS,TM,G40 1QA,G40,G,TM-00050,55.84816,-4.226266,,,,
Scotland,DAY TODAY,TM,FK5 4HQ,FK5,FK,TM-00051,56.03061,-3.798455,,,,
Scotland,DAY TODAY,TM,G73 4QG,G73,G,TM-00052,55.8141,-4.220234,,,,
Scotland,INDEPENDENT,TM,KY3 9EL,KY3,KY,TM-00053,56.0633,-3.229076,,,,
Scotland,DAY TODAY,TM,FK2 8JH,FK2,FK,TM-00054,56.06835,-3.770172,,,,
,DAY TODAY,TM,G5 0LR,G5 0,G,TM-00055,55.84014,-4.238442,,,,
Scotland,PREMIER,TM,FK2 7BB,FK2,FK,TM-00056,56.0058,-3.776147,,,,
Scotland,LIFESTYLE EXPRESS,TM,G73 2SA,G73,G,TM-00057,55.82577,-4.219207,,,,
Scotland,NISA,TM,PA16 0PY,PA16,PA,TM-00058,55.93803,-4.814012,,,,
Scotland,SPAR,TM,FK2 0JR,FK2,FK,TM-00059,55.98118,-3.720842,,,,
Scotland,SPAR,TM,ML6 6NQ,ML6,ML,TM-00060,55.87156,-3.984977,,,,
Scotland,INDEPENDENT,TM,G72 7EL,G72,G,TM-00061,55.81887,-4.168626,,,,
Scotland,INDEPENDENT,TM,ML11 0EF,ML11,ML,TM-00062,55.63745,-3.886812,,,,
Scotland,INDEPENDENT,TM,G14 9XS,G14,G,TM-00063,55.87668,-4.345182,,,,
Scotland,INDEPENDENT,TM,KA3 4AF,KA3,KA,TM-00064,55.71198,-4.535659,,,,
Scotland,INDEPENDENT,TM,KA18 3AW,KA18,KA,TM-00065,55.44155,-4.250328,,,,
Scotland,PREMIER,TM,ML6 7PE,ML6,ML,TM-00066,55.89144,-3.884923,,,,
Scotland,PREMIER,TM,G15 6BS,G15,G,TM-00067,55.90667,-4.356256,,,,
Scotland,INDEPENDENT,TM,PA1 2LT,PA1,PA,TM-00068,55.84335,-4.439257,,,,
Scotland,USAVE,TM,G31 4XX,G31,G,TM-00069,55.84731,-4.186855,,,,
Scotland,PREMIER,TM,KA6 6JD,KA6,KA,TM-00070,55.44518,-4.51821,,,,
Scotland,DAY TODAY,TM,ML6 8SB,ML6,ML,TM-00071,55.84509,-3.946378,,,,
Scotland,PREMIER EXPRESS,TM,G11 6SW,G11,G,TM-00072,55.87097,-4.314577,,,,
Scotland,INDEPENDENT,TM,G61 2HH,G61,G,TM-00073,55.91334,-4.311885,,,,
Scotland,INDEPENDENT,TM,FK10 4EL,FK10,FK,TM-00074,56.10554,-3.74845,,,,
Scotland,INDEPENDENT,TM,G31 1PZ,G31,G,TM-00075,55.8586,-4.215103,,,,
Scotland,PREMIER,TM,PA15 4UQ,PA15,PA,TM-00076,55.94044,-4.747369,,,,
Scotland,INDEPENDENT,TM,G21 2PA,G21,G,TM-00077,55.86991,-4.227079,,,,
Scotland,LIFESTYLE EXPRESS,TM,G66 4QE,G66,G,TM-00078,55.93098,-4.155499,,,,
Scotland,INDEPENDENT,TM,KA30 8ES,KA30,KA,TM-00079,55.78698,-4.85926,,,,
Scotland,DAY TODAY,TM,KY8 2EZ,KY8,KY,TM-00080,56.18784,-3.028341,,,,
Scotland,PREMIER,TM,G71 6BJ,G71,G,TM-00081,55.83496,-4.090185,,,,
Scotland,SPAR,TM,FK1 5HR,FK1,FK,TM-00082,55.99777,-3.800586,,,,
Scotland,DAY TODAY,TM,EH20 9HB,EH20,EH,TM-00083,55.88029,-3.1549,,,,
Scotland,LIFESTYLE EXPRESS,TM,G33 6AP,G33,G,TM-00084,55.88682,-4.135492,,,,
Scotland,LONDIS,TM,G44 3BQ,G44,G,TM-00085,55.81642,-4.262555,,,,
Scotland,USAVE,TM,G41 1PJ,G41,G,TM-00086,55.8445,-4.273467,,,,
Scotland,PREMIER,TM,EH48 1SH,EH48,EH,TM-00087,55.89914,-3.611117,,,,
Scotland,NISA,TM,G21 3HN,G21,G,TM-00088,55.88181,-4.207135,,,,
Scotland,DAY TODAY,TM,FK6 6JR,FK6,FK,TM-00089,56.02832,-3.914747,,,,
Scotland,PREMIER,TM,ML1 3SQ,ML1,ML,TM-00090,55.79891,-4.000742,,,,
Scotland,INDEPENDENT,TM,G31 3DB,G31,G,TM-00091,55.86362,-4.215196,,,,
Scotland,NISA,TM,KY12 9QH,KY12,KY,TM-00092,56.0854,-3.567361,,,,
Scotland,BEST ONE,TM,ML2 8SA,ML2,ML,TM-00093,55.79053,-3.907798,,,,
Scotland,DAY TODAY,TM,EH47 8EL,EH47,EH,TM-F30,55.84461,-3.642529,,,,
Scotland,DAY TODAY,TM,KY4 9NA,KY4,KY,TM-F19,56.11376,-3.345431,,,,
Scotland,DAY TODAY,TM,FK7 7JL,FK7,FK,TM-E32,56.10567,-3.879656,,,,
Scotland,DAY TODAY,TM,G84 0AL,G84,G,TM-E30,56.07814,-4.827857,,,,
Scotland,DAY TODAY,TM,EH33 1AG,EH33,EH,TM-E33,55.94456,-2.954651,,,,
Scotland,DAY TODAY,TM,EH19 3AS,EH19,EH,TM-A94,55.87437,-3.104587,,,,
Yorkshire and the Humber,INDEPENDENT,TX,S10 1TE,S10,S,TX-2,53.38566,-1.508385,,,,
Scotland,INDEPENDENT,TX,TD6 0AA,TD6,TD,TX-1,55.57086,-2.646008,,,,
South West England,INDEPENDENT,TX,BS22 8SX,BS22,BS,TX-3,51.35395,-2.928698,,,,
West Midlands,INDEPENDENT,TX,SY6 6BW,SY6,SY,TX-7,52.53863,-2.806562,,,,
West Midlands,INDEPENDENT,TX,SY8 4HN,SY8,SY,TX-8,52.30002,-2.745686,,,,
South West England,INDEPENDENT,TX,BH20 5AZ,BH20,BH,TX-11,50.67047,-2.103008,,,,
North West England,INDEPENDENT,TX,M50 3AH,M50,M,TX-13,53.47075,-2.293061,,,,
Yorkshire and the Humber,INDEPENDENT,TX,HX1 2XE,HX1,HX,TX-15,53.71272,-1.869012,,,,
East Midlands,INDEPENDENT,TX,LE4 3HD,LE4,LE,TX-16,52.6819,-1.131383,,,,
West Midlands,INDEPENDENT,TX,ST1 3QH,ST1,ST,TX-17,53.02414,-2.167041,,,,
East of England,INDEPENDENT,TX,PE7 1BA,PE7,PE,TX-21,52.55637,-0.1295701,,,,
London,INDEPENDENT,TX,E20 1EH,E20,E,TX-25,51.54434,-0.006347322,,,,
London,INDEPENDENT,TX,E20 1EH,E20,E,TX-26,51.54434,-0.006347322,,,,
East Midlands,INDEPENDENT,TX,NG18 3DH,NG18,NG,TX-28,53.14098,-1.180172,,,,
East of England,INDEPENDENT,TX,NR19 2AW,NR19,NR,TX-29,52.68143,0.9402574,,,,
East Midlands,INDEPENDENT,TX,LE3 2GA,LE3,LE,TX-30,52.61448,-1.170498,,,,
Wales,INDEPENDENT,TX,CF39 8RP,CF39,CF,TX-31,51.59511,-3.477536,,,,
North East England,INDEPENDENT,TX,NE15 9DX,NE15,NE,TX-32,54.99582,-1.760649,,,,
Yorkshire and the Humber,INDEPENDENT,TX,YO17 8LA,YO17,YO,TX-34,54.15674,-0.6940723,,,,
South East England,INDEPENDENT,TX,ME16 9QQ,ME16,ME,TX-35,51.27366,0.4839739,,,,
East of England,INDEPENDENT,TX,CM9 8SW,CM9,CM,TX-37,51.75706,0.840247,,,,
Scotland,INDEPENDENT,TX,IV18 0DL,IV18,IV,TX-38,57.68833,-4.168122,,,,
South East England,INDEPENDENT,TX,OX20 1DH,OX20,OX,TX-40,51.87487,-1.364018,,,,
South East England,INDEPENDENT,TX,OX12 8JY,OX12,OX,TX-41,51.59582,-1.336392,,,,
Scotland,INDEPENDENT,TX,DD10 8AU,DD10,DD,TX-42,56.70785,-2.471277,,,,
Scotland,INDEPENDENT,TX,DD10 8PL,DD10,DD,TX-44,56.7115,-2.461832,,,,
Scotland,INDEPENDENT,TX,DD10 8TE,DD10,DD,TX-45,56.72072,-2.466667,,,,
Yorkshire and the Humber,INDEPENDENT,TX,S74 9AB,S74,S,TX-46,53.50056,-1.438916,,,,
South East England,INDEPENDENT,TX,RH10 3QX,RH10,RH,TX-49,51.13903,-0.1235673,,,,
North East England,INDEPENDENT,TX,DH7 0ER,DH7,DH,TX-50,54.82215,-1.74356,,,,
Yorkshire and the Humber,INDEPENDENT,TX,YO11 1JW,YO11,YO,TX-54,54.28109,-0.4044392,,,,
North West England,INDEPENDENT,TX,OL6 6AZ,OL6,OL,TX-56,53.48789,-2.093627,,,,
South East England,INDEPENDENT,TX,BN9 9PA,BN9,BN,TX-57,50.79365,0.04789739,,,,
West Midlands,INDEPENDENT,TX,CV8 3AA,CV8,CV,TX-58,52.3714,-1.493087,,,,
South East England,INDEPENDENT,TX,GU1 2QN,GU1,GU,TX-59,51.24438,-0.5375736,,,,
South West England,INDEPENDENT,TX,GL53 7NF,GL53,GL,TX-60,51.88954,-2.07865,,,,
North West England,INDEPENDENT,TX,OL2 5QD,OL2,OL,TX-61,53.56614,-2.123393,,,,
East of England,INDEPENDENT,TX,NR2 4TG,NR2,NR,TX-62,52.63549,1.28433,,,,
London,INDEPENDENT,TX,NW4 4DP,NW4,NW,TX-63,51.58972,-0.2226807,,,,
